193,8/1/2022,213,0.15,R,0, ,555, ,16.1, ,64.1, ,56.9, ,59.6, ,99, ,86, ,93, ,57.5, ,1.0,I,24.0,I,65.8, 
193,8/2/2022,214,0.11,R,0, ,416, ,15.9, ,63.0, ,56.2, ,58.6, ,100, ,89, ,94, ,57.0, ,1.0,I,24.0,I,66.0, 
193,8/3/2022,215,0.10,R,0, ,399, ,15.8, ,60.5, ,55.4, ,57.1, ,100, ,94, ,99, ,56.8, ,1.0,I,24.0,I,65.7, 
193,8/4/2022,216,0.13,R,0,R,653, ,16.7, ,63.3, ,57.1, ,60.9, ,100, ,88, ,91, ,58.3, ,6.9, ,166.7, ,65.6, 
193,8/5/2022,217,0.13, ,0, ,453, ,16.7, ,65.9, ,59.1, ,61.9, ,94, ,85, ,88, ,58.4, ,5.7, ,136.1, ,65.9, 
193,8/6/2022,218,0.16, ,0, ,553, ,16.6, ,67.4, ,58.1, ,62.5, ,97, ,76, ,86, ,58.3, ,3.9, ,93.0, ,66.5, 
193,8/7/2022,219,0.17, ,0, ,596, ,16.1, ,65.7, ,54.0, ,61.0, ,97, ,80, ,88, ,57.3, ,4.7, ,112.2, ,67.0, 
193,8/8/2022,220,0.19, ,0, ,667, ,16.1, ,65.6, ,53.7, ,60.8, ,96, ,80, ,88, ,57.3, ,5.9, ,141.1, ,67.1, 
193,8/9/2022,221,0.19, ,0, ,665, ,16.9, ,66.3, ,53.9, ,61.5, ,97, ,84, ,91, ,58.7, ,5.3, ,127.2, ,67.2, 
193,8/10/2022,222,0.18, ,0, ,650, ,16.7, ,67.0, ,51.0, ,60.9, ,99, ,82, ,91, ,58.3, ,5.2, ,123.7, ,67.4, 
193,8/11/2022,223,0.18, ,0, ,655, ,16.2, ,65.4, ,53.4, ,60.4, ,97, ,81, ,90, ,57.5, ,5.4, ,130.4, ,67.5, 
193,8/12/2022,224,0.19, ,0, ,666, ,15.6, ,65.0, ,56.6, ,60.5, ,95, ,78, ,87, ,56.5, ,6.9, ,165.8, ,67.5, 
193,8/13/2022,225,0.17, ,0, ,625, ,15.7, ,64.4, ,56.0, ,59.6, ,95, ,84, ,90, ,56.8, ,5.9, ,142.3, ,67.5, 
193,8/14/2022,226,0.08, ,0, ,331, ,15.2, ,61.8, ,55.4, ,57.7, ,97, ,87, ,93, ,55.7, ,5.4, ,130.0, ,67.2, 
193,8/15/2022,227,0.06, ,0.00, ,263, ,14.7, ,59.3, ,53.1, ,55.8, ,100, ,90, ,96, ,54.8, ,5.1, ,121.3, ,66.4, 
193,8/16/2022,228,0.10, ,0, ,405, ,14.4, ,58.3, ,51.7, ,54.5, ,100, ,96, ,99, ,54.3, ,5.8, ,139.2, ,65.6, 
193,8/17/2022,229,0.10, ,0.02, ,389, ,15.1, ,59.9, ,51.8, ,56.3, ,100, ,92, ,98, ,55.7, ,5.7, ,136.4, ,65.2, 
193,8/18/2022,230,0.11, ,0.00, ,448, ,15.3, ,59.5, ,54.2, ,56.6, ,100, ,92, ,98, ,55.9, ,4.6, ,111.4, ,65.4, 
193,8/19/2022,231,0.07, ,0.00, ,317, ,15.5, ,60.0, ,53.4, ,56.8, ,100, ,93, ,98, ,56.3, ,5.6, ,133.7, ,65.5, 
193,8/20/2022,232,0.09, ,0, ,348, ,15.1, ,59.7, ,55.4, ,57.0, ,99, ,89, ,95, ,55.6, ,6.8, ,162.0, ,65.3, 
193,8/21/2022,233,0.07, ,0.00, ,308, ,15.3, ,60.0, ,54.3, ,57.4, ,99, ,91, ,95, ,56.0, ,5.0, ,120.3, ,65.0, 
193,8/22/2022,234,0.13, ,0.01, ,488, ,16.0, ,65.9, ,54.6, ,58.8, ,100, ,83, ,95, ,57.3, ,5.1, ,123.1, ,65.2, 
193,8/23/2022,235,0.06, ,0, ,280, ,15.7, ,58.7, ,55.1, ,56.9, ,100, ,98, ,99, ,56.7, ,5.4, ,129.2, ,65.8, 
193,8/24/2022,236,0.09, ,0.02, ,379, ,15.2, ,60.7, ,54.3, ,56.4, ,100, ,91, ,98, ,55.7, ,5.2, ,125.1, ,65.4, 
193,8/25/2022,237,0.10, ,0.01, ,375, ,15.6, ,62.5, ,53.9, ,57.4, ,100, ,88, ,97, ,56.5, ,4.2, ,101.5, ,65.4, 
193,8/26/2022,238,0.09, ,0.02, ,364, ,15.7, ,60.8, ,53.5, ,57.1, ,100, ,93, ,99, ,56.8, ,4.1, ,97.4, ,65.6, 
193,8/27/2022,239,0.14, ,0.02, ,517, ,15.3, ,62.4, ,51.8, ,57.1, ,100, ,87, ,96, ,56.0, ,5.5, ,132.7, ,65.6, 
193,8/28/2022,240,0.11, ,0, ,416, ,15.8, ,62.7, ,55.9, ,59.2, ,97, ,85, ,92, ,56.9, ,5.3, ,127.6, ,65.6, 
193,8/29/2022,241,0.13, ,0, ,456, ,14.9, ,63.0, ,51.7, ,58.9, ,95, ,79, ,88, ,55.3, ,4.4, ,105.0, ,65.7, 
193,8/30/2022,242,0.16, ,0.00, ,593, ,15.1, ,64.7, ,50.0, ,58.3, ,95, ,85, ,91, ,55.5, ,3.9, ,93.7, ,65.6, 
193,8/31/2022,243,0.14, ,0, ,533, ,15.2, ,62.5, ,50.1, ,58.3, ,98, ,84, ,92, ,55.9, ,5.2, ,125.5, ,65.8, 
