159,8/1/2022,213,--,N,0, ,534, ,15.6, ,91.8, ,69.1, ,78.8, ,72, ,26, ,46, ,56.5, ,3.8, ,92.1, ,84.8,Y
159,8/2/2022,214,--,N,0, ,623, ,16.5, ,90.1, ,67.5, ,76.8, ,77, ,31, ,53, ,58.1, ,3.7, ,89.5, ,85.2,Y
159,8/3/2022,215,--,N,0, ,599, ,17.1, ,93.2, ,66.6, ,77.2, ,75, ,32, ,54, ,59.1, ,3.7, ,89.4, ,85.5,Y
159,8/4/2022,216,--,N,0, ,419, ,18.0, ,90.4, ,67.5, ,76.4, ,80, ,32, ,58, ,60.6, ,3.3, ,78.8, ,85.7,Y
159,8/5/2022,217,--,N,0, ,619, ,16.1, ,92.3, ,68.1, ,78.4, ,69, ,29, ,49, ,57.4, ,3.7, ,89.7, ,85.7,Y
159,8/6/2022,218,--,N,0, ,649, ,15.6, ,94.2, ,64.6, ,77.6, ,75, ,28, ,48, ,56.6, ,3.6, ,86.3, ,85.8,Y
159,8/7/2022,219,--,N,0, ,636, ,12.6, ,100.4, ,63.7, ,80.9, ,64, ,14, ,35, ,50.6, ,3.6, ,86.6, ,85.8,Y
159,8/8/2022,220,--,N,0, ,624, ,15.7, ,95.2, ,66.7, ,80.3, ,64, ,23, ,44, ,56.7, ,3.8, ,91.6, ,86.4,Y
159,8/9/2022,221,--,N,0, ,626, ,13.1, ,99.1, ,70.5, ,83.6,Y,62, ,10, ,33,Y,51.6,Y,3.6, ,85.5, ,87.3,Y
159,8/10/2022,222,--,N,0, ,615, ,13.3, ,96.7, ,68.9, ,82.4, ,56, ,18, ,35, ,52.2, ,3.6, ,85.8, ,87.5,Y
159,8/11/2022,223,--,N,0, ,628, ,11.6,Y,98.1, ,67.1, ,81.2, ,55, ,14, ,32,Y,48.5,Y,3.6, ,86.9, ,87.2,Y
159,8/12/2022,224,--,N,0, ,632, ,12.3,Y,98.9, ,64.7, ,80.0, ,60, ,17, ,35,Y,50.1,Y,3.5, ,82.9, ,86.9,Y
159,8/13/2022,225,--,N,0, ,627, ,13.0, ,99.0, ,67.0, ,81.8, ,57, ,20, ,35, ,51.6, ,3.6, ,85.8, ,86.9,Y
159,8/14/2022,226,--,N,0, ,626, ,14.1, ,98.1, ,66.5, ,80.7, ,63, ,21, ,39, ,53.7, ,3.5, ,83.9, ,87.1,Y
159,8/15/2022,227,--,N,0, ,613, ,14.3, ,96.2, ,64.7, ,79.6, ,62, ,27, ,41, ,54.0, ,3.6, ,86.7, ,86.8,Y
159,8/16/2022,228,--,N,0, ,609, ,14.2, ,96.9, ,65.6, ,80.5, ,68, ,20, ,40, ,54.0, ,3.6, ,86.3, ,86.8,Y
159,8/17/2022,229,--,N,0, ,583, ,15.0, ,95.9, ,66.7, ,79.7, ,71, ,22, ,43, ,55.4, ,3.6, ,86.9, ,87.0,Y
159,8/18/2022,230,--,N,0, ,607, ,14.3, ,91.5, ,64.8, ,76.1, ,73, ,25, ,46, ,54.1, ,3.5, ,84.8, ,86.7, 
159,8/19/2022,231,--,N,0, ,587, ,16.3, ,93.8, ,62.8, ,75.6, ,81, ,32, ,54, ,57.7, ,3.8, ,90.0, ,86.1, 
159,8/20/2022,232,--,N,0, ,575, ,19.0, ,87.9, ,65.4, ,73.6, ,85, ,45, ,67, ,62.1, ,4.0, ,94.9, ,85.8, 
159,8/21/2022,233,--,N,0, ,512, ,19.0, ,86.3, ,65.7, ,73.3, ,85, ,47, ,68, ,62.0, ,3.8, ,91.3, ,85.1, 
159,8/22/2022,234,--,N,0, ,541, ,18.9, ,88.3, ,65.0, ,73.6, ,88, ,43, ,67, ,61.9, ,3.5, ,84.5, ,84.5, 
159,8/23/2022,235,--,N,0, ,584, ,18.8, ,93.2, ,63.5, ,75.5, ,89, ,37, ,62, ,61.8, ,3.6, ,86.8, ,84.4, 
159,8/24/2022,236,--,N,0, ,532, ,19.8, ,92.6, ,65.9, ,76.8, ,90, ,35, ,63, ,63.1, ,3.6, ,87.1, ,84.5, 
159,8/25/2022,237,--,N,0, ,573, ,19.1, ,93.9, ,66.7, ,78.7, ,87, ,29, ,57, ,62.1, ,3.7, ,88.7, ,84.8, 
159,8/26/2022,238,--,N,0, ,580, ,17.9, ,93.3, ,64.9, ,76.4, ,88, ,28, ,58, ,60.4, ,3.5, ,83.4, ,84.8, 
159,8/27/2022,239,--,N,0, ,575, ,17.7, ,89.1, ,63.5, ,74.4, ,87, ,36, ,61, ,60.0, ,3.8, ,90.3, ,84.2, 
159,8/28/2022,240,--,N,0, ,528, ,17.9, ,87.4, ,67.2, ,73.8, ,81, ,37, ,63, ,60.3, ,3.7, ,88.6, ,84.1, 
159,8/29/2022,241,--,N,0, ,565, ,17.2, ,89.4, ,63.7, ,73.9, ,85, ,40, ,60, ,59.3, ,3.5, ,83.9, ,83.7, 
159,8/30/2022,242,--,N,0, ,573, ,14.8, ,96.4, ,64.3, ,78.9, ,79, ,23, ,44, ,55.1, ,3.3, ,80.2, ,83.6, 
159,8/31/2022,243,--,N,0, ,572, ,12.8, ,105.5, ,68.6, ,85.3, ,55, ,17, ,31, ,51.2, ,3.1, ,75.5, ,84.0, 
