143,8/1/2022,213,0.16, ,0.03, ,386, ,15.2, ,89.8, ,60.5,Y,71.7,Y,89, ,31, ,57,Y,55.8,Y,4.1, ,97.6, ,71.5, 
143,8/2/2022,214,0.26, ,0, ,589, ,13.8, ,89.8, ,57.9,Y,70.5, ,84, ,29, ,54, ,53.2, ,5.7, ,136.3, ,71.9, 
143,8/3/2022,215,0.26, ,0, ,643, ,14.4, ,92.3, ,55.9, ,71.2,Y,85, ,28, ,55,Y,54.3,Y,4.7, ,111.6, ,72.3, 
143,8/4/2022,216,0.23, ,0, ,553, ,14.9, ,88.3, ,56.5, ,66.9, ,92, ,27, ,66, ,55.2, ,6.5, ,155.6, ,72.5, 
143,8/5/2022,217,0.23, ,0, ,629, ,15.5, ,79.5, ,57.4, ,66.0, ,92, ,51, ,71, ,56.3, ,6.8, ,162.3, ,74.8, 
143,8/6/2022,218,0.22, ,0, ,578, ,15.3, ,80.7, ,55.1, ,66.1, ,87, ,46, ,70, ,55.9, ,6.3, ,151.2, ,74.5, 
143,8/7/2022,219,0.24, ,0, ,666, ,13.8, ,83.2, ,51.2, ,65.8, ,93, ,36, ,64, ,53.1, ,4.9, ,118.7, ,73.1, 
143,8/8/2022,220,0.23, ,0, ,590, ,14.3, ,84.2, ,55.6, ,69.4, ,85, ,36, ,58, ,54.1, ,4.4, ,105.1, ,74.6, 
143,8/9/2022,221,0.24, ,0, ,601, ,14.3, ,83.4, ,55.9, ,67.4, ,88, ,34, ,62, ,54.0, ,6.3, ,151.6, ,75.7, 
143,8/10/2022,222,0.24, ,0, ,633, ,14.1, ,86.4, ,50.3, ,67.9, ,94, ,34, ,60, ,53.7, ,4.2, ,100.1, ,75.0, 
143,8/11/2022,223,0.24, ,0, ,630, ,13.9, ,85.7, ,53.3, ,69.5, ,88, ,26, ,57, ,53.4, ,4.5, ,109.0, ,75.3, 
143,8/12/2022,224,0.24, ,0, ,642, ,13.7, ,86.1, ,52.3, ,68.5, ,89, ,29, ,58, ,53.0, ,4.1, ,98.1, ,74.3, 
143,8/13/2022,225,0.25, ,0, ,655, ,12.6, ,89.2, ,50.1, ,67.8, ,88, ,22, ,54, ,50.6, ,4.4, ,104.5, ,72.7, 
143,8/14/2022,226,0.24, ,0, ,645, ,13.1, ,88.3, ,48.6, ,65.2, ,97, ,25, ,62, ,51.7, ,4.6, ,109.7, ,71.9, 
143,8/15/2022,227,0.24, ,0, ,639, ,13.2, ,87.2, ,46.8, ,63.4, ,97, ,32, ,66, ,51.9, ,5.2, ,123.8, ,71.4, 
143,8/16/2022,228,0.26, ,0, ,618, ,13.4, ,94.8,Y,48.9, ,67.4, ,93, ,28, ,58, ,52.3, ,4.9, ,117.7, ,70.9, 
143,8/17/2022,229,0.15, ,0.02, ,375, ,14.3, ,84.9, ,53.6, ,65.6, ,92, ,34, ,66, ,54.1, ,4.9, ,116.9, ,70.9, 
143,8/18/2022,230,0.23, ,0, ,600, ,14.0, ,89.3, ,51.5, ,64.5, ,98, ,29, ,68, ,53.6, ,4.8, ,116.2, ,70.4, 
143,8/19/2022,231,0.23, ,0, ,632, ,13.7, ,86.2, ,48.1, ,64.3, ,95, ,35, ,67, ,53.0, ,4.4, ,104.9, ,70.2, 
143,8/20/2022,232,0.22, ,0, ,600, ,13.8, ,82.6, ,50.1, ,62.7, ,99, ,36, ,71, ,53.2, ,5.5, ,131.6, ,70.1, 
143,8/21/2022,233,0.21, ,0, ,596, ,14.2, ,73.8, ,49.4, ,60.9, ,94, ,56, ,78, ,53.9, ,6.7, ,161.1, ,69.5, 
143,8/22/2022,234,0.22, ,0, ,598, ,15.1, ,91.7, ,54.8, ,68.9, ,97, ,28, ,62, ,55.6, ,3.5, ,83.6, ,69.5, 
143,8/23/2022,235,0.23, ,0, ,621, ,14.9, ,87.4, ,52.8, ,66.2, ,94, ,35, ,68, ,55.3, ,4.6, ,111.2, ,70.5, 
143,8/24/2022,236,0.21, ,0, ,582, ,14.6, ,86.3, ,50.7, ,62.5, ,98, ,41, ,76, ,54.8, ,5.4, ,129.7, ,70.1, 
143,8/25/2022,237,0.21, ,0,H,561,H,15.0,H,81.8, ,54.7, ,63.8,H,99,H,41,H,74, ,55.4, ,5.3,H,128.3,H,69.9,H
143,8/26/2022,238,0.21, ,0, ,563, ,15.2, ,82.9, ,54.3, ,63.2, ,99, ,42, ,77, ,55.9, ,5.5, ,132.1, ,69.9, 
143,8/27/2022,239,0.21, ,0, ,583, ,14.7, ,80.3, ,52.5, ,62.4, ,98, ,46, ,76, ,54.9, ,6.2, ,149.7, ,69.7, 
143,8/28/2022,240,0.19, ,0, ,521, ,14.3, ,75.8, ,53.9, ,62.4, ,95, ,52, ,74, ,54.0, ,6.5, ,155.6, ,69.3, 
143,8/29/2022,241,0.21, ,0, ,568, ,14.1, ,78.9, ,52.8, ,63.8, ,88, ,49, ,70, ,53.7, ,5.7, ,137.4, ,69.1, 
143,8/30/2022,242,0.22, ,0, ,588, ,13.4, ,81.7, ,48.6, ,63.3, ,93, ,42, ,68, ,52.4, ,5.7, ,135.9, ,69.0, 
143,8/31/2022,243,0.21, ,0, ,572, ,13.8, ,90.7, ,48.3, ,66.3, ,94, ,34, ,62, ,53.1, ,4.0, ,95.4, ,69.0, 
