78,8/1/2022,213,0.24, ,0, ,578, ,17.0, ,91.3, ,67.8, ,77.8, ,76, ,35, ,52, ,58.9, ,4.4, ,106.0, ,72.8, 
78,8/2/2022,214,0.26, ,0.05, ,666, ,17.6, ,89.5, ,66.5, ,76.6, ,83, ,33, ,56, ,59.9, ,4.5, ,107.7, ,73.0, 
78,8/3/2022,215,0.24, ,0, ,633, ,17.6, ,89.4, ,66.2, ,75.9, ,81, ,38, ,58, ,59.9, ,4.5, ,108.6, ,72.9, 
78,8/4/2022,216,0.14, ,0.02, ,375, ,19.1, ,89.0, ,66.2, ,75.2, ,85, ,39, ,64, ,62.3, ,3.8, ,92.1, ,73.0, 
78,8/5/2022,217,0.25, ,0, ,638, ,18.1, ,90.4, ,66.3, ,77.3, ,83, ,34, ,56, ,60.6, ,4.1, ,98.3, ,73.1, 
78,8/6/2022,218,0.26, ,0.04, ,683, ,16.7, ,92.3, ,61.5, ,76.0, ,86, ,28, ,54, ,58.4, ,3.8, ,90.6, ,73.1, 
78,8/7/2022,219,0.27, ,0, ,662, ,15.1, ,96.4, ,60.9, ,79.3, ,83, ,24, ,44, ,55.7, ,4.0, ,96.2, ,72.5, 
78,8/8/2022,220,0.26, ,0, ,668, ,16.7, ,92.8, ,65.6, ,78.9, ,78, ,26, ,50, ,58.4, ,4.6, ,109.3, ,72.6, 
78,8/9/2022,221,0.27, ,0, ,666, ,15.2, ,94.5, ,67.1, ,80.7, ,74, ,17, ,42, ,55.8, ,4.1, ,97.3, ,73.0, 
78,8/10/2022,222,0.27, ,0, ,662, ,15.1, ,94.8, ,66.7, ,80.6, ,74, ,27, ,42, ,55.6, ,3.9, ,92.5, ,72.9, 
78,8/11/2022,223,0.27, ,0.03, ,680, ,13.1, ,96.2, ,63.0, ,78.8, ,76, ,19, ,39, ,51.7, ,3.5, ,83.6, ,72.8, 
78,8/12/2022,224,0.27, ,0, ,670, ,14.1, ,96.0, ,61.8, ,78.5, ,77, ,22, ,42, ,53.8, ,3.7, ,88.8, ,72.2, 
78,8/13/2022,225,0.27, ,0.04, ,669, ,15.4, ,96.0, ,64.8, ,79.6, ,82, ,20, ,45, ,56.2, ,4.0, ,94.9, ,72.3, 
78,8/14/2022,226,0.26, ,0, ,673, ,16.2, ,94.9, ,63.8, ,78.7, ,83, ,28, ,48, ,57.6, ,3.8, ,90.4, ,72.3, 
78,8/15/2022,227,0.26, ,0, ,656, ,17.1, ,93.4, ,62.0, ,77.7, ,79, ,35, ,53, ,59.1, ,4.1, ,97.3, ,72.4, 
78,8/16/2022,228,0.26, ,0.03, ,649, ,16.5, ,95.1, ,62.7, ,78.6, ,84, ,28, ,50, ,58.1, ,4.0, ,94.9, ,72.6, 
78,8/17/2022,229,0.26, ,0, ,635, ,15.9, ,93.5, ,64.4, ,78.6, ,82, ,24, ,47, ,57.0, ,4.2, ,101.6, ,72.5, 
78,8/18/2022,230,0.25, ,0.03, ,642, ,16.1, ,90.6, ,63.6, ,75.9, ,76, ,33, ,53, ,57.3, ,4.1, ,97.6, ,72.5, 
78,8/19/2022,231,0.24, ,0, ,628, ,17.6, ,91.3, ,61.4, ,74.4, ,86, ,36, ,60, ,59.8, ,4.5, ,108.1, ,72.2, 
78,8/20/2022,232,0.22, ,0.05, ,614, ,19.9, ,85.7, ,64.0, ,72.5, ,90, ,52, ,73, ,63.3, ,4.9,Y,116.8,Y,72.4, 
78,8/21/2022,233,0.19, ,0, ,552, ,19.8, ,83.7, ,63.7, ,71.8, ,90, ,54, ,75, ,63.2, ,4.6, ,109.6, ,72.3, 
78,8/22/2022,234,0.20, ,0, ,570, ,19.6, ,87.1, ,64.7, ,73.5, ,90, ,44, ,70, ,63.0, ,4.0, ,95.2, ,72.5, 
78,8/23/2022,235,0.23, ,0, ,630, ,20, ,91.5, ,63.3, ,74.9, ,90, ,43, ,68, ,63.5, ,4.7,Y,112.4,Y,72.7, 
78,8/24/2022,236,0.22, ,0, ,579, ,20.8, ,90.4, ,64.0, ,75.6, ,93, ,44, ,69, ,64.6, ,4.3, ,104.0, ,72.9, 
78,8/25/2022,237,0.24, ,0.02,H,619,H,20.0,H,91.0, ,65.8, ,77.7,H,89,H,39,H,62, ,63.5, ,4.4,H,105.7,H,73.1,H
78,8/26/2022,238,0.23, ,0.00, ,630, ,19.0, ,91.6, ,63.0, ,75.8, ,95, ,33, ,63, ,62.1, ,4.0, ,97.1, ,73.1, 
78,8/27/2022,239,0.22, ,0.02, ,625, ,18.8, ,86.3, ,62.6, ,73.3, ,93, ,40, ,67, ,61.7, ,4.7,Y,113.5,Y,72.9, 
78,8/28/2022,240,0.20, ,0, ,577, ,18.8, ,85.5, ,65.4, ,72.8, ,88, ,44, ,68, ,61.7, ,4.6,Y,110.2,Y,72.8, 
78,8/29/2022,241,0.22, ,0, ,615, ,18.3, ,88.7, ,63.0, ,73.2, ,87, ,44, ,65, ,60.9, ,3.7, ,88.9, ,72.6, 
78,8/30/2022,242,0.24, ,0.01, ,627, ,15.8, ,96.0, ,62.6, ,77.4, ,86, ,26, ,49, ,56.9, ,3.6, ,85.5, ,72.6, 
78,8/31/2022,243,0.25, ,0, ,617, ,14.6, ,102.5, ,64.1, ,82.8, ,71, ,20, ,38, ,54.8, ,3.4, ,82.0, ,72.4, 
