125,8/1/2022,213,0.32, ,0, ,654, ,16.9, ,101.8, ,76.4,Y,89.0, ,50, ,27, ,36, ,58.7, ,3.6, ,87.4, ,80.9, 
125,8/2/2022,214,0.32, ,0, ,669, ,16.7, ,101.1, ,73.0, ,87.7, ,59, ,25, ,37, ,58.4, ,3.6, ,86.3, ,81.1, 
125,8/3/2022,215,0.32, ,0, ,564, ,16.1, ,100.5, ,--,S,94.7,Y,49, ,24, ,29,Y,57.3,Y,3.8, ,90.4, ,81.3, 
125,8/4/2022,216,0.24, ,0, ,421, ,18.4, ,99.3, ,79.5,Y,87.9, ,52, ,24, ,41, ,61.2, ,4.4, ,104.6, ,81.9, 
125,8/5/2022,217,0.30, ,0, ,579, ,14.6, ,98.5, ,78.7,Y,87.7, ,47, ,25, ,33, ,54.6, ,4.0, ,96.5, ,81.9, 
125,8/6/2022,218,0.31, ,0, ,696,R,16.5, ,98.4, ,67.8, ,84.1, ,66, ,25, ,41, ,58.0, ,3.8, ,91.1, ,81.8, 
125,8/7/2022,219,0.30, ,0, ,677, ,17.2, ,96.6, ,70.2, ,84.4, ,68, ,28, ,43, ,59.3, ,4.1, ,98.0, ,81.6, 
125,8/8/2022,220,0.30, ,0, ,662, ,15.8, ,95.4, ,74.3, ,84.4, ,58, ,27, ,39, ,56.8, ,4.3, ,103.5, ,81.6, 
125,8/9/2022,221,0.26, ,0, ,520, ,14.7, ,96.6, ,72.3, ,84.1, ,54, ,24, ,37, ,54.9, ,3.8, ,92.0, ,81.4, 
125,8/10/2022,222,0.29, ,0, ,665, ,13.9, ,93.8, ,68.8, ,81.3, ,55, ,27, ,38, ,53.3, ,4.1, ,98.3, ,80.9, 
125,8/11/2022,223,0.30, ,0, ,655, ,14.6, ,97.3, ,71.2, ,83.3, ,58, ,23, ,38, ,54.8, ,3.9, ,92.8, ,80.7, 
125,8/12/2022,224,0.31, ,0, ,672, ,12.8, ,95.8, ,67.5, ,83.3, ,52, ,22, ,33, ,51.1, ,4.3, ,103.5, ,80.9, 
125,8/13/2022,225,0.31, ,0, ,675, ,10.9, ,98.5, ,66.9, ,83.7, ,53, ,15, ,28, ,46.9, ,3.9, ,92.8, ,81.2, 
125,8/14/2022,226,0.31, ,0, ,681,R,9.5, ,100.7, ,65.3, ,84.3, ,47, ,14, ,24, ,43.1, ,3.5, ,83.9, ,80.7, 
125,8/15/2022,227,0.31, ,0, ,675,R,9.6, ,102.4, ,66.7, ,85.2, ,42, ,12, ,23, ,43.5, ,3.4, ,82.5, ,80.4, 
125,8/16/2022,228,0.31, ,0, ,618, ,10.8, ,104.4, ,67.6, ,87.0, ,45, ,14, ,25, ,46.5, ,3.4, ,80.7, ,80.3, 
125,8/17/2022,229,0.31, ,0, ,608, ,10.9, ,105.8, ,72.0, ,90.9,Y,39, ,12, ,22,Y,46.8,Y,3.4, ,82.0, ,80.6, 
125,8/18/2022,230,0.32, ,0, ,655, ,11.1, ,104.3, ,71.3, ,89.4, ,36, ,15, ,23, ,47.3, ,3.6, ,87.4, ,80.9, 
125,8/19/2022,231,0.31, ,0, ,648, ,11.8, ,104.1, ,70.1, ,88.6, ,50, ,14, ,26, ,48.9, ,3.6, ,87.0, ,81.1, 
125,8/20/2022,232,0.31, ,0, ,650, ,10.2, ,106.8,Y,69.3, ,89.3, ,43, ,12, ,22, ,45.1, ,3.3, ,80.0, ,81.1, 
125,8/21/2022,233,0.32, ,0, ,647, ,10.3, ,105.5, ,70.3, ,89.4, ,41, ,13, ,22, ,45.3, ,3.8, ,90.1, ,81.2, 
125,8/22/2022,234,0.31, ,0, ,644, ,11.2, ,100.8, ,67.4, ,85.7, ,39, ,16, ,27, ,47.6, ,3.6, ,87.1, ,81.1, 
125,8/23/2022,235,0.29, ,0, ,631, ,14.1, ,98.2, ,68.8, ,85.4, ,44, ,25, ,34, ,53.7, ,3.1, ,74.5, ,82.0, 
125,8/24/2022,236,0.30, ,0, ,625, ,15.0, ,101.3, ,69.6, ,87.8, ,55, ,22, ,33, ,55.4, ,3.4, ,81.0, ,82.8, 
125,8/25/2022,237,0.30, ,0, ,623, ,12.9, ,100.5, ,71.9, ,87.7, ,41, ,20, ,29, ,51.3, ,3.5, ,83.4, ,83.5, 
125,8/26/2022,238,0.29, ,0, ,633, ,12.9, ,98.7, ,68.2, ,85.5, ,46, ,21, ,31, ,51.3, ,3.2, ,76.0, ,83.7, 
125,8/27/2022,239,0.29, ,0, ,627, ,12.6, ,100.0, ,67.6, ,85.2, ,49, ,20, ,30, ,50.6, ,3.5, ,84.7, ,83.3, 
125,8/28/2022,240,0.29, ,0, ,629, ,10.9, ,96.8, ,65.3, ,82.9, ,41, ,21, ,28, ,46.7, ,3.6, ,85.5, ,82.5, 
125,8/29/2022,241,0.28, ,0, ,615, ,12.6, ,97.1, ,67.0, ,83.3, ,43, ,24, ,32, ,50.7, ,3.2, ,76.7, ,81.9, 
125,8/30/2022,242,0.28, ,0, ,618, ,14.1, ,98.4, ,64.7, ,82.9, ,58, ,25, ,37, ,53.7, ,3.1, ,75.4, ,81.8, 
125,8/31/2022,243,0.28, ,0, ,609, ,15.9, ,97.6, ,69.5, ,84.4, ,57, ,28, ,39, ,57.0, ,3.3, ,78.7, ,82.7, 
