258,8/1/2022,213,0.21, ,0, ,457, ,21.3, ,98.7, ,75.3, ,85.6, ,79, ,30, ,51, ,65.2, ,3.5, ,84.1, ,82.3, 
258,8/2/2022,214,0.23, ,0, ,557, ,19.6, ,98.3, ,67.0, ,82.6, ,84, ,30, ,52, ,63.0, ,3.2, ,76.1, ,82.0, 
258,8/3/2022,215,0.23, ,0, ,523, ,20.9, ,101.0, ,68.6, ,84.9, ,88, ,28, ,51, ,64.7, ,3.3, ,78.2, ,82.1, 
258,8/4/2022,216,0.21, ,0, ,443, ,20.6, ,101.8, ,72.3, ,86.6, ,79, ,28, ,48, ,64.3, ,4.1,R,98.7,R,82.6, 
258,8/5/2022,217,0.11, ,0, ,299, ,22.8, ,92.6, ,69.4, ,79.5, ,94, ,38, ,66, ,67.3, ,2.6, ,62.9, ,81.6, 
258,8/6/2022,218,0.22, ,0, ,566, ,21.7, ,95.8, ,65.5, ,79.6, ,95, ,37, ,63, ,65.9, ,3.1, ,75.5, ,81.4, 
258,8/7/2022,219,0.22, ,0, ,554, ,20.9, ,95.9, ,64.3, ,79.5, ,96, ,36, ,61, ,64.7, ,3.0, ,71.5, ,81.4, 
258,8/8/2022,220,0.22, ,0, ,541, ,18.6, ,95.7, ,68.2, ,80.6, ,85, ,28, ,52, ,61.4, ,3.3, ,79.7, ,81.4, 
258,8/9/2022,221,0.20, ,0, ,495, ,18.9, ,96.7, ,66.1, ,79.3, ,89, ,29, ,55, ,61.9, ,3.0, ,71.1, ,81.1, 
258,8/10/2022,222,0.22, ,0, ,558, ,17.2, ,93.0, ,64.6, ,78.3, ,76, ,32, ,52, ,59.3, ,3.2, ,77.7, ,80.4, 
258,8/11/2022,223,0.23, ,0, ,554, ,17.5, ,95.9, ,62.9, ,79.4, ,87, ,27, ,51, ,59.7, ,3.0, ,72.4, ,80.2, 
258,8/12/2022,224,0.24, ,0, ,586, ,16.3, ,97.1, ,61.6, ,79.2, ,86, ,24, ,48, ,57.7, ,3.2, ,77.0, ,80.2, 
258,8/13/2022,225,0.25, ,0, ,597, ,14.8, ,97.2, ,59.9, ,78.7, ,87, ,20, ,44, ,55.0, ,3.2, ,77.7, ,79.9, 
258,8/14/2022,226,0.26, ,0, ,611, ,12.8, ,98.6, ,59.6, ,79.3, ,79, ,17, ,37, ,51.1, ,3.4, ,80.6, ,79.8, 
258,8/15/2022,227,0.27, ,0, ,635, ,12.6, ,101.2, ,60.9, ,81.2, ,63, ,16, ,35, ,50.6, ,3.2, ,77.7, ,80.0, 
258,8/16/2022,228,0.27, ,0, ,416, ,13.9, ,103.3, ,75.5,Y,90.4,Y,54, ,14, ,29,Y,53.4,Y,3.1, ,75.1, ,83.5, 
258,8/17/2022,229,0.25, ,0, ,508, ,13.6, ,103.5, ,71.8, ,87.2, ,54, ,14, ,31, ,52.8, ,3.5, ,83.7, ,82.4, 
258,8/18/2022,230,0.25, ,0, ,586, ,15.3, ,101.2, ,65.6, ,83.1, ,81, ,18, ,39, ,55.9, ,3.2, ,75.6, ,82.9, 
258,8/19/2022,231,0.25, ,0, ,571, ,15.5, ,101.9, ,65.4, ,83.5, ,81, ,19, ,40, ,56.3, ,3.1, ,74.5, ,82.4, 
258,8/20/2022,232,0.25, ,0, ,558, ,14.4, ,104.2, ,61.8, ,83.5, ,84, ,15, ,37, ,54.2, ,3.2, ,76.5, ,81.1, 
258,8/21/2022,233,0.25, ,0, ,553, ,13.8, ,102.0, ,63.7, ,83.4, ,67, ,16, ,35, ,53.1, ,3.2, ,76.9, ,80.3, 
258,8/22/2022,234,0.23, ,0, ,541, ,16.4, ,98.8, ,61.8, ,79.9, ,88, ,23, ,47, ,57.8, ,3.2, ,76.3, ,79.7, 
258,8/23/2022,235,0.22, ,0, ,518, ,16.8, ,99.5, ,63.1, ,82.0, ,81, ,25, ,45, ,58.6, ,3.1, ,74.9, ,79.5, 
258,8/24/2022,236,0.23, ,0, ,261, ,17.4, ,103.8, ,73.3,Y,89.7,Y,70, ,21, ,37,Y,59.6,Y,3.1, ,74.4, ,82.1, 
258,8/25/2022,237,0.22, ,0, ,503, ,16.4, ,101.8, ,65.7, ,83.4, ,76, ,21, ,42, ,57.8, ,3.2, ,76.4, ,80.5, 
258,8/26/2022,238,0.22, ,0, ,507, ,16.7, ,99.9, ,62.8, ,81.0, ,89, ,22, ,46, ,58.4, ,3.1, ,74.0, ,80.0, 
258,8/27/2022,239,0.22, ,0, ,503, ,16.3, ,98.5, ,61.8, ,81.1, ,90, ,22, ,45, ,57.7, ,3.2, ,77.2, ,79.4, 
258,8/28/2022,240,0.21, ,0, ,505, ,15.1, ,94.8, ,60.1, ,78.0, ,83, ,24, ,46, ,55.6, ,3.1, ,73.4, ,78.5, 
258,8/29/2022,241,0.21, ,0, ,491, ,16.3, ,96.1, ,62.6, ,80.0, ,80, ,28, ,47, ,57.7, ,3.2, ,76.9, ,78.2, 
258,8/30/2022,242,0.21, ,0, ,490, ,17.2, ,101.1, ,64.3, ,81.9, ,83, ,25, ,46, ,59.3, ,2.9, ,70.1, ,78.7, 
258,8/31/2022,243,0.20, ,0, ,478, ,18.2, ,100.4, ,63.9, ,82.1, ,85, ,25, ,49, ,60.9, ,3.0, ,72.4, ,79.0, 
