200,8/1/2022,213,0.31, ,0.03, ,636, ,20.4, ,105.0, ,82.1, ,93.9, ,59, ,26, ,37, ,64.0, ,5.0, ,119.9, ,86.5, 
200,8/2/2022,214,0.38, ,0, ,660, ,15.6, ,108.8, ,85.4, ,97.4, ,33, ,20, ,26, ,56.5, ,7.8, ,186.4, ,85.6, 
200,8/3/2022,215,0.36, ,0, ,653, ,15.9, ,109.3, ,87.0, ,97.4, ,33, ,22, ,26, ,57.0, ,6.6, ,158.7, ,85.2, 
200,8/4/2022,216,0.17,H,0,H,204,H,21.9,H,99.7, ,86.5, ,93.2,H,57,H,28,H,41, ,66.1, ,7.0,H,169.1,H,84.2,H
200,8/5/2022,217,0.25, ,0.05, ,529, ,22.1, ,102.8, ,78.9, ,91.7, ,83, ,26, ,43, ,66.3, ,3.8, ,90.9, ,85.0, 
200,8/6/2022,218,0.35, ,0, ,679, ,14.1, ,111.6, ,83.4, ,98.5, ,38, ,13, ,23, ,53.8, ,6.1, ,146.0, ,85.0, 
200,8/7/2022,219,0.26, ,0, ,477, ,21.0, ,104.3, ,81.3, ,95.4, ,69, ,16, ,37, ,64.9, ,5.7, ,136.9, ,84.5, 
200,8/8/2022,220,0.24, ,0.03, ,492, ,25.7, ,106.1, ,80.2, ,91.4, ,78, ,27, ,51, ,70.7, ,4.1, ,98.4, ,85.2, 
200,8/9/2022,221,0.28, ,0.02, ,575, ,21.0, ,106.2, ,80.3, ,94.6, ,68, ,22, ,38, ,64.9, ,4.4, ,106.0, ,85.9, 
200,8/10/2022,222,0.31, ,0, ,657, ,17.8, ,107.5, ,85.3, ,96.1, ,48, ,21, ,31, ,60.2, ,4.4, ,106.8, ,85.7, 
200,8/11/2022,223,0.33, ,0, ,621, ,16.5, ,108.2, ,77.6, ,96.9, ,34, ,20, ,28, ,58.1, ,4.8, ,116.1, ,86.0, 
200,8/12/2022,224,0.35, ,0, ,595, ,16.7, ,108.5, ,82.6, ,96.7, ,54, ,13, ,28, ,58.5, ,7.4, ,178.1, ,84.9, 
200,8/13/2022,225,0.17, ,0, ,395, ,24.4, ,103.1, ,81.4, ,91.0, ,72, ,32, ,49, ,69.2, ,3.4, ,80.7, ,85.7, 
200,8/14/2022,226,0.29,R,0, ,619, ,21.5, ,107.8, ,79.2, ,94.6, ,64, ,23, ,39, ,65.6, ,4.6, ,109.4, ,87.3, 
200,8/15/2022,227,0.27, ,0, ,578, ,23.1, ,106.0, ,82.1, ,93.9, ,76, ,23, ,42, ,67.6, ,4.2, ,99.8, ,87.8, 
200,8/16/2022,228,0.30, ,0, ,569, ,19.0, ,109.0, ,82.6, ,95.9, ,64, ,21, ,33, ,62.1, ,4.7, ,113.7, ,87.1, 
200,8/17/2022,229,0.29, ,0, ,546, ,18.6, ,108.0, ,80.6, ,96.3, ,63, ,20, ,32, ,61.4, ,4.6, ,110.4, ,87.3, 
200,8/18/2022,230,0.31, ,0, ,621, ,20.1, ,109.6, ,83.4, ,97.1, ,76, ,15, ,34, ,63.7, ,4.4, ,105.9, ,87.5, 
200,8/19/2022,231,0.29, ,0, ,599, ,24.2, ,106.1, ,81.2, ,94.7, ,69, ,28, ,44, ,69.0, ,5.1, ,122.6, ,87.7, 
200,8/20/2022,232,0.27, ,0.01, ,569, ,27.1, ,101.7, ,84.9, ,93.0, ,66, ,36, ,51, ,72.3, ,5.7, ,137.1, ,88.4, 
200,8/21/2022,233,0.27, ,0.01, ,564, ,26.4, ,103.9, ,86.7, ,93.8, ,70, ,26, ,49, ,71.5, ,5.2, ,125.9, ,89.1, 
200,8/22/2022,234,0.29, ,0.00, ,578, ,24.3, ,104.0, ,80.9, ,94.2, ,68, ,31, ,44, ,69.1, ,5.5, ,132.7, ,88.5, 
200,8/23/2022,235,0.28, ,0, ,583, ,24.7, ,107.5, ,78.8, ,95.5, ,76, ,23, ,43, ,69.6, ,4.1, ,99.0, ,88.7, 
200,8/24/2022,236,0.25, ,0.01, ,518, ,26.5, ,104.1, ,84.3, ,94.0, ,73, ,30, ,49, ,71.7, ,4.3, ,103.0, ,89.0, 
200,8/25/2022,237,0.25, ,0, ,510, ,21.6, ,104.2, ,82.4, ,94.6, ,58, ,21, ,39, ,65.7, ,4.1, ,98.9, ,89.0, 
200,8/26/2022,238,0.34, ,0, ,598, ,11.9, ,111.2, ,85.9, ,98.6, ,29, ,13, ,19, ,49.1, ,5.8, ,139.5, ,87.6, 
200,8/27/2022,239,0.34, ,0, ,610, ,13.2, ,110.7, ,85.2, ,97.4, ,29, ,15, ,22, ,51.9, ,6.6,Y,159.2,Y,86.4, 
200,8/28/2022,240,0.30, ,0, ,588, ,18.3, ,107.9, ,83.7, ,94.2, ,42, ,23, ,33, ,60.9, ,5.4, ,130.7, ,85.7, 
200,8/29/2022,241,0.30, ,0, ,599, ,20.4, ,109.0, ,83.0, ,94.3, ,73, ,19, ,37, ,64.0, ,5.6, ,135.5, ,86.1, 
200,8/30/2022,242,0.31, ,0, ,611, ,16.1, ,114.0, ,81.2, ,99.7, ,50, ,11, ,25, ,57.4, ,4.8, ,114.2, ,86.6, 
200,8/31/2022,243,0.33, ,0.00, ,593, ,19.6, ,113.1, ,85.6, ,98.9, ,78, ,18, ,31, ,63.0, ,5.9, ,141.3, ,86.6, 
