146,8/1/2022,213,0.27, ,0, ,617, ,17.0, ,99.7, ,73.0,Y,84.7, ,63, ,30, ,42, ,58.9, ,3.8, ,90.2, ,80.3, 
146,8/2/2022,214,0.28, ,0, ,643, ,16.9, ,101.7, ,68.1, ,84.9, ,62, ,26, ,41, ,58.8, ,3.5, ,84.7, ,81.1, 
146,8/3/2022,215,0.26, ,0, ,633, ,18.1, ,102.1, ,69.7, ,86.1, ,68, ,25, ,42, ,60.6, ,2.9, ,69.3, ,81.8, 
146,8/4/2022,216,0.28, ,0, ,561, ,17.0, ,103.5, ,74.3,Y,88.3,Y,57, ,26, ,37,Y,58.9,Y,4.7, ,113.8, ,83.0, 
146,8/5/2022,217,0.28, ,0, ,625, ,16.0, ,99.5, ,74.2,Y,84.0, ,53, ,27, ,40, ,57.1, ,5.2, ,123.6, ,82.6, 
146,8/6/2022,218,0.25, ,0, ,663, ,18.4, ,95.0, ,66.1, ,79.8, ,72, ,36, ,53, ,61.1, ,3.4, ,81.7, ,81.8, 
146,8/7/2022,219,0.26, ,0, ,657, ,17.7, ,98.1, ,64.6, ,81.2, ,70, ,30, ,49, ,60.1, ,3.3, ,78.2, ,81.5, 
146,8/8/2022,220,0.26, ,0, ,630, ,16.3, ,96.2, ,67.7, ,81.4, ,65, ,28, ,44, ,57.7, ,3.4, ,80.7, ,81.4, 
146,8/9/2022,221,0.27, ,0, ,622, ,13.6, ,98.0, ,66.5, ,81.3, ,60, ,19, ,37, ,52.8, ,4.3, ,103.5, ,81.0, 
146,8/10/2022,222,0.24, ,0, ,646, ,14.9, ,94.8, ,63.5, ,77.2, ,68, ,29, ,47, ,55.3, ,3.0, ,71.9, ,80.3, 
146,8/11/2022,223,0.25, ,0, ,629, ,15.6, ,96.2, ,63.5, ,79.0, ,67, ,27, ,46, ,56.5, ,3.2, ,77.7, ,79.7, 
146,8/12/2022,224,0.25, ,0, ,653, ,14.4, ,97.9, ,58.4, ,79.1, ,72, ,23, ,42, ,54.3, ,3.0, ,71.6, ,78.2, 
146,8/13/2022,225,0.26, ,0, ,652, ,12.9, ,98.5, ,61.7, ,79.8, ,60, ,20, ,37, ,51.3, ,3.2, ,77.9, ,78.2, 
146,8/14/2022,226,0.27, ,0, ,663, ,12.1, ,100.3, ,63.0, ,80.9, ,53, ,18, ,34, ,49.6, ,3.4, ,81.8, ,78.1, 
146,8/15/2022,227,0.27, ,0, ,655, ,12.1, ,102.2, ,62.5, ,82.2, ,51, ,17, ,32, ,49.6, ,3.3, ,78.2, ,77.8, 
146,8/16/2022,228,0.27, ,0, ,633, ,13.5, ,104.3, ,64.5, ,84.7, ,56, ,18, ,33, ,52.5, ,3.1, ,75.1, ,78.0, 
146,8/17/2022,229,0.28, ,0, ,595, ,13.5, ,106.1, ,72.2,Y,87.5,Y,46, ,16, ,30,Y,52.6,Y,3.6, ,86.6, ,79.0, 
146,8/18/2022,230,0.27, ,0, ,635, ,14.6, ,104.5, ,65.7, ,84.7, ,53, ,20, ,36, ,54.7, ,3.4, ,82.4, ,79.2, 
146,8/19/2022,231,0.26, ,0, ,634, ,14.1, ,104.9, ,65.6, ,84.4, ,65, ,16, ,35, ,53.8, ,3.1, ,73.7, ,79.2, 
146,8/20/2022,232,0.29, ,0, ,632, ,13.3, ,106.2, ,63.6, ,85.7, ,61, ,15, ,32, ,52.1, ,4.3, ,102.2, ,80.2, 
146,8/21/2022,233,0.29, ,0, ,625, ,13.1, ,102.8, ,64.7, ,84.0, ,60, ,16, ,33, ,51.7, ,4.8, ,114.0, ,81.2, 
146,8/22/2022,234,0.26, ,0, ,622, ,14.4, ,99.5, ,63.1, ,81.1, ,57, ,25, ,40, ,54.3, ,3.4, ,82.6, ,80.9, 
146,8/23/2022,235,0.25, ,0, ,624, ,15.1, ,100.7, ,63.3, ,81.8, ,59, ,22, ,41, ,55.6, ,3.0, ,71.5, ,80.8, 
146,8/24/2022,236,0.29, ,0, ,606, ,14.9, ,105.9, ,68.4, ,86.2, ,57, ,23, ,35, ,55.3, ,4.9, ,116.6, ,81.1, 
146,8/25/2022,237,0.27, ,0, ,600, ,13.9, ,102.5, ,65.1, ,82.9, ,65, ,24, ,36, ,53.3, ,4.1, ,99.3, ,81.3, 
146,8/26/2022,238,0.26, ,0, ,602, ,13.1, ,101.8, ,63.7, ,82.3, ,58, ,21, ,35, ,51.7, ,3.5, ,84.8, ,80.9, 
146,8/27/2022,239,0.29, ,0, ,602, ,12.0, ,100.0, ,63.1, ,82.0, ,57, ,13, ,32, ,49.4, ,4.9, ,117.8, ,80.8, 
146,8/28/2022,240,0.25, ,0, ,600, ,12.2, ,95.8, ,60.8, ,77.8, ,59, ,25, ,37, ,49.8, ,4.1, ,98.7, ,80.3, 
146,8/29/2022,241,0.25, ,0, ,590, ,13.3, ,97.5, ,61.9, ,78.4, ,63, ,26, ,40, ,52.1, ,3.6, ,86.3, ,80.0, 
146,8/30/2022,242,0.24, ,0, ,601, ,14.2, ,101.7, ,63.5, ,81.7, ,61, ,23, ,38, ,53.9, ,2.9, ,70.7, ,80.0, 
146,8/31/2022,243,0.23, ,0, ,585, ,16.4, ,101.9, ,64.5, ,81.8, ,69, ,25, ,44, ,57.9, ,2.7, ,64.6, ,80.3, 
