41,8/1/2022,213,0.26, ,0, ,599, ,26.0, ,101.7, ,80.1, ,90.2, ,79, ,34, ,54, ,71.1, ,4.5, ,107.2, ,83.8, 
41,8/2/2022,214,0.30, ,0, ,667, ,20.6, ,107.1, ,78.1, ,93.1, ,63, ,27, ,39, ,64.3, ,4.0, ,96.9, ,84.9, 
41,8/3/2022,215,0.28, ,0, ,604, ,21.6, ,106.7, ,78.7, ,93.3, ,59, ,26, ,40, ,65.7, ,4.9, ,117.7, ,85.7, 
41,8/4/2022,216,0.26, ,0, ,490, ,23.5, ,96.7,Y,79.5, ,87.9, ,66, ,39, ,52, ,68.2, ,7.4, ,177.0, ,84.6, 
41,8/5/2022,217,0.28, ,0, ,673, ,22.0, ,104.3, ,76.6, ,91.2, ,73, ,27, ,44, ,66.2, ,3.0, ,71.7, ,83.7, 
41,8/6/2022,218,0.28, ,0, ,636, ,20.6, ,109.0, ,79.3, ,94.3, ,70, ,19, ,37, ,64.3, ,3.3, ,78.5, ,85.5, 
41,8/7/2022,219,0.29, ,0, ,540, ,23.7, ,104.9, ,82.3, ,93.1, ,63, ,27, ,45, ,68.4, ,8.6, ,206.8, ,85.0, 
41,8/8/2022,220,0.26, ,0, ,541, ,25.8, ,103.1, ,82.9, ,91.1, ,70, ,33, ,52, ,70.9, ,6.5, ,156.9, ,84.6, 
41,8/9/2022,221,0.31, ,0, ,654, ,22.1, ,106.7, ,81.4, ,93.0, ,69, ,22, ,42, ,66.3, ,4.9, ,116.6, ,84.8, 
41,8/10/2022,222,0.31, ,0, ,666, ,23.2, ,107.4, ,82.2, ,95.0, ,60, ,27, ,41, ,67.8, ,5.4, ,129.9, ,85.7, 
41,8/11/2022,223,0.23, ,0, ,449, ,21.4, ,104.6, ,83.7, ,94.0, ,57, ,28, ,39, ,65.5, ,4.7, ,112.2, ,85.6, 
41,8/12/2022,224,0.29, ,0, ,518, ,23.0, ,106.5, ,81.1, ,93.8, ,57, ,25, ,43, ,67.5, ,7.7, ,184.0, ,84.3, 
41,8/13/2022,225,0.27, ,0, ,603, ,25.4, ,104.9, ,80.3, ,92.5, ,74, ,31, ,49, ,70.4, ,5.0, ,118.8, ,84.9, 
41,8/14/2022,226,0.30, ,0, ,616, ,25.1, ,107.1, ,84.0, ,93.9, ,71, ,28, ,46, ,70.0, ,7.1, ,170.7, ,85.2, 
41,8/15/2022,227,0.28, ,0, ,647, ,23.3, ,106.0, ,79.2, ,93.2, ,71, ,26, ,44, ,67.9, ,3.8, ,91.1, ,85.3, 
41,8/16/2022,228,0.31, ,0, ,633, ,25.7, ,108.4, ,83.4, ,95.1, ,65, ,27, ,46, ,70.8, ,6.9, ,165.7, ,85.8, 
41,8/17/2022,229,0.32, ,0, ,642, ,26.3, ,107.5, ,83.7, ,95.6, ,68, ,27, ,46, ,71.4, ,7.3, ,174.7, ,85.7, 
41,8/18/2022,230,0.30, ,0, ,265, ,21.6, ,105.7, ,87.0, ,98.0, ,76, ,26, ,35, ,65.7, ,6.6, ,159.1, ,82.1, 
41,8/19/2022,231,0.28, ,0, ,590, ,25.6, ,103.3, ,81.1, ,92.0, ,68, ,33, ,50, ,70.7, ,7.1, ,169.5, ,79.1, 
41,8/20/2022,232,0.31, ,0, ,603, ,24.5, ,102.8, ,80.0, ,91.5, ,72, ,32, ,49, ,69.3, ,8.7, ,207.9, ,78.3,Y
41,8/21/2022,233,0.28, ,0, ,587, ,28.4, ,103.1, ,83.1, ,92.3, ,78, ,37, ,55, ,73.7, ,8.3, ,199.2, ,79.4, 
41,8/22/2022,234,0.27, ,0, ,557, ,24.4, ,102.1, ,77.6, ,90.2, ,72, ,31, ,50, ,69.3, ,7.5, ,180.0, ,80.5, 
41,8/23/2022,235,0.30, ,0, ,593, ,25.2, ,106.6, ,82.3, ,94.2, ,72, ,27, ,46, ,70.1, ,6.8, ,163.6, ,81.7, 
41,8/24/2022,236,0.26, ,0, ,236, ,24.9, ,105.5, ,85.5, ,92.4, ,66, ,33, ,48, ,69.8, ,6.2, ,149.0, ,83.7, 
41,8/25/2022,237,0.24, ,0, ,549, ,23.6, ,103.9, ,80.1, ,92.8, ,66, ,30, ,45, ,68.3, ,4.0, ,96.9, ,82.3, 
41,8/26/2022,238,0.27, ,0, ,592, ,20.6, ,108.8, ,80.4, ,94.8, ,66, ,21, ,37, ,64.3, ,4.0, ,96.4, ,83.3, 
41,8/27/2022,239,0.29, ,0, ,597, ,17.5, ,107.7, ,77.0, ,93.4, ,58, ,20, ,33, ,59.7, ,4.5, ,107.7, ,83.6, 
41,8/28/2022,240,0.28, ,0, ,559, ,24.9, ,105.7, ,81.1, ,91.9, ,76, ,30, ,49, ,69.8, ,6.3, ,151.3, ,83.5, 
41,8/29/2022,241,0.27, ,0, ,589, ,23.5, ,106.5, ,78.6, ,92.4, ,68, ,28, ,45, ,68.1, ,4.4, ,105.4, ,83.0, 
41,8/30/2022,242,0.26, ,0, ,589, ,20.7, ,111.7, ,79.4, ,95.4, ,66, ,18, ,36, ,64.5, ,2.9, ,70.5, ,83.5, 
41,8/31/2022,243,0.31, ,0, ,573, ,21.6, ,111.9, ,78.8, ,95.4, ,67, ,20, ,38, ,65.7, ,6.0, ,144.4, ,83.7, 
