116,8/1/2022,213,--,N,0, ,602, ,16.9, ,78.9,Y,57.4, ,64.8, ,96, ,57, ,81, ,58.7, ,4.1, ,99.1, ,73.1, 
116,8/2/2022,214,--,N,0, ,564, ,16.2, ,70.5, ,55.0, ,61.4, ,96, ,72, ,87, ,57.5, ,5.1, ,121.8, ,73.7,Y
116,8/3/2022,215,--,N,0, ,600, ,16.3, ,72.0, ,55.7, ,60.6, ,99, ,73, ,90, ,57.7, ,5.8, ,140.3, ,73.8,Y
116,8/4/2022,216,--,N,0, ,480, ,16.8, ,68.6, ,57.1, ,61.7, ,97, ,81, ,89, ,58.6, ,5.5, ,132.1, ,74.0,Y
116,8/5/2022,217,--,N,0, ,535, ,16.9, ,69.6, ,59.8, ,63.6, ,94, ,75, ,84, ,58.7, ,5.3, ,126.2, ,73.9,Y
116,8/6/2022,218,--,N,0.00, ,531, ,16.3, ,70.1, ,57.2, ,63.3, ,96, ,71, ,82, ,57.8, ,4.6, ,111.0, ,74.2,Y
116,8/7/2022,219,--,N,0, ,613, ,15.4, ,69.0, ,54.0, ,61.5, ,95, ,71, ,83, ,56.2, ,5.3, ,126.8, ,73.8,Y
116,8/8/2022,220,--,N,0, ,665, ,15.4, ,71.4, ,49.8, ,61.7, ,96, ,67, ,82, ,56.2, ,5.5, ,132.5, ,73.6,Y
116,8/9/2022,221,--,N,0, ,644, ,16.2, ,71.7, ,54.3, ,62.7, ,96, ,69, ,83, ,57.5, ,5.4, ,128.9, ,74.0,Y
116,8/10/2022,222,--,N,0.00, ,652, ,16.8, ,72.7, ,56.2, ,63.6, ,98, ,67, ,84, ,58.5, ,5.1, ,123.2, ,74.4,Y
116,8/11/2022,223,--,N,0.00, ,660, ,16.2, ,72.2, ,53.8, ,62.7, ,98, ,67, ,83, ,57.5, ,5.3, ,127.5, ,74.8,Y
116,8/12/2022,224,--,N,0, ,667, ,15.6, ,73.3, ,54.0, ,62.7, ,97, ,61, ,80, ,56.5, ,5.3, ,126.5, ,74.9,Y
116,8/13/2022,225,--,N,0, ,666, ,15.3, ,70.0, ,51.6, ,61.0, ,95, ,69, ,84, ,56.0, ,5.3, ,126.8, ,74.6,Y
116,8/14/2022,226,--,N,0, ,604, ,15.3, ,67.1, ,54.0, ,59.7, ,97, ,74, ,87, ,56.0, ,5.9, ,141.2, ,74.7,Y
116,8/15/2022,227,--,N,0, ,523, ,14.8, ,64.9, ,54.4, ,57.7, ,98, ,78, ,91, ,55.0, ,5.1, ,123.4, ,74.4,Y
116,8/16/2022,228,--,N,0, ,575, ,14.8, ,66.8, ,53.2, ,57.6, ,99, ,75, ,91, ,55.1, ,4.9, ,118.4, ,74.2,Y
116,8/17/2022,229,--,N,0.02, ,425, ,15.5, ,66.8, ,53.6, ,58.3, ,99, ,80, ,93, ,56.3, ,5.0, ,120.4, ,73.7,Y
116,8/18/2022,230,--,N,0.01, ,490, ,15.6, ,67.4, ,54.7, ,58.6, ,99, ,75, ,93, ,56.5, ,5.5, ,131.0, ,73.2, 
116,8/19/2022,231,--,N,0, ,454, ,15.5, ,65.4, ,54.4, ,58.5, ,99, ,79, ,93, ,56.4, ,7.3, ,175.0, ,72.6, 
116,8/20/2022,232,--,N,0.00, ,443, ,15.3, ,64.0, ,55.5, ,58.4, ,98, ,81, ,92, ,56.0, ,5.9, ,141.9, ,72.0, 
116,8/21/2022,233,--,N,0, ,269, ,15.5, ,62.2, ,57.4, ,59.1, ,95, ,85, ,90, ,56.3, ,4.6, ,111.0, ,71.7, 
116,8/22/2022,234,--,N,0.01,H,568, ,16.3, ,72.4, ,55.3, ,61.8, ,98, ,65, ,87, ,57.8, ,5.7, ,137.4, ,71.8, 
116,8/23/2022,235,--,N,0, ,466, ,15.9, ,66.4, ,55.7, ,59.2, ,99, ,77, ,92, ,57.0, ,8.0,Y,191.1,Y,72.7, 
116,8/24/2022,236,--,N,0, ,427, ,15.1, ,65.1, ,54.5, ,58.2, ,99, ,75, ,91, ,55.7, ,6.7, ,161.4, ,72.1, 
116,8/25/2022,237,--,N,0.00, ,509, ,15.5, ,67.8, ,55.2, ,59.4, ,97, ,74, ,89, ,56.3, ,7.3, ,174.7, ,72.0, 
116,8/26/2022,238,--,N,0, ,439, ,16.0, ,66.6, ,56.1, ,59.7, ,97, ,81, ,92, ,57.2, ,5.9, ,141.5, ,71.9, 
116,8/27/2022,239,--,N,0.02, ,513, ,15.4, ,66.7, ,54.8, ,59.0, ,98, ,75, ,90, ,56.1, ,6.9, ,165.1, ,71.8, 
116,8/28/2022,240,--,N,0, ,446, ,15.4, ,68.9, ,56.6, ,61.1, ,95, ,67, ,84, ,56.2, ,6.1, ,147.0, ,71.5, 
116,8/29/2022,241,--,N,0, ,519, ,15.0, ,68.3, ,52.5, ,61.3, ,95, ,69, ,81, ,55.4, ,5.6, ,134.3, ,71.7, 
116,8/30/2022,242,--,N,0, ,598, ,14.3, ,71.2, ,49.6, ,60.5, ,96, ,62, ,80, ,54.2, ,5.7, ,136.8, ,71.3, 
116,8/31/2022,243,--,N,0, ,588, ,14.1, ,71.0, ,48.1, ,59.4, ,96, ,64, ,81, ,53.7, ,5.3, ,127.6, ,71.2, 
