215,8/1/2022,213,0.25, ,0, ,575, ,13.6, ,98.1, ,58.6, ,79.3, ,78, ,24, ,40, ,52.8, ,2.9, ,70.0, ,78.9,Y
215,8/2/2022,214,0.26, ,0, ,648, ,14.2, ,95.7, ,59.9, ,77.5, ,99, ,24, ,44, ,53.9, ,3.0, ,71.8, ,79.0,Y
215,8/3/2022,215,0.25, ,0, ,634, ,15.2, ,95.9, ,59.9, ,77.8, ,99, ,28, ,47, ,55.7, ,2.6, ,62.3, ,79.1,Y
215,8/4/2022,216,0.18, ,0, ,455, ,16.7, ,92.4, ,59.0, ,76.0, ,99, ,32, ,54, ,58.3, ,2.4, ,57.8, ,79.0,Y
215,8/5/2022,217,0.24, ,0, ,611, ,16.5, ,96.7, ,62.2, ,76.7, ,99, ,29, ,53, ,58.1, ,3.2, ,77.7, ,78.9,Y
215,8/6/2022,218,0.29, ,0, ,671, ,11.8, ,99.5, ,65.8, ,80.5, ,67, ,15, ,33, ,48.9, ,4.0, ,95.7, ,79.3,Y
215,8/7/2022,219,0.29, ,0, ,669, ,8.6, ,104.8, ,68.1, ,84.7, ,33, ,11, ,21, ,40.5, ,3.4, ,81.9, ,79.6,Y
215,8/8/2022,220,0.27, ,0, ,644, ,12.6, ,99.5, ,57.7, ,83.1, ,71, ,19, ,33, ,50.7, ,2.8, ,67.3, ,80.2,R
215,8/9/2022,221,0.25, ,0, ,609, ,11.5, ,100.1, ,61.4, ,83.1, ,80, ,11, ,30, ,48.2, ,3.0, ,71.2, ,80.4,R
215,8/10/2022,222,0.28, ,0, ,644, ,10.7, ,100.1, ,58.1, ,82.0, ,72, ,16, ,29, ,46.4, ,3.7, ,88.1, ,--,S
215,8/11/2022,223,0.29, ,0, ,663, ,8.1, ,101.7, ,57.3, ,82.2, ,57, ,8, ,21, ,38.9, ,3.9, ,92.7, ,--,S
215,8/12/2022,224,0.28, ,0, ,655, ,9.6, ,102.7, ,52.8, ,82.1, ,76, ,11, ,26, ,43.4, ,3.2, ,76.8, ,--,S
215,8/13/2022,225,0.28, ,0, ,647, ,8.5, ,104.0, ,69.6, ,85.0, ,48, ,8, ,21, ,40.4, ,3.2, ,77.4, ,--,S
215,8/14/2022,226,0.27, ,0, ,647, ,8.5, ,102.5, ,68.6, ,83.7, ,33, ,12, ,21, ,40.2, ,2.7, ,65.4, ,--,S
215,8/15/2022,227,0.27, ,0, ,646, ,10.4, ,101.7, ,60.0, ,82.4, ,59, ,13, ,28, ,45.6, ,3.0, ,71.6, ,--,S
215,8/16/2022,228,0.26, ,0, ,611, ,11.2, ,103.3, ,58.7, ,83.1, ,71, ,15, ,29, ,47.5, ,2.6, ,61.5, ,--,S
215,8/17/2022,229,0.27, ,0, ,611, ,9.7, ,101.0, ,61.8, ,82.2, ,63, ,9, ,26, ,43.8, ,3.1, ,75.5, ,--,S
215,8/18/2022,230,0.25, ,0, ,625, ,11.6, ,98.5, ,58.4, ,79.5, ,82, ,20, ,34, ,48.5, ,2.5, ,60.3, ,--,S
215,8/19/2022,231,0.25, ,0, ,618, ,12.9, ,99.0, ,54.0, ,78.7, ,74, ,19, ,38, ,51.2, ,2.8, ,67.0, ,--,S
215,8/20/2022,232,0.22, ,0, ,609, ,17.6, ,91.0, ,63.0, ,74.8, ,89, ,42, ,60, ,59.8, ,2.8, ,66.1, ,--,S
215,8/21/2022,233,0.18, ,0, ,521, ,19.0, ,89.8, ,62.4, ,72.8, ,99, ,41, ,69, ,62.0, ,2.2, ,52.9, ,80.0,R
215,8/22/2022,234,0.22, ,0, ,610, ,18.5, ,94.6, ,61.0, ,75.5, ,99, ,34, ,61, ,61.3, ,2.3, ,55.8, ,79.7,R
215,8/23/2022,235,0.24, ,0, ,613, ,17.5, ,102.0, ,61.3, ,79.0, ,99, ,26, ,52, ,59.7, ,2.6, ,61.2, ,--,S
215,8/24/2022,236,0.23, ,0, ,600, ,18.6, ,96.3, ,63.1, ,77.4, ,99, ,29, ,58, ,61.5, ,2.8, ,68.3, ,--,S
215,8/25/2022,237,0.25, ,0, ,601, ,14.8, ,98.1, ,62.3, ,80.7, ,99, ,18, ,41, ,55.0, ,2.8, ,67.4, ,--,S
215,8/26/2022,238,0.24, ,0, ,613, ,15.1, ,99.5, ,60.6, ,78.0, ,95, ,13, ,46, ,55.6, ,2.9, ,68.6, ,--,S
215,8/27/2022,239,0.22, ,0, ,599, ,15.4, ,92.1, ,62.0, ,76.0, ,82, ,28, ,50, ,56.1, ,2.5, ,60.9, ,--,S
215,8/28/2022,240,0.21, ,0, ,588, ,17.2, ,90.5, ,62.4, ,73.2, ,99, ,33, ,62, ,59.2, ,2.5, ,59.9, ,--,S
215,8/29/2022,241,0.22, ,0, ,588, ,16.3, ,94.6, ,58.8, ,74.5, ,99, ,29, ,56, ,57.8, ,2.3, ,55.6, ,--,S
215,8/30/2022,242,0.26, ,0, ,605, ,13.6, ,105.4, ,60.1, ,83.0, ,99, ,17, ,35, ,52.7, ,3.4, ,82.6, ,--,S
215,8/31/2022,243,0.31, ,0, ,602, ,10, ,110.4,Y,65.2, ,92.8,Y,55,H,10,H,19,Y,44.6,Y,6.4,R,152.7,R,--,S
