202,8/1/2022,213,0.18,R,0.01, ,614, ,18.8, ,72.0, ,58.3, ,63.9, ,100, ,78, ,93, ,61.8, ,1.0,I,24.0,I,71.3,Y
202,8/2/2022,214,0.18,R,0.00, ,612, ,18.1, ,70.5, ,57.4, ,62.1, ,100, ,81, ,95, ,60.6, ,1.0,I,24.0,I,71.4,Y
202,8/3/2022,215,0.15,R,0, ,541, ,17.5, ,67.8, ,57.6, ,60.8, ,100, ,86, ,96, ,59.7, ,1.0,I,24.0,I,71.2,Y
202,8/4/2022,216,0.15,R,0, ,504, ,17.7, ,75.7,Y,57.3, ,62.1, ,100, ,65, ,93, ,60.0, ,2.7, ,65.5, ,71.0,Y
202,8/5/2022,217,0.16, ,0.01, ,556, ,17.8, ,70.2, ,57.1, ,61.8, ,99, ,80, ,95, ,60.2, ,3.7, ,89.6, ,71.0,Y
202,8/6/2022,218,0.15, ,0.02, ,509, ,17.7, ,71.4, ,57.3, ,62.6, ,99, ,73, ,92, ,60.1, ,3.4, ,81.6, ,70.7,Y
202,8/7/2022,219,0.21, ,0.01,H,678, ,16.8, ,74.7, ,55.8, ,63.1, ,99, ,64, ,85, ,58.6, ,3.4, ,80.7, ,70.5,Y
202,8/8/2022,220,0.20, ,0.02, ,658, ,17.0, ,71.6, ,55.3, ,62.2, ,99, ,72, ,89, ,58.9, ,4.0, ,96.2, ,70.6,Y
202,8/9/2022,221,0.17, ,0.02, ,592, ,17.4, ,70.7, ,57.3, ,62.6, ,99, ,74, ,90, ,59.6, ,3.4, ,81.8, ,70.8,Y
202,8/10/2022,222,0.20, ,0, ,667, ,17.7, ,70.9, ,57.6, ,62.9, ,100, ,75, ,91, ,60.1, ,3.9, ,92.7, ,70.9,Y
202,8/11/2022,223,0.17, ,0, ,607, ,17.0, ,67.9, ,56.4, ,60.8, ,100, ,82, ,94, ,59.0, ,4.0, ,95.2, ,70.9,Y
202,8/12/2022,224,0.19, ,0.01, ,623, ,16.1, ,74.2, ,55.1, ,61.5, ,100, ,60, ,86, ,57.5, ,3.8, ,91.2, ,70.6,Y
202,8/13/2022,225,0.19, ,0.00, ,662, ,15.8, ,72.1, ,53.2, ,60.8, ,100, ,62, ,87, ,56.9, ,3.9, ,92.8, ,70.3, 
202,8/14/2022,226,0.15, ,0.00, ,568, ,15.5, ,65.2, ,54.4, ,57.6, ,100, ,83, ,96, ,56.4, ,4.5, ,107.6, ,70.2, 
202,8/15/2022,227,0.15, ,0.01, ,565, ,15.2, ,63.6, ,53.5, ,56.6, ,100, ,87, ,97, ,55.8, ,4.1, ,97.3, ,69.8, 
202,8/16/2022,228,0.17, ,0.01, ,613, ,15.1, ,68.0, ,53.0, ,58.2, ,100, ,74, ,91, ,55.7, ,3.1, ,75.1, ,69.4, 
202,8/17/2022,229,0.18, ,0.00, ,629, ,15.6, ,68.9, ,50.9, ,58.7, ,100, ,72, ,92, ,56.5, ,3.0, ,72.6, ,69.7, 
202,8/18/2022,230,0.14, ,0, ,530, ,15.6, ,65.4, ,53.7, ,57.5, ,100, ,84, ,97, ,56.5, ,3.3, ,80.1, ,69.7, 
202,8/19/2022,231,0.17, ,0.00, ,607, ,15.7, ,66.7, ,54.1, ,58.2, ,100, ,83, ,95, ,56.7, ,4.2, ,99.7, ,69.6, 
202,8/20/2022,232,0.14, ,0, ,520, ,16.2, ,66.2, ,54.3, ,58.7, ,100, ,86, ,96, ,57.6, ,4.1, ,98.7, ,69.7, 
202,8/21/2022,233,0.07, ,0.01, ,289, ,17.9, ,68.6, ,55.3, ,61.3, ,99, ,84, ,97, ,60.4, ,3.1, ,75.0, ,69.7, 
202,8/22/2022,234,0.14, ,0.01, ,526, ,16.5, ,65.8, ,55.1, ,59.1, ,100, ,86, ,96, ,58.1, ,3.4, ,81.1, ,70.0, 
202,8/23/2022,235,0.16, ,0.02, ,580, ,15.8, ,66.2, ,54.1, ,57.8, ,100, ,83, ,96, ,56.8, ,4.4, ,104.9, ,69.5, 
202,8/24/2022,236,0.16, ,0.01, ,587, ,15.7, ,67.6, ,53.3, ,58.2, ,100, ,80, ,95, ,56.7, ,3.9, ,93.6, ,69.6, 
202,8/25/2022,237,0.16, ,0.01, ,596, ,15.7, ,67.9, ,52.6, ,58.2, ,100, ,81, ,95, ,56.8, ,3.2, ,77.2, ,69.6, 
202,8/26/2022,238,0.14, ,0, ,529, ,16.3, ,67.1, ,55.2, ,58.7, ,100, ,84, ,96, ,57.7, ,3.7, ,89.8, ,69.9, 
202,8/27/2022,239,0.14, ,0.01, ,521, ,16.3, ,67.2, ,55.2, ,58.9, ,100, ,83, ,96, ,57.8, ,3.2, ,77.0, ,69.8, 
202,8/28/2022,240,0.11, ,0.03, ,407, ,16.2, ,68.0, ,54.9, ,59.4, ,100, ,76, ,93, ,57.5, ,2.9, ,70.0, ,69.7, 
202,8/29/2022,241,0.18, ,0.02, ,612, ,15.9, ,70.2, ,52.1, ,60.5, ,100, ,68, ,89, ,57.1, ,3.2, ,76.9, ,69.1, 
202,8/30/2022,242,0.18, ,0, ,612, ,16.4, ,70.4, ,51.7, ,61.4, ,100, ,72, ,88, ,57.9, ,3.3, ,79.0, ,68.9, 
202,8/31/2022,243,0.17, ,0.00, ,589, ,16.7, ,69.6, ,53.3, ,60.7, ,100, ,79, ,92, ,58.5, ,3.7, ,87.7, ,69.0, 
