228,8/1/2022,213,0.17, ,0, ,386, ,13.6, ,90.2, ,66.0, ,76.7, ,70, ,22, ,43, ,52.7, ,2.8,Y,67.3,Y,--,S
228,8/2/2022,214,0.28, ,0, ,663, ,13.9, ,95.8, ,70.7, ,83.0, ,55, ,25, ,36, ,53.4, ,3.8, ,91.4, ,--,S
228,8/3/2022,215,0.29, ,0, ,669, ,14.1, ,97.9, ,71.4, ,84.5, ,52, ,22, ,35, ,53.7, ,3.7, ,88.9, ,--,S
228,8/4/2022,216,0.29, ,0, ,629, ,11.7, ,96.8, ,72.3, ,83.5, ,47, ,19, ,30, ,48.7, ,3.9, ,94.2, ,--,S
228,8/5/2022,217,0.15, ,0.10, ,372, ,15.1,Y,84.1, ,61.4, ,72.4, ,82, ,22, ,55,Y,55.5,Y,3.2, ,76.7, ,--,S
228,8/6/2022,218,0.25, ,0, ,675, ,15.2,Y,87.2, ,57.5, ,72.0, ,96, ,33, ,57,Y,55.8,Y,3.5, ,84.3, ,--,S
228,8/7/2022,219,0.26, ,0, ,680, ,13.4, ,89.3, ,62.9, ,75.4, ,74, ,25, ,45, ,52.3, ,3.6, ,85.3, ,--,S
228,8/8/2022,220,0.25, ,0, ,619, ,11.6, ,89.6, ,62.9, ,75.7, ,61, ,24, ,38, ,48.5, ,3.4, ,82.0, ,--,S
228,8/9/2022,221,0.21, ,0, ,523, ,11.3, ,84.9, ,59.8, ,72.3, ,63, ,25, ,42, ,47.7, ,3.7, ,88.7, ,--,S
228,8/10/2022,222,0.25, ,0, ,671, ,10.1, ,86.8, ,59.0, ,72.1, ,63, ,21, ,38, ,44.9, ,3.5, ,84.9, ,--,S
228,8/11/2022,223,0.27, ,0, ,685,R,9.2, ,89.8, ,63.1, ,75.6, ,49, ,16, ,30, ,42.5, ,3.8, ,90.1, ,--,S
228,8/12/2022,224,0.27, ,0, ,690,R,8.5, ,89.8, ,63.2, ,76.0, ,43, ,17, ,28, ,40.4, ,3.7, ,88.1, ,--,S
228,8/13/2022,225,0.28, ,0, ,695,R,7.2, ,91.9, ,64.9, ,78.0, ,38, ,12, ,22, ,36.1, ,3.7, ,89.0, ,--,S
228,8/14/2022,226,0.28, ,0, ,697,R,6.2,Y,95.0, ,66.7, ,80.3, ,30, ,8, ,18,Y,32.4,Y,3.6, ,85.5, ,--,S
228,8/15/2022,227,0.29, ,0, ,687,R,5.8,Y,97.2, ,67.7, ,82.6, ,24, ,9, ,15,Y,30.8,Y,3.6, ,87.0, ,--,S
228,8/16/2022,228,0.28, ,0, ,659, ,6.6,Y,101.2, ,72.2, ,86.4, ,23, ,9, ,15,Y,33.9,Y,3.4, ,82.8, ,--,S
228,8/17/2022,229,0.22, ,0, ,430, ,9.2, ,101.1, ,75.5, ,86.0, ,37, ,12, ,22, ,42.3, ,3.6, ,85.6, ,--,S
228,8/18/2022,230,0.28, ,0, ,641, ,11.4, ,98.1, ,73.3, ,85.2, ,40, ,17, ,28, ,48.1, ,3.8, ,91.8, ,--,S
228,8/19/2022,231,0.29, ,0, ,654, ,9.2, ,96.3, ,73.1, ,84.3, ,37, ,13, ,23, ,42.5, ,3.9, ,93.6, ,--,S
228,8/20/2022,232,0.29, ,0, ,658,R,8.3, ,98.9, ,73.5, ,85.2, ,31, ,11, ,20, ,39.7, ,3.7, ,89.5, ,--,S
228,8/21/2022,233,0.28, ,0, ,648, ,9.2, ,94.4, ,66.2, ,81.2, ,46, ,17, ,25, ,42.5, ,3.7, ,88.9, ,--,S
228,8/22/2022,234,0.26, ,0, ,648, ,11.1, ,92.2, ,62.4, ,78.9, ,58, ,22, ,33, ,47.4, ,3.7, ,89.2, ,--,S
228,8/23/2022,235,0.27, ,0, ,648,R,9.8, ,96.8, ,68.3, ,82.0, ,44, ,13, ,26, ,43.9, ,3.7, ,87.7, ,--,S
228,8/24/2022,236,0.27, ,0, ,645,R,10.0, ,97.1, ,71.3, ,82.9, ,39, ,18, ,26, ,44.4, ,3.7, ,87.9, ,--,S
228,8/25/2022,237,0.26, ,0, ,635, ,10.3, ,92.5, ,65.4, ,80.2, ,53, ,19, ,29, ,45.4, ,3.8, ,90.0, ,--,S
228,8/26/2022,238,0.26, ,0, ,635,R,9.6, ,92.2, ,66.0, ,79.4, ,53, ,18, ,28, ,43.4, ,3.7, ,88.4, ,--,S
228,8/27/2022,239,0.25, ,0, ,625, ,9.4, ,90.8, ,64.6, ,77.3, ,55, ,20, ,29, ,42.9, ,3.7, ,88.3, ,86.2,R
228,8/28/2022,240,0.25, ,0, ,622, ,9.9, ,89.0, ,62.9, ,76.1, ,51, ,22, ,32, ,44.2, ,3.7, ,89.2, ,85.6,R
228,8/29/2022,241,0.25, ,0, ,599, ,10.3, ,92.0, ,64.3, ,78.5, ,43, ,21, ,31, ,45.3, ,3.6, ,85.8, ,85.7,R
228,8/30/2022,242,0.25, ,0.01,H,580, ,11.8, ,94.1, ,67.2, ,82.7, ,50, ,22, ,31, ,48.8, ,4.0, ,95.4, ,--,S
228,8/31/2022,243,0.26, ,0, ,614, ,9.7, ,97.4, ,67.1, ,82.6, ,48, ,15, ,25, ,43.6, ,3.6, ,85.3, ,--,S
