90,8/1/2022,213,0.19, ,0.11, ,410, ,12.5, ,90.5, ,53.5, ,71.0, ,89, ,22, ,48, ,50.5, ,5.1, ,121.6, ,68.7, 
90,8/2/2022,214,0.22, ,0, ,576, ,15.4, ,85.8, ,55.7, ,69.5, ,96, ,32, ,63, ,56.2, ,4.2, ,101.1, ,68.5, 
90,8/3/2022,215,0.25, ,0, ,641, ,12.0, ,92.2, ,47.5, ,72.2, ,92, ,21, ,44, ,49.3, ,4.1, ,98.8, ,68.3, 
90,8/4/2022,216,0.28, ,0, ,642, ,11.5, ,94.6, ,51.0, ,75.5, ,82, ,21, ,38, ,48.2, ,5.0, ,120.6, ,69.0, 
90,8/5/2022,217,0.21, ,0, ,461, ,11.7, ,88.1, ,52.9, ,73.3, ,74, ,28, ,42, ,48.7, ,5.3, ,126.7, ,69.3, 
90,8/6/2022,218,0.24, ,0, ,629, ,12.0, ,89.1, ,52.1, ,71.1, ,86, ,21, ,46, ,49.4, ,4.3, ,104.4, ,68.8, 
90,8/7/2022,219,0.29, ,0, ,678, ,10.0, ,96.0, ,48.3, ,73.4, ,86, ,12, ,35, ,44.4, ,5.3, ,127.1, ,69.0, 
90,8/8/2022,220,0.25, ,0, ,564, ,10.3, ,97.2, ,52.7, ,73.6, ,71, ,14, ,36, ,45.3, ,5.5, ,131.5, ,69.4, 
90,8/9/2022,221,0.15, ,0.07, ,348, ,12.4, ,84.4, ,48.7, ,68.1, ,84, ,34, ,53, ,50.3, ,4.6, ,110.7, ,68.7, 
90,8/10/2022,222,0.30, ,0, ,699,R,7.1, ,88.8, ,39.7, ,66.2, ,87, ,10, ,32, ,35.9, ,7.1,Y,169.5,Y,67.3, 
90,8/11/2022,223,0.28, ,0, ,811,R,5.3, ,90.9, ,52.5, ,75.9,Y,83, ,7, ,17,Y,28.6,Y,7.1,Y,171.5,Y,67.2, 
90,8/12/2022,224,0.27, ,0, ,700,R,5.4, ,89.4, ,40.2, ,65.6, ,74, ,8, ,25, ,29.1, ,5.3, ,127.4, ,66.9, 
90,8/13/2022,225,0.25, ,0, ,699,R,5.3, ,88.3, ,39.2, ,65.3, ,63, ,6, ,25, ,28.4, ,4.0, ,94.8, ,66.9, 
90,8/14/2022,226,0.24, ,0, ,692,R,5.9, ,89.3, ,39.2, ,65.6, ,70, ,7, ,27, ,31.2, ,3.5, ,85.2, ,67.0, 
90,8/15/2022,227,0.25, ,0, ,688,R,6.1, ,94.1, ,41.4, ,69.2, ,75, ,7, ,25, ,31.9, ,3.8, ,90.6, ,67.3, 
90,8/16/2022,228,0.16, ,0, ,373, ,7.6, ,92.9, ,42.4, ,70.1, ,78, ,12, ,30, ,37.5, ,3.7, ,88.1, ,67.0, 
90,8/17/2022,229,0.20,R,0, ,363, ,9.5, ,94.4, ,57.8,Y,76.5,Y,59,H,15,H,30,Y,43.2,Y,5.9, ,140.5, ,67.1, 
90,8/18/2022,230,0.11, ,0.03, ,259, ,13.9, ,79.9, ,54.8,Y,67.3, ,89, ,38, ,61, ,53.4, ,4.6, ,110.1, ,67.4, 
90,8/19/2022,231,0.23, ,0, ,634, ,10.0, ,90.3, ,44.7, ,68.2, ,96, ,17, ,43, ,44.6, ,3.2, ,77.3, ,66.9, 
90,8/20/2022,232,0.24, ,0, ,639, ,9.8, ,94.0, ,47.9, ,71.5, ,85, ,13, ,37, ,43.9, ,3.9, ,94.7, ,68.0, 
90,8/21/2022,233,0.25, ,0, ,646, ,7.8, ,95.3, ,44.5, ,70.8, ,75, ,9, ,30, ,38.0, ,4.6, ,109.2, ,68.6, 
90,8/22/2022,234,0.26, ,0, ,652,R,7.0, ,90.8, ,45.0, ,68.7, ,74, ,8, ,29, ,35.3, ,5.0, ,118.8, ,68.6, 
90,8/23/2022,235,0.23, ,0, ,654,R,7.0, ,92.2, ,41.6, ,68.2, ,74, ,9, ,30, ,35.3, ,3.4, ,82.5, ,68.3, 
90,8/24/2022,236,0.25, ,0, ,642,R,7.7, ,91.9, ,42.2, ,68.8, ,80, ,9, ,32, ,37.7, ,4.5, ,107.2, ,68.4, 
90,8/25/2022,237,0.25, ,0, ,647,R,6.3, ,92.1, ,43.8, ,70.0, ,71, ,9, ,25, ,32.6, ,4.5, ,109.1, ,68.5, 
90,8/26/2022,238,0.26, ,0, ,641,R,6.0, ,91.9, ,43.4, ,69.3, ,62, ,7, ,24, ,31.4, ,5.0, ,120.0, ,68.4, 
90,8/27/2022,239,0.24, ,0, ,624, ,7.0, ,88.5, ,41.0, ,66.5, ,76, ,10, ,31, ,35.3, ,4.9, ,116.8, ,68.2, 
90,8/28/2022,240,0.22, ,0, ,618, ,5.8, ,89.6, ,39.7, ,66.2, ,77, ,6, ,27, ,30.9, ,3.6, ,87.3, ,67.7, 
90,8/29/2022,241,0.24, ,0, ,625,R,5.6, ,96.9, ,39.4, ,70.6, ,63, ,8, ,22, ,29.8, ,3.9, ,94.0, ,67.6, 
90,8/30/2022,242,0.26, ,0, ,583, ,8.1, ,96.4, ,47.8, ,74.1,Y,59, ,13, ,28,Y,38.9,Y,5.3, ,126.8, ,68.6, 
90,8/31/2022,243,0.26, ,0, ,623,R,6.2, ,95.2, ,42.6, ,69.5, ,81, ,8, ,25, ,32.4, ,5.5, ,131.3, ,68.6, 
