265,8/1/2022,213,0.26,R,0, ,573, ,14.3, ,94.4, ,67.1,R,77.8, ,64, ,26, ,44, ,54.2, ,4.7,R,111.8,R,72.6, 
265,8/2/2022,214,0.28, ,0, ,630, ,13.4, ,97.5, ,--,S,76.4, ,61, ,28, ,43, ,52.4, ,5.5,R,132.2,R,--,S
265,8/3/2022,215,0.27, ,0, ,645, ,14.7, ,100.2, ,60.3,Y,77.6, ,73, ,27, ,46, ,54.9, ,3.6,Y,86.7,Y,73.1, 
265,8/4/2022,216,0.25, ,0, ,570, ,14.2, ,93.2, ,63.6,Y,73.9, ,68, ,29, ,50, ,53.9, ,5.6,R,134.2,R,73.5, 
265,8/5/2022,217,0.24, ,0, ,625, ,15.7, ,85.4, ,58.1, ,69.1, ,87, ,45, ,65, ,56.7, ,6.4,R,152.5,R,72.6, 
265,8/6/2022,218,0.24, ,0, ,631, ,15.7,Y,86.7, ,56.3, ,68.5, ,93, ,40, ,66,Y,56.7,Y,6.7,R,160.8,R,72.0, 
265,8/7/2022,219,0.26, ,0, ,667, ,14.6, ,93.7, ,56.6, ,71.3, ,86, ,29, ,56, ,54.6, ,6.9,R,165.2,R,72.1, 
265,8/8/2022,220,0.26, ,0, ,644, ,14.1, ,93.4, ,57.6, ,72.2, ,84, ,31, ,52, ,53.8, ,6.8,R,164.1,R,72.0, 
265,8/9/2022,221,0.27, ,0, ,651, ,13.2, ,90.7, ,59.4, ,71.9, ,80, ,18, ,49, ,51.9, ,6.4,R,153.3,R,72.0, 
265,8/10/2022,222,0.26, ,0, ,670, ,13.7, ,91.7, ,55.0, ,71.5, ,89, ,23, ,52, ,52.9, ,5.9,R,141.3,R,71.8, 
265,8/11/2022,223,0.26, ,0, ,663, ,13.3, ,94.8, ,52.6, ,72.0, ,86, ,22, ,50, ,52.1, ,5.2,R,125.0,R,71.9, 
265,8/12/2022,224,0.28, ,0, ,657, ,12.9, ,95.7, ,55.6, ,72.6, ,84, ,21, ,47, ,51.4, ,6.7,R,160.7,R,71.9, 
265,8/13/2022,225,0.28, ,0, ,654, ,11.6, ,96.2, ,57.3, ,74.0, ,79, ,15, ,40, ,48.4, ,6.3,R,150.5,R,71.9, 
265,8/14/2022,226,0.28, ,0, ,665, ,11.5, ,98.7, ,53.5, ,73.2, ,88, ,16, ,41, ,48.3, ,5.7,R,136.2,R,71.7, 
265,8/15/2022,227,0.26, ,0, ,659, ,11.6, ,100.2, ,51.5, ,74.5, ,84, ,15, ,40, ,48.6, ,3.7,Y,89.0,Y,71.7, 
265,8/16/2022,228,0.28, ,0, ,637, ,11.6, ,101.6, ,54.2, ,76.4, ,76, ,18, ,37, ,48.6, ,4.4,R,105.4,R,72.2, 
265,8/17/2022,229,0.27, ,0, ,594, ,11.1, ,97.6, ,58.7, ,76.4, ,67, ,17, ,36, ,47.2, ,4.7,R,112.4,R,72.3, 
265,8/18/2022,230,0.28, ,0, ,637, ,11.5, ,99.2, ,54.7, ,74.6, ,74, ,17, ,39, ,48.3, ,5.0,R,120.8,R,72.0, 
265,8/19/2022,231,0.29, ,0, ,643, ,11.9, ,98.3, ,54.2, ,74.0, ,86, ,16, ,41, ,49.1, ,6.1,R,146.6,R,71.2, 
265,8/20/2022,232,0.27, ,0, ,639, ,13.5, ,90.2, ,51.7, ,69.7, ,91, ,24, ,54, ,52.6, ,5.7,R,137.4,R,70.8, 
265,8/21/2022,233,0.24, ,0, ,638, ,14.4, ,82.4, ,50.9, ,66.8, ,87, ,42, ,64, ,54.3, ,5.9,R,141.3,R,70.4, 
265,8/22/2022,234,0.28, ,0, ,621, ,13.9, ,94.7, ,53.0, ,72.7, ,96, ,20, ,51, ,53.3, ,7.3,R,175.1,R,70.4, 
265,8/23/2022,235,0.26, ,0, ,630, ,14.7, ,99.5, ,59.5, ,75.7, ,90, ,17, ,48, ,54.9, ,6.0,R,142.9,R,71.5, 
265,8/24/2022,236,0.26, ,0, ,622, ,13.3, ,90.9, ,54.4, ,71.5, ,89, ,25, ,50, ,52.1, ,5.1,R,122.5,R,71.5, 
265,8/25/2022,237,0.25, ,0, ,623, ,14.1, ,91.0, ,52.4, ,70.7, ,92, ,25, ,55, ,53.7, ,5.0,R,118.9,R,71.2, 
265,8/26/2022,238,0.24, ,0, ,612, ,13.3, ,93.7, ,54.8, ,70.5, ,97, ,19, ,52, ,52.1, ,4.6,R,110.1,R,71.3, 
265,8/27/2022,239,0.24, ,0, ,628, ,14.1, ,83.8, ,53.1, ,66.6, ,96, ,37, ,64, ,53.8, ,5.8,R,138.1,R,70.9, 
265,8/28/2022,240,0.21, ,0, ,595, ,13.6, ,78.9, ,53.6, ,63.2, ,94, ,42, ,69, ,52.8, ,6.0,R,144.8,R,70.3, 
265,8/29/2022,241,0.22, ,0, ,617, ,13.2, ,83.6, ,49.5, ,65.6, ,93, ,32, ,61, ,52.0, ,4.7,R,112.3,R,69.3, 
265,8/30/2022,242,0.23,R,0, ,623, ,12.2, ,93.4, ,48.5, ,68.8, ,87, ,15, ,51, ,49.9, ,4.1,R,99.2,R,69.4, 
265,8/31/2022,243,0.23, ,0, ,607, ,13.7, ,103.5, ,51.2, ,74.3, ,91, ,17, ,47, ,53.0, ,3.8,R,91.5,R,69.9, 
