245,8/1/2022,213,0.25, ,0, ,653, ,18.1, ,89.9, ,66.1, ,76.1, ,96, ,26, ,59, ,60.7, ,3.6, ,87.3, ,75.3, 
245,8/2/2022,214,0.25, ,0, ,677, ,17.2, ,87.7, ,63.6, ,74.9, ,96, ,29, ,58, ,59.2, ,3.0, ,72.7, ,75.1, 
245,8/3/2022,215,0.23, ,0, ,637, ,19.0, ,87.5, ,63.0, ,73.0, ,94, ,45, ,68, ,62.0, ,3.6, ,86.1, ,75.0, 
245,8/4/2022,216,0.16, ,0, ,463, ,20.3, ,86.9, ,63.7, ,72.4, ,96, ,42, ,75, ,63.9, ,3.5, ,83.9, ,75.0, 
245,8/5/2022,217,0.25, ,0, ,684, ,19.3, ,88.6, ,64.5, ,76.0, ,96, ,28, ,63, ,62.4, ,3.4, ,81.4, ,75.2, 
245,8/6/2022,218,0.26, ,0, ,705,R,17.3, ,91.5, ,60.3, ,76.0, ,96, ,29, ,56, ,59.4, ,3.3, ,78.5, ,74.9, 
245,8/7/2022,219,0.25, ,0, ,663, ,15.0, ,94.3,Y,62.3, ,76.7, ,83, ,22, ,48, ,55.5, ,3.4, ,81.3, ,74.8, 
245,8/8/2022,220,0.26, ,0, ,661, ,18.5, ,88.6, ,64.1, ,76.2, ,92, ,33, ,60, ,61.2, ,4.0, ,96.3, ,75.0, 
245,8/9/2022,221,0.26, ,0, ,672, ,18.5, ,92.4, ,66.1, ,78.2, ,96, ,17, ,56, ,61.3, ,3.7, ,88.9, ,75.3, 
245,8/10/2022,222,0.26, ,0, ,667, ,17.6, ,93.2, ,66.0, ,78.7, ,96, ,31, ,52, ,59.8, ,3.2, ,76.0, ,75.4, 
245,8/11/2022,223,0.27, ,0, ,686, ,14.1,Y,93.4, ,62.2, ,77.8, ,94, ,17, ,43,Y,53.7,Y,3.2, ,76.0, ,75.0, 
245,8/12/2022,224,0.26, ,0, ,674, ,16.2, ,94.0, ,62.0, ,76.6, ,93, ,24, ,52, ,57.6, ,3.2, ,77.7, ,74.5, 
245,8/13/2022,225,0.26, ,0, ,666, ,17.7, ,94.9, ,63.1, ,77.1, ,96, ,30, ,56, ,60.0, ,3.7, ,89.8, ,74.6, 
245,8/14/2022,226,0.25, ,0, ,664, ,19.8, ,92.9, ,63.3, ,76.3, ,96, ,34, ,64, ,63.3, ,3.3, ,79.2, ,74.8, 
245,8/15/2022,227,0.24, ,0, ,663, ,20.2, ,92.9, ,61.1, ,75.0, ,96, ,36, ,68, ,63.8, ,3.3, ,79.8, ,74.8, 
245,8/16/2022,228,0.25, ,0, ,662, ,19.9, ,93.0, ,62.4, ,76.0, ,96, ,34, ,65, ,63.4, ,3.3, ,79.8, ,74.8, 
245,8/17/2022,229,0.25, ,0, ,654, ,18.7, ,92.9, ,62.8, ,76.5, ,96, ,18, ,60, ,61.7, ,3.3, ,80.3, ,74.8, 
245,8/18/2022,230,0.23, ,0, ,153, ,17.7, ,87.7, ,64.1, ,72.2, ,96, ,29, ,65, ,60.0, ,3.5, ,84.8, ,75.2, 
245,8/19/2022,231,0.21, ,0, ,593, ,19.5, ,89.3, ,61.9, ,71.6, ,96, ,37, ,74, ,62.8, ,3.7, ,88.0, ,74.7, 
245,8/20/2022,232,0.20, ,0.00, ,581, ,20.5, ,81.0, ,62.8, ,69.7, ,96, ,61, ,83, ,64.2, ,4.3, ,103.1, ,74.6, 
245,8/21/2022,233,0.16, ,0, ,497, ,21.0, ,81.9, ,63.9, ,69.5, ,96, ,61, ,85, ,64.9, ,3.3, ,80.1, ,74.5, 
245,8/22/2022,234,0.20, ,0, ,564, ,20.5, ,86.9, ,63.1, ,71.8, ,96, ,46, ,77, ,64.2, ,3.3, ,79.1, ,74.5, 
245,8/23/2022,235,0.21, ,0, ,591, ,20.8, ,89.7, ,61.7, ,71.4, ,96, ,49, ,79, ,64.6, ,3.6, ,86.3, ,74.6, 
245,8/24/2022,236,0.21, ,0, ,386, ,22.2,Y,89.2, ,65.8, ,73.9, ,96, ,56, ,78,Y,66.4,Y,5.1,R,122.5,R,75.4, 
245,8/25/2022,237,0.23, ,0, ,595, ,20.6, ,90.0, ,64.3, ,75.4, ,96, ,41, ,68, ,64.3, ,3.7, ,88.7, ,75.1, 
245,8/26/2022,238,0.22, ,0, ,597, ,20.7, ,90.4, ,64.0, ,75.2, ,96, ,38, ,69, ,64.5, ,3.1, ,74.0, ,75.4, 
245,8/27/2022,239,0.21, ,0, ,592, ,20.5, ,84.1, ,62.7, ,71.2, ,96, ,54, ,78, ,64.2, ,4.4, ,105.0, ,75.9, 
245,8/28/2022,240,0.20, ,0, ,561, ,19.8, ,82.6, ,64.6, ,71.3, ,96, ,54, ,75, ,63.2, ,3.9, ,92.9, ,76.3, 
245,8/29/2022,241,0.20, ,0, ,566, ,20.2, ,84.8, ,64.7, ,72.6, ,96, ,51, ,74, ,63.7, ,3.4, ,82.6, ,76.5, 
245,8/30/2022,242,0.23, ,0, ,597, ,18.0, ,92.8, ,62.8, ,77.7, ,96, ,32, ,56, ,60.5, ,3.0, ,72.7, ,76.5, 
245,8/31/2022,243,0.26,R,0, ,596, ,14.4, ,100.6,Y,65.6, ,83.4,Y,73, ,17, ,37,Y,54.4,Y,3.6, ,87.1, ,76.7, 
