169,8/1/2022,213,0.25, ,0, ,548, ,22.0,Y,100.8, ,73.9,Y,86.0, ,78, ,31, ,52,Y,66.3,Y,4.3, ,103.4, ,93.6, 
169,8/2/2022,214,0.27, ,0, ,620, ,20.0, ,100.3, ,69.7, ,84.9, ,75, ,30, ,49, ,63.4, ,3.8, ,92.1, ,93.9, 
169,8/3/2022,215,0.27, ,0, ,598, ,21.3,Y,102.3, ,71.4, ,86.4, ,79, ,29, ,50,Y,65.3,Y,3.9, ,93.4, ,94.5, 
169,8/4/2022,216,0.23, ,0, ,486, ,20.3,Y,101.5, ,74.3,Y,87.8, ,78, ,27, ,45,Y,63.9,Y,4.1, ,99.5, ,94.7,Y
169,8/5/2022,217,0.16, ,0.00, ,348, ,19.4, ,93.9, ,71.4, ,81.4, ,85, ,33, ,53, ,62.6, ,3.6, ,86.2, ,92.2, 
169,8/6/2022,218,0.25, ,0, ,636, ,21.7,Y,96.4, ,66.0, ,80.4, ,88, ,39, ,61,Y,65.8,Y,3.5, ,84.7, ,91.5, 
169,8/7/2022,219,0.25, ,0, ,624, ,20.4,Y,97.4, ,65.0, ,80.7, ,94, ,32, ,57,Y,64.0,Y,3.5, ,82.8, ,91.8, 
169,8/8/2022,220,0.25, ,0, ,609, ,18.5, ,97.5, ,68.8, ,81.3, ,76, ,31, ,51, ,61.2, ,3.8, ,90.0, ,92.3, 
169,8/9/2022,221,0.22, ,0, ,518, ,18.4, ,98.1, ,66.3, ,80.8, ,82, ,29, ,51, ,61.2, ,3.4, ,81.5, ,91.7, 
169,8/10/2022,222,0.24, ,0, ,610, ,18.0, ,95.2, ,63.3, ,78.5, ,82, ,31, ,54, ,60.5, ,3.4, ,81.6, ,91.3, 
169,8/11/2022,223,0.25, ,0, ,602, ,18.1, ,97.5, ,64.2, ,80.0, ,88, ,29, ,52, ,60.7, ,3.5, ,83.9, ,91.1, 
169,8/12/2022,224,0.26, ,0, ,618, ,16.3, ,98.0, ,62.5, ,80.0, ,81, ,28, ,47, ,57.7, ,3.9, ,94.5, ,90.8, 
169,8/13/2022,225,0.26, ,0, ,613, ,15.4, ,99.5, ,60.8, ,79.0, ,82, ,20, ,46, ,56.2, ,3.7, ,87.9, ,90.6, 
169,8/14/2022,226,0.27, ,0, ,629, ,14.2, ,99.5, ,60.5, ,79.4, ,82, ,19, ,41, ,53.9, ,3.8, ,90.3, ,90.2, 
169,8/15/2022,227,0.28, ,0, ,621, ,14.4, ,103.1, ,63.0, ,81.8, ,74, ,15, ,39, ,54.2, ,4.0, ,95.1, ,90.2, 
169,8/16/2022,228,0.27, ,0, ,585, ,15.2, ,105.7,Y,63.9, ,84.8, ,68, ,16, ,37, ,55.7, ,3.5, ,83.1, ,90.5, 
169,8/17/2022,229,0.21, ,0, ,442, ,16.9, ,104.9, ,69.9, ,86.6, ,70, ,18, ,39, ,58.8, ,3.5, ,83.9, ,91.5, 
169,8/18/2022,230,0.27, ,0, ,594, ,16.5, ,103.6, ,66.0, ,85.3, ,67, ,21, ,40, ,58.0, ,3.6, ,86.5, ,91.4, 
169,8/19/2022,231,0.26, ,0, ,592, ,16.5, ,103.4, ,67.9, ,84.0, ,76, ,19, ,42, ,58.1, ,3.3, ,78.9, ,92.0,Y
169,8/20/2022,232,0.27, ,0, ,598, ,16.0, ,106.0,Y,64.2, ,84.6, ,71, ,15, ,39, ,57.2, ,3.8, ,91.6, ,91.9,Y
169,8/21/2022,233,0.28, ,0, ,592, ,14.5, ,103.8, ,66.7, ,85.1, ,58, ,18, ,35, ,54.5, ,4.0,Y,95.6,Y,92.1,Y
169,8/22/2022,234,0.25, ,0, ,582, ,16.0, ,100.3, ,64.4, ,81.3, ,68, ,23, ,44, ,57.2, ,3.8, ,91.6, ,91.6, 
169,8/23/2022,235,0.24, ,0, ,575, ,18.5, ,100.8, ,65.0, ,82.3, ,76, ,26, ,49, ,61.3, ,3.5, ,83.6, ,91.3, 
169,8/24/2022,236,0.25, ,0, ,568, ,18.3, ,104.8, ,66.3, ,86.0, ,83, ,23, ,43, ,60.9, ,3.4, ,82.7, ,92.1,Y
169,8/25/2022,237,0.26, ,0, ,564, ,16.1, ,102.3, ,67.7, ,85.0, ,64, ,23, ,39, ,57.4, ,4.2,Y,100.7,Y,92.4,Y
169,8/26/2022,238,0.24, ,0, ,565, ,16.8, ,100.9, ,64.5, ,81.6, ,79, ,24, ,45, ,58.5, ,3.5, ,83.6, ,91.8,Y
169,8/27/2022,239,0.25, ,0, ,565, ,15.7, ,100.1, ,63.1, ,81.9, ,79, ,23, ,42, ,56.7, ,3.7, ,89.0, ,91.1,Y
169,8/28/2022,240,0.24, ,0, ,557, ,14.2, ,97.0, ,61.0, ,79.4, ,62, ,26, ,41, ,53.9, ,3.8, ,90.7, ,90.5, 
169,8/29/2022,241,0.24, ,0, ,547, ,15.8, ,98.1, ,64.3, ,80.8, ,64, ,26, ,44, ,56.8, ,3.7, ,88.1, ,90.4, 
169,8/30/2022,242,0.24, ,0, ,553, ,17.6, ,101.8, ,65.0, ,81.8, ,79, ,27, ,47, ,59.8, ,3.3, ,79.6, ,90.6, 
169,8/31/2022,243,0.23, ,0, ,545, ,19.1, ,102.0, ,63.6, ,81.8, ,84, ,24, ,51, ,62.1, ,3.3, ,80.3, ,90.7, 
