195,8/1/2022,213,0.10, ,0, ,252, ,16.7, ,84.1, ,66.6, ,74.1, ,76, ,41, ,58, ,58.4, ,2.2, ,53.3, ,84.2,Y
195,8/2/2022,214,0.28, ,0, ,661, ,15.8, ,99.9, ,65.8, ,84.1, ,74, ,22, ,40, ,56.9, ,3.2, ,76.1, ,82.3, 
195,8/3/2022,215,0.28, ,0, ,667, ,15.8, ,101.5, ,73.3, ,86.2, ,57, ,23, ,37, ,56.9, ,3.4, ,80.9, ,82.1, 
195,8/4/2022,216,0.29, ,0, ,647, ,13.4, ,102.1, ,74.0, ,87.6, ,54, ,18, ,30, ,52.3, ,3.0, ,73.2, ,82.1, 
195,8/5/2022,217,0.16, ,0.01, ,368, ,13.7, ,89.3, ,64.7, ,77.1, ,70, ,20, ,43, ,53.0, ,2.6, ,61.4, ,82.1, 
195,8/6/2022,218,0.25, ,0, ,672, ,15.6, ,92.9, ,63.4, ,77.1, ,81, ,30, ,49, ,56.5, ,2.6, ,62.3, ,81.3, 
195,8/7/2022,219,0.26, ,0, ,684, ,13.9, ,96.3, ,63.4, ,79.3, ,72, ,22, ,41, ,53.4, ,2.6, ,61.7, ,81.8, 
195,8/8/2022,220,0.24, ,0, ,570, ,13.1, ,95.1, ,60.5, ,77.8, ,72, ,22, ,40, ,51.7, ,2.4, ,57.1, ,82.2, 
195,8/9/2022,221,0.20, ,0, ,501, ,12.6, ,89.5, ,63.3, ,76.0, ,61, ,23, ,41, ,50.6, ,2.4, ,57.9, ,81.6, 
195,8/10/2022,222,0.25, ,0, ,690,R,11.2, ,92.4, ,58.1, ,74.3, ,66, ,17, ,39, ,47.6, ,2.5, ,59.2, ,80.2, 
195,8/11/2022,223,0.27, ,0, ,687,R,10.6, ,95.8, ,64.6, ,78.5, ,51, ,16, ,32, ,46.0, ,3.1, ,74.9, ,79.5, 
195,8/12/2022,224,0.27, ,0, ,694,R,10.0, ,96.5, ,62.7, ,78.8, ,48, ,14, ,30, ,44.5, ,2.9, ,70.1, ,79.8, 
195,8/13/2022,225,0.28, ,0, ,699,R,8.9, ,96.5, ,67.5, ,79.1, ,39, ,13, ,26, ,41.4, ,3.6, ,86.7, ,80.3, 
195,8/14/2022,226,0.29, ,0, ,701,R,7.8,Y,99.9, ,64.7, ,81.6, ,34, ,10, ,21,Y,38.0,Y,3.8, ,90.9, ,80.8, 
195,8/15/2022,227,0.30, ,0, ,693,R,7.1,Y,101.8, ,70.4, ,84.0, ,26, ,9, ,18,Y,35.9,Y,4.0, ,96.4, ,81.2, 
195,8/16/2022,228,0.30, ,0, ,664,R,8.3, ,103.4, ,73.7, ,87.7, ,27, ,9, ,18, ,39.7, ,3.9, ,94.1, ,80.9, 
195,8/17/2022,229,0.23, ,0, ,475, ,11.4, ,101.6, ,75.1, ,87.1, ,42, ,17, ,26, ,48.1, ,3.3, ,78.5, ,81.7, 
195,8/18/2022,230,0.28, ,0, ,643, ,13.4, ,103.5, ,70.5, ,88.0, ,48, ,17, ,30, ,52.3, ,3.2, ,77.2, ,82.0, 
195,8/19/2022,231,0.28, ,0, ,660,R,12.0, ,101.8, ,67.0, ,85.9, ,53, ,14, ,28, ,49.4, ,3.4, ,81.5, ,82.8, 
195,8/20/2022,232,0.29, ,0, ,662,R,10.7, ,104.0, ,69.7, ,86.8, ,40, ,15, ,25, ,46.4, ,3.5, ,84.6, ,83.3, 
195,8/21/2022,233,0.27, ,0, ,657,R,11.0, ,98.5, ,67.9, ,83.0, ,49, ,17, ,28, ,47.1, ,3.0, ,71.6, ,83.6, 
195,8/22/2022,234,0.26, ,0, ,661,R,12.7, ,98.5, ,62.7, ,80.0, ,58, ,18, ,36, ,50.9, ,3.0, ,72.7, ,83.6, 
195,8/23/2022,235,0.27, ,0, ,656,R,11.8, ,99.8, ,60.4, ,83.2, ,52, ,19, ,30, ,48.9, ,3.5, ,84.6, ,82.6, 
195,8/24/2022,236,0.27, ,0, ,650,R,11.7, ,102.4, ,71.4, ,85.2, ,41, ,15, ,28, ,48.7, ,3.6, ,85.7, ,82.0, 
195,8/25/2022,237,0.25, ,0, ,644,R,12.1, ,96.9, ,63.9, ,80.0, ,57, ,18, ,35, ,49.6, ,2.8, ,66.4, ,81.6, 
195,8/26/2022,238,0.25, ,0, ,644,R,12.1, ,97.7, ,61.2, ,79.1, ,60, ,17, ,36, ,49.6, ,3.0, ,71.0, ,81.6, 
195,8/27/2022,239,0.25, ,0, ,637,R,11.4, ,95.8, ,62.4, ,78.9, ,56, ,17, ,34, ,48.1, ,2.8, ,67.0, ,81.8, 
195,8/28/2022,240,0.24, ,0, ,623,R,11.1, ,92.3, ,60.8, ,77.0, ,59, ,21, ,35, ,47.4, ,2.9, ,68.7, ,81.9, 
195,8/29/2022,241,0.25, ,0, ,597, ,11.6, ,96.0, ,64.7, ,79.3, ,49, ,19, ,34, ,48.4, ,3.1, ,75.2, ,81.4, 
195,8/30/2022,242,0.25, ,0, ,603, ,13.1, ,99.2, ,68.2, ,81.9, ,55, ,21, ,35, ,51.8, ,3.0, ,73.1, ,81.6, 
195,8/31/2022,243,0.26, ,0, ,616,R,12.3, ,99.1, ,66.3, ,82.3, ,53, ,16, ,33, ,50.0, ,3.3, ,78.4, ,81.8, 
