211,8/1/2022,213,--,N,0.02, ,488, ,16.8, ,88.6, ,61.5,Y,72.2, ,89, ,42, ,62, ,58.6, ,3.5, ,85.0, ,81.2,Y
211,8/2/2022,214,--,N,0, ,586, ,16.1, ,89.6, ,58.3, ,70.7, ,84, ,42, ,63, ,57.4, ,3.0, ,72.5, ,80.6,Y
211,8/3/2022,215,--,N,0, ,668, ,16.0, ,90.7, ,57.2, ,72.0, ,86, ,36, ,60, ,57.2, ,4.6, ,111.0, ,81.3,Y
211,8/4/2022,216,--,N,0, ,630, ,16.3, ,89.5, ,57.4, ,67.1, ,94, ,41, ,72, ,57.7, ,5.5, ,131.2, ,82.6,R
211,8/5/2022,217,--,N,0, ,695,R,16.6, ,81.6, ,59.4, ,67.8, ,91, ,47, ,71, ,58.3, ,4.9, ,116.6, ,81.9,Y
211,8/6/2022,218,--,N,0, ,595, ,16.6, ,83.2, ,57.3, ,67.3, ,87, ,52, ,73, ,58.2, ,3.9, ,93.7, ,81.0,Y
211,8/7/2022,219,--,N,0, ,664, ,15.4, ,83.2, ,50.8, ,66.9, ,93, ,48, ,69, ,56.2, ,4.0, ,96.3, ,81.1,Y
211,8/8/2022,220,--,N,0, ,669, ,15.4, ,83.4, ,58.2, ,69.8, ,87, ,43, ,62, ,56.1, ,7.7, ,185.8, ,81.1,Y
211,8/9/2022,221,--,N,0, ,666, ,15.5, ,86.8, ,57.8, ,69.2, ,88, ,35, ,64, ,56.3, ,4.9, ,118.1, ,81.0,R
211,8/10/2022,222,--,N,0, ,674, ,15.4, ,87.0, ,52.3, ,69.2, ,92, ,40, ,63, ,56.2, ,4.5, ,107.3, ,82.5,R
211,8/11/2022,223,--,N,0, ,692,R,15.2, ,84.7, ,52.4, ,69.0, ,90, ,36, ,63, ,55.8, ,6.7, ,161.6, ,82.0,R
211,8/12/2022,224,--,N,0, ,684,R,14.7, ,85.1, ,51.5, ,68.0, ,91, ,41, ,63, ,55.0, ,6.1, ,145.3, ,--,S
211,8/13/2022,225,--,N,0, ,685,R,13.1, ,91.4, ,49.1, ,68.8, ,89, ,25, ,55, ,51.8, ,4.0, ,96.0, ,--,S
211,8/14/2022,226,--,N,0, ,662, ,14.7, ,86.8, ,49.9, ,65.8, ,98, ,39, ,68, ,54.8, ,4.1, ,97.3, ,--,S
211,8/15/2022,227,--,N,0, ,675,R,14.3, ,87.1, ,49.3, ,65.1, ,98, ,39, ,67, ,54.1, ,4.0, ,94.9, ,--,S
211,8/16/2022,228,--,N,0, ,649, ,14.1, ,94.1, ,50.0, ,68.1, ,91, ,33, ,60, ,53.8, ,3.5, ,83.2, ,--,S
211,8/17/2022,229,--,N,0, ,404, ,14.8, ,83.1, ,56.3, ,66.9, ,88, ,43, ,66, ,55.1, ,4.4, ,105.1, ,78.6,R
211,8/18/2022,230,--,N,0, ,630, ,15.3, ,88.9, ,54.2, ,65.9, ,97, ,40, ,70, ,55.9, ,4.0, ,95.1, ,--,S
211,8/19/2022,231,--,N,0, ,639, ,15.3, ,85.2, ,50.6, ,65.9, ,92, ,43, ,70, ,56.0, ,4.3, ,102.3, ,--,S
211,8/20/2022,232,--,N,0, ,619, ,15.1, ,83.1, ,53.8, ,64.2, ,97, ,44, ,73, ,55.5, ,5.7, ,136.2, ,--,S
211,8/21/2022,233,--,N,0, ,612, ,15.7, ,79.3, ,55.9, ,63.9, ,95, ,53, ,78, ,56.8, ,6.2, ,149.5, ,--,S
211,8/22/2022,234,--,N,0, ,596, ,16.4, ,88.8, ,56.4, ,70.3, ,95, ,28, ,65, ,57.9, ,5.7, ,136.8, ,--,S
211,8/23/2022,235,--,N,0, ,646,R,16.9, ,86.5, ,54.7, ,67.7, ,93, ,47, ,73, ,58.8, ,4.1, ,98.0, ,--,S
211,8/24/2022,236,--,N,0, ,610, ,15.6, ,80.9, ,54.5, ,62.9, ,98, ,51, ,80, ,56.5, ,6.2, ,148.5, ,--,S
211,8/25/2022,237,--,N,0, ,583, ,15.6, ,85.9, ,55.0, ,64.4, ,97, ,42, ,75, ,56.5, ,5.5, ,133.0, ,--,S
211,8/26/2022,238,--,N,0, ,589, ,16.0, ,84.0, ,54.3, ,63.7, ,100, ,49, ,80, ,57.3, ,4.5, ,108.8, ,--,S
211,8/27/2022,239,--,N,0, ,599, ,15.3, ,82.9, ,55.0, ,63.6, ,99, ,44, ,76, ,56.0, ,6.2, ,148.8, ,--,S
211,8/28/2022,240,--,N,0, ,493, ,15.3, ,77.0, ,55.9, ,63.3, ,95, ,52, ,77, ,55.9, ,6.3, ,151.6, ,--,S
211,8/29/2022,241,--,N,0, ,561, ,15.3, ,81.6, ,55.0, ,65.2, ,89, ,49, ,72, ,55.9, ,4.1, ,98.2, ,77.9,R
211,8/30/2022,242,--,N,0, ,612, ,14.7, ,84.6, ,50.0, ,65.1, ,94, ,43, ,70, ,54.9, ,3.7, ,89.0, ,78.2,R
211,8/31/2022,243,--,N,0, ,600, ,13.8, ,89.8, ,47.6, ,69.1, ,92, ,27, ,57, ,53.1, ,5.6, ,133.8, ,78.7,R
