223,8/1/2022,213,0.22, ,0, ,577, ,16.4, ,92.7, ,62.6, ,76.9, ,86, ,31, ,52, ,57.9, ,2.5, ,58.9, ,78.7, 
223,8/2/2022,214,0.23, ,0, ,619, ,18.2, ,87.9, ,65.3, ,75.1, ,91, ,37, ,61, ,60.8, ,2.5, ,59.3, ,78.7, 
223,8/3/2022,215,0.22, ,0, ,575, ,18.6, ,88.3, ,63.4, ,74.4, ,96, ,41, ,64, ,61.4, ,2.5, ,60.0, ,78.3, 
223,8/4/2022,216,0.14, ,0, ,375, ,19.9, ,88.6, ,65.5, ,74.8, ,97, ,44, ,68, ,63.3, ,2.4, ,57.0, ,77.6, 
223,8/5/2022,217,0.23, ,0, ,606, ,17.9, ,90.3, ,66.0, ,76.9, ,84, ,36, ,57, ,60.3, ,2.3, ,54.7, ,77.7, 
223,8/6/2022,218,0.25, ,0, ,642, ,17.1, ,96.7, ,64.8, ,80.0, ,83, ,25, ,49, ,59.1, ,2.1, ,49.7, ,78.2, 
223,8/7/2022,219,0.26, ,0, ,646, ,15.3, ,103.3,Y,63.1, ,80.7, ,80, ,18, ,43, ,55.9, ,2.4, ,57.4, ,78.6, 
223,8/8/2022,220,0.24, ,0, ,587, ,19.5, ,93.4, ,64.9, ,80.3, ,93, ,34, ,55, ,62.7, ,2.6, ,63.0, ,78.9, 
223,8/9/2022,221,0.26,R,0, ,642, ,15.6, ,97.6, ,70.6, ,83.6,Y,71, ,20, ,40,Y,56.6,Y,2.5, ,60.5, ,79.6, 
223,8/10/2022,222,0.26, ,0, ,621, ,15.9, ,96.9, ,67.4, ,82.0, ,75, ,21, ,43, ,57.0, ,2.3, ,55.4, ,79.3, 
223,8/11/2022,223,0.25, ,0, ,640, ,15.9, ,98.0, ,64.3, ,81.0, ,89, ,19, ,44, ,57.1, ,2.3, ,54.2, ,78.6, 
223,8/12/2022,224,0.24, ,0, ,597, ,16.8, ,103.3,Y,62.9, ,80.0, ,89, ,24, ,48, ,58.5, ,2.4, ,57.6, ,77.8, 
223,8/13/2022,225,0.26, ,0, ,629, ,15.8, ,99.8, ,65.4, ,82.9, ,78, ,18, ,41, ,56.9, ,2.2, ,53.0, ,78.1, 
223,8/14/2022,226,0.25, ,0, ,628, ,16.7, ,97.7, ,64.7, ,81.5, ,72, ,27, ,46, ,58.5, ,2.3, ,55.0, ,78.7, 
223,8/15/2022,227,0.25, ,0, ,627, ,17.2, ,104.8,Y,61.1, ,80.7, ,88, ,31, ,48, ,59.2, ,2.3, ,54.9, ,78.3, 
223,8/16/2022,228,0.24, ,0, ,602, ,16.9, ,98.6, ,64.9, ,81.4, ,74, ,25, ,46, ,58.7, ,2.4, ,56.9, ,78.3, 
223,8/17/2022,229,0.24, ,0, ,590, ,18.2, ,97.3, ,62.7, ,79.4, ,91, ,29, ,53, ,60.8, ,2.4, ,57.6, ,78.3, 
223,8/18/2022,230,0.23, ,0, ,611, ,18.0, ,90.4, ,62.8, ,74.8, ,96, ,37, ,61, ,60.4, ,2.6, ,61.5, ,77.4, 
223,8/19/2022,231,0.23, ,0, ,600, ,19.2, ,94.1, ,60.8, ,75.8, ,99, ,38, ,63, ,62.3, ,2.7, ,64.0, ,76.6, 
223,8/20/2022,232,0.21, ,0, ,595, ,22.6,Y,88.2, ,67.1, ,75.8, ,94, ,53, ,74,Y,67.0,Y,3.2, ,75.8, ,77.1, 
223,8/21/2022,233,0.16, ,0, ,459, ,22.5,Y,85.7, ,67.5, ,74.8, ,95, ,55, ,76,Y,66.8,Y,2.7, ,64.1, ,77.2, 
223,8/22/2022,234,0.18, ,0, ,534, ,22.6,Y,88.9, ,66.5, ,74.2, ,99, ,55, ,78,Y,67.0,Y,2.7, ,63.9, ,77.4, 
223,8/23/2022,235,0.22, ,0, ,601, ,21.9,Y,92.4, ,64.4, ,76.7, ,98, ,43, ,70,Y,66.1,Y,2.2, ,52.8, ,77.9, 
223,8/24/2022,236,0.21, ,0, ,563, ,23.2,Y,91.5, ,66.4, ,77.3, ,100, ,47, ,73,Y,67.8,Y,2.7, ,63.7, ,78.0, 
223,8/25/2022,237,0.21, ,0, ,592, ,22.3,Y,91.0, ,68.8, ,78.3, ,100, ,41, ,68,Y,66.7,Y,2.1,Y,50.5,Y,78.0, 
223,8/26/2022,238,0.20, ,0, ,600, ,21.2, ,89.3, ,66.0, ,75.3, ,100, ,40, ,71, ,65.1, ,1.7,Y,40.4,Y,77.4, 
223,8/27/2022,239,0.19, ,0, ,591, ,20.2, ,85.9, ,63.8, ,73.1, ,97, ,49, ,73, ,63.8, ,1.3,R,30.5,R,77.1, 
223,8/28/2022,240,0.18, ,0, ,563, ,19.9, ,84.3, ,66.1, ,73.1, ,94, ,51, ,72, ,63.4, ,1.4,R,34.4,R,77.5, 
223,8/29/2022,241,0.19,R,0, ,582, ,19.5, ,86.4, ,63.1, ,72.7, ,100, ,46, ,71, ,62.8, ,1.2,R,28.0,R,76.9, 
223,8/30/2022,242,0.21,R,0, ,587, ,17.0, ,94.2, ,63.5, ,79.2, ,90, ,30, ,50, ,58.8, ,1.0,R,24.6,R,76.9, 
223,8/31/2022,243,0.24,R,0, ,585, ,14.5, ,111.1,Y,62.4, ,87.1,Y,90, ,12, ,33,Y,54.6,Y,1.6,Y,38.9,Y,77.6, 
