103,8/1/2022,213,0.06, ,0, ,222, ,16.5, ,82.3, ,58.6,Y,65.7, ,92, ,52, ,76, ,58.0, ,2.0,Y,47.6,Y,74.7, 
103,8/2/2022,214,0.23, ,0, ,605, ,15.9, ,92.1, ,55.2, ,71.2, ,92, ,32, ,61, ,57.0, ,3.3, ,78.1, ,75.9, 
103,8/3/2022,215,0.21, ,0, ,582, ,15.7, ,89.2, ,55.7, ,68.8, ,93, ,40, ,66, ,56.8, ,3.1, ,74.4, ,76.9, 
103,8/4/2022,216,0.21, ,0, ,612, ,15.5, ,80.9, ,55.5, ,65.0, ,91, ,47, ,74, ,56.4, ,3.6, ,86.8, ,76.4, 
103,8/5/2022,217,0.19, ,0.00, ,580, ,16.1, ,76.2, ,58.4,Y,65.4, ,95, ,60, ,75, ,57.5, ,3.6, ,86.5, ,76.8, 
103,8/6/2022,218,0.17, ,0, ,524, ,15.6, ,76.8, ,56.3, ,65.9, ,86, ,53, ,72, ,56.5, ,3.2, ,77.4, ,76.9, 
103,8/7/2022,219,0.19, ,0, ,590, ,14.7, ,79.4, ,50.0, ,63.8, ,96, ,49, ,73, ,54.9, ,3.0, ,71.8, ,76.1, 
103,8/8/2022,220,0.22, ,0, ,647, ,14.5, ,83.4, ,48.8, ,65.4, ,97, ,43, ,68, ,54.5, ,2.9, ,69.0, ,76.3, 
103,8/9/2022,221,0.21, ,0, ,637, ,14.3, ,80.3, ,48.7, ,64.5, ,97, ,46, ,69, ,54.2, ,3.0, ,72.9, ,76.4, 
103,8/10/2022,222,0.21, ,0, ,634, ,15.0, ,81.3, ,48.2, ,65.7, ,96, ,45, ,69, ,55.4, ,2.9, ,69.3, ,76.0, 
103,8/11/2022,223,0.22, ,0, ,638, ,14.6, ,85.9, ,51.1, ,65.9, ,98, ,35, ,67, ,54.7, ,3.0, ,71.3, ,76.4, 
103,8/12/2022,224,0.22, ,0, ,634, ,14.0, ,86.3, ,47.5, ,65.3, ,98, ,37, ,66, ,53.5, ,2.7, ,64.8, ,75.4, 
103,8/13/2022,225,0.23, ,0, ,639, ,13.2, ,89.9, ,46.1, ,66.6, ,96, ,27, ,59, ,52.0, ,2.7, ,64.5, ,74.9, 
103,8/14/2022,226,0.22, ,0, ,615, ,14.0, ,92.6, ,47.7, ,68.5, ,96, ,28, ,59, ,53.6, ,2.7, ,64.9, ,74.9, 
103,8/15/2022,227,0.22, ,0, ,603, ,14.3, ,94.0, ,49.8, ,69.9, ,97, ,29, ,57, ,54.2, ,2.6, ,61.7, ,74.9, 
103,8/16/2022,228,0.23, ,0, ,614, ,14.3, ,100.0,Y,49.9, ,72.5,Y,94, ,22, ,52,Y,54.1,Y,2.6, ,61.5, ,75.6, 
103,8/17/2022,229,0.17, ,0, ,462, ,14.1, ,93.5, ,53.8, ,68.4, ,92, ,28, ,59, ,53.7, ,2.9, ,69.7, ,75.2, 
103,8/18/2022,230,0.20, ,0, ,594, ,14.3, ,84.5, ,51.9, ,64.0, ,97, ,41, ,70, ,54.1, ,3.4, ,81.8, ,73.8, 
103,8/19/2022,231,0.21, ,0, ,600, ,15.1, ,90.8, ,52.8, ,67.5, ,99, ,31, ,66, ,55.6, ,2.9, ,70.1, ,74.8, 
103,8/20/2022,232,0.22, ,0, ,589, ,14.6, ,94.7, ,51.0, ,68.5, ,96, ,31, ,61, ,54.6, ,2.8, ,67.4, ,75.0, 
103,8/21/2022,233,0.19, ,0, ,589, ,15.3, ,79.1, ,54.2, ,63.4, ,95, ,55, ,77, ,56.0, ,3.5, ,83.7, ,74.8, 
103,8/22/2022,234,0.21, ,0, ,562, ,15.8, ,96.8, ,52.4, ,70.5, ,99, ,27, ,62, ,56.8, ,3.5, ,84.6, ,75.6, 
103,8/23/2022,235,0.21, ,0, ,571, ,16.0, ,94.7, ,53.1, ,70.4, ,96, ,32, ,63, ,57.2, ,2.9, ,70.1, ,76.4, 
103,8/24/2022,236,0.19, ,0, ,570, ,14.8, ,82.9, ,49.8, ,63.8, ,96, ,46, ,73, ,55.1, ,3.4, ,80.9, ,75.3, 
103,8/25/2022,237,0.15, ,0, ,491, ,15.3, ,79.3, ,54.8, ,62.2, ,97, ,52, ,80, ,56.0, ,3.6, ,87.4, ,75.1, 
103,8/26/2022,238,0.17, ,0, ,521, ,15.1, ,84.6, ,53.3, ,63.4, ,98, ,45, ,76, ,55.7, ,3.4, ,82.5, ,75.3, 
103,8/27/2022,239,0.16, ,0, ,520, ,14.8, ,75.8, ,54.1, ,61.5, ,98, ,54, ,79, ,55.0, ,3.5, ,83.7, ,74.9, 
103,8/28/2022,240,0.16, ,0, ,501, ,14.7, ,79.6, ,54.4, ,62.0, ,94, ,51, ,78, ,54.9, ,3.4, ,81.1, ,74.4, 
103,8/29/2022,241,0.17, ,0, ,519, ,14.6, ,77.6, ,53.2, ,64.2, ,92, ,46, ,71, ,54.7, ,3.0, ,73.1, ,74.8, 
103,8/30/2022,242,0.16, ,0.00,H,493, ,14.2, ,81.5, ,48.7, ,61.9, ,98, ,44, ,75, ,53.9, ,2.8, ,68.0, ,73.4, 
103,8/31/2022,243,0.17, ,0, ,519, ,13.7, ,86.3, ,48.6, ,63.3, ,97, ,33, ,69, ,52.9, ,2.5, ,60.7, ,73.5, 
