229,8/1/2022,213,0.16,R,0.00, ,463, ,15.2, ,83.1,R,55.8, ,66.3,Y,90,H,50,H,69,Y,55.7,Y,2.6,Y,62.9,Y,74.9, 
229,8/2/2022,214,0.17, ,0.02, ,514, ,14.8, ,78.5,Y,53.5, ,63.4, ,92, ,49, ,74, ,55.1, ,3.3, ,80.1, ,75.3, 
229,8/3/2022,215,0.19, ,0.02, ,588, ,15.1, ,75.6, ,55.3, ,63.8, ,97, ,52, ,74, ,55.6, ,4.0, ,95.1, ,75.6, 
229,8/4/2022,216,0.18, ,0.00, ,538, ,15.6, ,78.0,Y,57.0, ,63.9, ,94, ,51, ,77, ,56.5, ,3.3, ,79.9, ,76.1, 
229,8/5/2022,217,0.18, ,0.01, ,541, ,15.8, ,72.1, ,59.3, ,64.3, ,90, ,63, ,76, ,56.8, ,3.6, ,86.1, ,76.5, 
229,8/6/2022,218,0.17, ,0, ,536, ,14.9, ,71.8, ,51.2, ,63.0, ,91, ,60, ,76, ,55.2, ,3.3, ,78.0, ,76.7, 
229,8/7/2022,219,0.18, ,0, ,573, ,14.0, ,70.2, ,48.7, ,61.3, ,95, ,61, ,75, ,53.5, ,3.7, ,87.9, ,76.3, 
229,8/8/2022,220,0.20, ,0, ,604, ,14.1, ,72.4, ,49.3, ,62.7, ,95, ,54, ,72, ,53.7, ,3.9, ,93.3, ,76.0, 
229,8/9/2022,221,0.20, ,0.01, ,607, ,14.6, ,73.9, ,55.7, ,64.2, ,88, ,50, ,71, ,54.6, ,3.9, ,93.6, ,76.1, 
229,8/10/2022,222,0.20, ,0, ,607, ,14.4, ,73.8, ,48.7, ,63.6, ,93, ,57, ,72, ,54.3, ,3.9, ,93.7, ,76.1, 
229,8/11/2022,223,0.20, ,0, ,603, ,14.4, ,71.6, ,48.5, ,62.2, ,96, ,60, ,76, ,54.4, ,3.9, ,94.4, ,76.0, 
229,8/12/2022,224,0.20, ,0.01, ,614, ,14.2, ,71.9, ,55.8, ,62.8, ,91, ,56, ,73, ,54.0, ,4.3, ,104.3, ,76.0, 
229,8/13/2022,225,0.20, ,0.00, ,612, ,14.2, ,72.8, ,53.4, ,62.1, ,90, ,53, ,74, ,53.9, ,4.2, ,100.6, ,75.8, 
229,8/14/2022,226,0.18, ,0, ,589, ,14.4, ,69.4, ,54.7, ,60.8, ,93, ,64, ,79, ,54.4, ,4.2, ,101.6, ,75.8, 
229,8/15/2022,227,0.18, ,0, ,580, ,13.7, ,69.2, ,47.0, ,58.6, ,96, ,62, ,82, ,53.0, ,3.4, ,82.7, ,75.8, 
229,8/16/2022,228,0.18, ,0.01, ,569, ,13.5, ,75.0, ,47.1, ,59.5, ,97, ,53, ,78, ,52.5, ,3.1, ,74.6, ,75.6, 
229,8/17/2022,229,0.13, ,0.02, ,407, ,14.8, ,79.9,Y,52.4, ,62.1, ,96, ,42, ,78, ,55.0, ,3.0, ,71.9, ,75.6, 
229,8/18/2022,230,0.17, ,0.02, ,554, ,14.7, ,73.4, ,53.8, ,60.4, ,97, ,59, ,82, ,54.8, ,3.5, ,82.8, ,75.3, 
229,8/19/2022,231,0.17, ,0, ,560, ,14.8, ,68.4, ,53.5, ,60.0, ,96, ,67, ,84, ,55.1, ,4.9,Y,116.9,Y,75.5, 
229,8/20/2022,232,0.16, ,0.00, ,516, ,14.7, ,74.0, ,55.1, ,61.0, ,96, ,52, ,80, ,54.8, ,3.5, ,83.6, ,75.7, 
229,8/21/2022,233,0.14, ,0, ,453, ,14.8, ,72.1, ,55.7, ,60.5, ,93, ,61, ,82, ,55.1, ,2.8, ,68.2, ,75.9,Y
229,8/22/2022,234,0.18, ,0.01, ,554, ,15.6, ,77.6, ,53.5, ,63.6, ,96, ,50, ,78, ,56.5, ,3.7, ,88.3, ,76.0,Y
229,8/23/2022,235,0.15, ,0.00, ,513, ,15.4, ,69.1, ,55.4, ,60.5, ,97, ,68, ,86, ,56.2, ,4.6,Y,111.4,Y,76.3,Y
229,8/24/2022,236,0.15, ,0.01, ,498, ,14.6, ,69.3, ,54.2, ,59.5, ,96, ,63, ,84, ,54.8, ,4.0, ,96.5, ,76.0,Y
229,8/25/2022,237,0.15, ,0.01, ,499, ,14.8, ,69.0, ,54.1, ,60.1, ,96, ,68, ,84, ,55.1, ,3.3, ,79.4, ,75.9,Y
229,8/26/2022,238,0.16, ,0, ,522, ,14.6, ,69.9, ,48.1, ,59.7, ,97, ,65, ,83, ,54.7, ,3.3, ,78.0, ,75.9, 
229,8/27/2022,239,0.15, ,0.01, ,499, ,14.7, ,70.9, ,52.3, ,60.0, ,96, ,61, ,83, ,54.9, ,3.5, ,83.9, ,75.9, 
229,8/28/2022,240,0.13, ,0.01, ,431, ,14.2, ,71.5, ,51.3, ,60.9, ,93, ,58, ,78, ,53.9, ,2.8, ,66.8, ,75.8, 
229,8/29/2022,241,0.16, ,0.00, ,494, ,13.6, ,71.2, ,49.9, ,60.6, ,92, ,58, ,75, ,52.8, ,2.7, ,65.1, ,75.4, 
229,8/30/2022,242,0.17, ,0.01, ,526, ,13.0, ,74.2, ,46.8, ,59.4, ,94, ,53, ,75, ,51.6, ,3.0, ,72.3, ,75.3, 
229,8/31/2022,243,0.15, ,0.00, ,507, ,13.2, ,70.6, ,45.2, ,58.1, ,97, ,63, ,80, ,51.9, ,3.0, ,72.4, ,74.9, 
