13,8/1/2022,213,0.17, ,0, ,375, ,13.1, ,89.0, ,70.6, ,78.2, ,57, ,24, ,40, ,51.7, ,3.7,Y,88.3,Y,71.5, 
13,8/2/2022,214,0.29, ,0, ,648, ,14.4, ,95.8, ,70.1, ,82.5, ,59, ,25, ,38, ,54.3, ,5.1, ,123.3, ,71.3, 
13,8/3/2022,215,0.29, ,0, ,649, ,14.5, ,98.3, ,70.9, ,84.2, ,55, ,23, ,36, ,54.5, ,4.8, ,115.2, ,71.7, 
13,8/4/2022,216,0.30, ,0, ,616, ,12.7, ,97.0, ,73.8, ,84.0, ,49, ,21, ,32, ,51.0, ,4.9, ,117.1, ,72.1, 
13,8/5/2022,217,0.16, ,0.03, ,386, ,16.1, ,86.7, ,66.8, ,75.0, ,80, ,24, ,54, ,57.4, ,3.7,Y,89.6,Y,72.1, 
13,8/6/2022,218,0.26, ,0, ,665, ,17.0,Y,88.8, ,64.1, ,76.2, ,84, ,33, ,55,Y,58.8,Y,4.5, ,107.6, ,71.6, 
13,8/7/2022,219,0.27, ,0, ,668, ,14.4, ,90.8, ,68.3, ,78.5, ,70, ,22, ,43, ,54.3, ,4.4, ,104.9, ,71.5, 
13,8/8/2022,220,0.26, ,0, ,602, ,11.6, ,90.2, ,68.6, ,78.1, ,56, ,23, ,35, ,48.5, ,3.7,Y,88.3,Y,71.2, 
13,8/9/2022,221,0.23, ,0, ,531, ,11.3, ,86.6, ,60.7, ,75.5, ,57, ,26, ,37, ,47.7, ,4.0,Y,94.8,Y,71.1, 
13,8/10/2022,222,0.26, ,0, ,663, ,10.2, ,87.7, ,59.8, ,74.0, ,63, ,22, ,36, ,45.1, ,3.9,Y,93.5,Y,70.7, 
13,8/11/2022,223,0.28, ,0, ,673, ,9.4, ,90.7, ,65.6, ,77.5, ,49, ,18, ,29, ,42.9, ,5.2, ,125.4, ,70.4, 
13,8/12/2022,224,0.28, ,0, ,679, ,9.1, ,91.4, ,63.4, ,77.3, ,47, ,17, ,28, ,42.1, ,5.1, ,122.4, ,70.4, 
13,8/13/2022,225,0.29, ,0, ,680, ,7.7, ,93.0, ,64.5, ,78.6, ,37, ,13, ,23, ,37.7, ,5.4, ,130.1, ,70.2, 
13,8/14/2022,226,0.30, ,0, ,683,R,6.7, ,95.0, ,65.8, ,80.2, ,33, ,11, ,19, ,34.4, ,5.5, ,132.5, ,70.1, 
13,8/15/2022,227,0.30, ,0, ,674, ,6.7, ,99.3, ,67.5, ,82.8, ,28, ,11, ,18, ,34.4, ,5.2, ,125.9, ,70.1, 
13,8/16/2022,228,0.30, ,0, ,637, ,7.9, ,100.8, ,71.0, ,86.3, ,27, ,11, ,18, ,38.3, ,5.0, ,121.0, ,70.4, 
13,8/17/2022,229,0.24, ,0, ,446, ,10.1, ,101.4, ,75.3, ,86.8, ,37, ,12, ,23, ,44.7, ,5.2, ,124.9, ,70.9, 
13,8/18/2022,230,0.31, ,0, ,631, ,11.9, ,100.2, ,74.7, ,86.4, ,39, ,17, ,28, ,49.2, ,5.8, ,139.4, ,71.5, 
13,8/19/2022,231,0.31, ,0, ,642, ,9.9, ,100.2, ,73.2, ,85.6, ,33, ,15, ,24, ,44.2, ,5.9, ,142.4, ,71.8, 
13,8/20/2022,232,0.30, ,0, ,644, ,8.7, ,100.7, ,72.5, ,86.0, ,31, ,11, ,20, ,40.8, ,5.4, ,130.7, ,71.7, 
13,8/21/2022,233,0.29, ,0, ,636, ,9.9, ,98.1, ,72.9, ,84.1, ,38, ,16, ,25, ,44.3, ,5.2, ,125.2, ,71.7, 
13,8/22/2022,234,0.29, ,0, ,638, ,10.4, ,94.6, ,70.9, ,82.2, ,39, ,19, ,28, ,45.7, ,5.3, ,126.3, ,71.7, 
13,8/23/2022,235,0.29, ,0, ,637, ,10.0, ,100.8, ,68.8, ,83.1, ,38, ,17, ,26, ,44.6, ,5.2, ,125.5, ,71.6, 
13,8/24/2022,236,0.30, ,0, ,633, ,10.6, ,101.0, ,69.6, ,84.4, ,38, ,18, ,26, ,46.1, ,5.9, ,140.8, ,71.7, 
13,8/25/2022,237,0.28, ,0,H,625,H,10.3,H,95.6, ,71.2, ,81.9,H,44,H,18,H,28, ,45.2, ,5.1,H,121.8,H,71.7,H
13,8/26/2022,238,0.28, ,0, ,624, ,9.3, ,94.4, ,69.8, ,81.0, ,45, ,16, ,26, ,42.6, ,5.3, ,127.0, ,71.5, 
13,8/27/2022,239,0.28, ,0, ,615, ,9.0, ,92.0, ,68.7, ,79.3, ,41, ,18, ,26, ,41.9, ,5.3, ,126.6, ,71.3, 
13,8/28/2022,240,0.26, ,0, ,611, ,10.0, ,91.3, ,66.1, ,77.9, ,43, ,20, ,30, ,44.4, ,4.9, ,118.1, ,71.2, 
13,8/29/2022,241,0.26, ,0, ,590, ,10.8, ,93.5, ,66.4, ,79.8, ,44, ,21, ,31, ,46.6, ,4.4, ,105.9, ,71.2, 
13,8/30/2022,242,0.27, ,0, ,595, ,12.7, ,98.7, ,70.6, ,82.1, ,46, ,22, ,34, ,50.8, ,4.9, ,118.1, ,71.5, 
13,8/31/2022,243,0.28, ,0, ,604, ,10.5, ,103.9,Y,71.3, ,84.7, ,45, ,15, ,26, ,45.7, ,5.1, ,122.5, ,71.6, 
