140,8/1/2022,213,0.15, ,0, ,351, ,14.7, ,87.5, ,63.3, ,72.9, ,77, ,29, ,53, ,54.9, ,6.1, ,146.5, ,73.3, 
140,8/2/2022,214,0.30, ,0, ,611, ,15.6, ,96.2, ,67.1,Y,79.4, ,70, ,30, ,45, ,56.5, ,8.2, ,196.7, ,75.0, 
140,8/3/2022,215,0.33, ,0, ,0,R,14.1, ,79.4, ,--,S,77.5, ,62, ,29, ,44, ,53.6, ,7.5, ,180.3, ,76.5, 
140,8/4/2022,216,0.33, ,0, ,608, ,13.5, ,90.4, ,65.4, ,76.7, ,67, ,24, ,43, ,52.5, ,10.7, ,257.2, ,75.8, 
140,8/5/2022,217,0.25, ,0, ,601, ,16.5, ,83.7, ,62.3, ,69.9, ,82, ,48, ,66, ,58.1, ,12.5, ,299.7, ,74.6, 
140,8/6/2022,218,0.28, ,0, ,639, ,15.6, ,82.0, ,62.6, ,69.9, ,83, ,39, ,63, ,56.5, ,13.9, ,334.6, ,73.9, 
140,8/7/2022,219,0.28, ,0, ,645, ,15.3, ,83.5, ,61.4, ,70.1, ,83, ,38, ,61, ,55.9, ,13.9, ,333.9, ,73.3, 
140,8/8/2022,220,0.29, ,0, ,632, ,15.0, ,85.3, ,61.7, ,71.0, ,82, ,34, ,58, ,55.5, ,14.4, ,345.4, ,72.9, 
140,8/9/2022,221,0.27, ,0, ,614, ,15.4, ,83.8, ,62.3, ,70.6, ,81, ,39, ,60, ,56.2, ,12.5, ,300.2, ,73.1, 
140,8/10/2022,222,0.27, ,0, ,636, ,15.1, ,86.2, ,61.8, ,71.9, ,83, ,31, ,57, ,55.7, ,10.5, ,251.5, ,73.4, 
140,8/11/2022,223,0.28, ,0, ,633, ,14.6, ,87.6, ,57.3, ,72.4, ,85, ,27, ,54, ,54.8, ,9.2, ,219.7, ,73.7, 
140,8/12/2022,224,0.29, ,0, ,639, ,13.7, ,88.6, ,58.7, ,73.3, ,75, ,25, ,49, ,52.9, ,9.2, ,221.5, ,73.7, 
140,8/13/2022,225,0.28, ,0, ,641, ,12.8, ,93.0, ,62.2, ,75.2, ,70, ,20, ,43, ,51.1, ,7.1, ,171.4, ,74.1, 
140,8/14/2022,226,0.28, ,0, ,640, ,13.0, ,99.9, ,54.4, ,76.5, ,89, ,17, ,42, ,51.6, ,6.4, ,153.4, ,74.6, 
140,8/15/2022,227,0.27, ,0, ,616, ,14.1, ,101.4, ,58.4, ,79.8, ,80, ,20, ,41, ,53.8, ,5.1, ,121.6, ,75.8, 
140,8/16/2022,228,0.28, ,0, ,601, ,12.8, ,109.0,Y,57.3, ,82.6,Y,80, ,13, ,34,Y,51.0,Y,5.3, ,127.1, ,76.6, 
140,8/17/2022,229,0.21,R,0, ,297, ,12.5, ,91.1, ,72.6,R,80.9,H,46,H,24,H,35, ,50.5, ,9.6, ,230.8, ,75.9, 
140,8/18/2022,230,0.35, ,0, ,591, ,13.1, ,93.8, ,66.1, ,77.7, ,60, ,24, ,40, ,51.7, ,13.6, ,325.2, ,74.8, 
140,8/19/2022,231,0.30, ,0, ,609, ,14.6, ,93.7, ,63.6, ,77.0, ,73, ,28, ,46, ,54.7, ,11.1, ,267.4, ,74.9, 
140,8/20/2022,232,0.27, ,0, ,608, ,14.4, ,102.4,Y,57.3, ,78.8, ,87, ,21, ,43, ,54.3, ,6.2, ,148.4, ,75.8, 
140,8/21/2022,233,0.27, ,0, ,600, ,15.4, ,83.6, ,61.3, ,70.8, ,82, ,35, ,60, ,56.2, ,12.4, ,297.7, ,75.1, 
140,8/22/2022,234,0.28, ,0, ,597, ,15.8, ,91.7, ,62.3, ,75.2, ,74, ,30, ,53, ,56.9, ,10.4, ,250.6, ,74.4, 
140,8/23/2022,235,0.25, ,0, ,593, ,17.0, ,96.1, ,62.7, ,78.4, ,83, ,28, ,51, ,59.0, ,6.2, ,148.2, ,76.0, 
140,8/24/2022,236,0.25, ,0, ,588, ,16.0, ,92.2, ,60.5, ,74.8, ,82, ,34, ,54, ,57.2, ,7.1, ,171.0, ,76.5, 
140,8/25/2022,237,0.24, ,0, ,596, ,16.2, ,87.0, ,60.9, ,71.2, ,87, ,38, ,62, ,57.6, ,9.9, ,238.4, ,76.0, 
140,8/26/2022,238,0.23, ,0, ,573, ,15.7, ,90.9, ,59.2, ,72.4, ,92, ,29, ,58, ,56.8, ,7.7, ,185.4, ,75.7, 
140,8/27/2022,239,0.24, ,0, ,584, ,15.5, ,84.8, ,58.8, ,70.4, ,90, ,41, ,61, ,56.3, ,9.4, ,224.4, ,75.3, 
140,8/28/2022,240,0.24, ,0, ,576, ,14.8, ,83.2, ,59.3, ,69.3, ,86, ,32, ,61, ,55.1, ,11.2, ,267.9, ,74.5, 
140,8/29/2022,241,0.24, ,0, ,529, ,15.0, ,87.7, ,60.2, ,70.6, ,86, ,30, ,59, ,55.5, ,12.3, ,295.1, ,73.7, 
140,8/30/2022,242,0.26, ,0, ,563, ,15.6, ,89.4, ,61.9, ,72.1, ,82, ,32, ,58, ,56.5, ,12.4, ,297.9, ,73.8, 
140,8/31/2022,243,0.25, ,0, ,576, ,13.1, ,93.4, ,59.1, ,73.5, ,89, ,14, ,47, ,51.8, ,9.7, ,233.4, ,73.9, 
