262,8/1/2022,213,0.18, ,0, ,439, ,16.6, ,85.9, ,63.1, ,73.5, ,89, ,33, ,59, ,58.2, ,4.8, ,114.7, ,72.1, 
262,8/2/2022,214,0.26, ,0, ,602, ,18.8, ,96.9, ,61.0, ,77.8, ,96, ,34, ,58, ,61.7, ,4.8, ,115.6, ,72.5, 
262,8/3/2022,215,0.26, ,0, ,645, ,17.4, ,96.8, ,60.2, ,78.0, ,86, ,32, ,53, ,59.5, ,4.3, ,102.2, ,73.0, 
262,8/4/2022,216,0.28, ,0, ,624, ,15.8, ,95.2, ,62.4, ,78.5, ,93, ,28, ,48, ,56.9, ,4.7, ,111.9, ,72.8, 
262,8/5/2022,217,0.16, ,0, ,424, ,16.2, ,86.3, ,62.9, ,71.5, ,82, ,40, ,62, ,57.6, ,5.9, ,140.5, ,70.1, 
262,8/6/2022,218,0.24, ,0, ,652, ,16.4, ,85.6, ,59.1, ,70.4, ,90, ,39, ,65, ,57.8, ,5.9, ,142.2, ,71.5, 
262,8/7/2022,219,0.25, ,0, ,659, ,15.3, ,87.5, ,53.1, ,70.0, ,94, ,37, ,61, ,56.0, ,5.9, ,140.9, ,71.4, 
262,8/8/2022,220,0.24, ,0, ,598, ,15.4, ,87.9, ,56.9, ,71.0, ,91, ,31, ,59, ,56.1, ,6.1, ,146.3, ,71.4, 
262,8/9/2022,221,0.23, ,0, ,592, ,15.6, ,87.0, ,58.9, ,70.9, ,86, ,37, ,60, ,56.5, ,5.7, ,135.9, ,71.7, 
262,8/10/2022,222,0.24, ,0, ,659, ,15.3, ,87.9, ,55.2, ,71.0, ,92, ,32, ,59, ,55.9, ,4.8, ,116.1, ,71.5, 
262,8/11/2022,223,0.25, ,0, ,658, ,14.6, ,90.2, ,51.5, ,70.3, ,95, ,25, ,58, ,54.7, ,4.4, ,106.2, ,70.9, 
262,8/12/2022,224,0.26, ,0, ,657, ,13.5, ,90.2, ,47.9,Y,69.1, ,98, ,26, ,56, ,52.6, ,4.4, ,104.7, ,70.1, 
262,8/13/2022,225,0.25, ,0, ,658, ,13.6, ,93.0, ,47.1,Y,69.9, ,96, ,23, ,55, ,52.8, ,3.8, ,90.8, ,69.6, 
262,8/14/2022,226,0.25, ,0, ,664, ,13.7, ,95.5, ,47.4,Y,71.4, ,96, ,20, ,52, ,52.9, ,3.8, ,90.1, ,69.2, 
262,8/15/2022,227,0.25, ,0, ,655, ,15.4, ,97.3, ,52.5, ,73.8, ,96, ,21, ,54, ,56.2, ,3.1, ,73.3, ,66.9, 
262,8/16/2022,228,0.26, ,0, ,630, ,16.3, ,101.0, ,54.8, ,77.0, ,96, ,17, ,51, ,57.7, ,3.4, ,82.3, ,68.8, 
262,8/17/2022,229,0.13, ,0, ,320, ,17.0, ,91.4, ,61.1, ,74.8, ,91, ,31, ,58, ,58.9, ,3.7, ,88.4, ,69.9, 
262,8/18/2022,230,0.27, ,0, ,603, ,14.8, ,97.2, ,57.8, ,77.2, ,88, ,28, ,46, ,55.1, ,5.1, ,122.1, ,70.3, 
262,8/19/2022,231,0.24, ,0, ,633, ,16.3, ,96.6, ,55.0, ,73.8, ,96, ,27, ,57, ,57.7, ,3.4, ,82.1, ,70.3, 
262,8/20/2022,232,0.24, ,0, ,634, ,16.2, ,99.0, ,51.3, ,74.9, ,96, ,24, ,55, ,57.5, ,3.4, ,81.7, ,70.2, 
262,8/21/2022,233,0.24, ,0, ,615, ,15.8, ,90.7, ,55.8, ,71.6, ,93, ,36, ,60, ,56.8, ,4.9, ,117.5, ,70.2, 
262,8/22/2022,234,0.23, ,0, ,609, ,16.6, ,92.6, ,53.1, ,71.6, ,97, ,29, ,63, ,58.3, ,4.4, ,105.3, ,70.0, 
262,8/23/2022,235,0.23, ,0, ,612, ,18.8, ,96.2, ,56.9, ,74.9, ,97, ,32, ,63, ,61.7, ,3.2, ,77.8, ,70.4, 
262,8/24/2022,236,0.24, ,0, ,612, ,17.6, ,95.8, ,55.0, ,74.1, ,97, ,31, ,61, ,59.9, ,3.7, ,87.8, ,70.3, 
262,8/25/2022,237,0.23, ,0, ,608, ,16.3, ,91.8, ,55.3, ,71.7, ,94, ,33, ,61, ,57.7, ,4.2, ,101.7, ,67.7, 
262,8/26/2022,238,0.22, ,0, ,603, ,16.3, ,92.2, ,54.4, ,71.0, ,93, ,30, ,63, ,57.7, ,4.0, ,95.3, ,68.7, 
262,8/27/2022,239,0.22, ,0, ,606, ,16.0, ,89.7, ,55.3, ,70.3, ,94, ,34, ,63, ,57.2, ,4.1, ,97.7, ,69.8, 
262,8/28/2022,240,0.22, ,0, ,587, ,14.4, ,87.9, ,54.2, ,69.7, ,90, ,32, ,58, ,54.4, ,5.2, ,123.8, ,70.1, 
262,8/29/2022,241,0.22, ,0, ,574, ,15.1, ,90.8, ,57.7, ,71.4, ,88, ,28, ,58, ,55.6, ,5.6, ,135.3, ,70.6, 
262,8/30/2022,242,0.22, ,0, ,579, ,15.9, ,92.5, ,58.7, ,73.4, ,83, ,33, ,57, ,57.1, ,5.1, ,123.5, ,70.9, 
262,8/31/2022,243,0.23, ,0, ,586, ,14.5, ,94.0, ,54.6, ,71.5, ,91, ,25, ,55, ,54.5, ,4.5, ,108.6, ,68.8, 
