221,8/1/2022,213,0.28, ,0, ,572, ,22.1, ,105.7, ,79.4, ,92.7, ,73, ,26, ,42, ,66.3, ,4.4, ,104.7, ,96.6,R
221,8/2/2022,214,0.30, ,0, ,601, ,18.1, ,108.9, ,82.6, ,97.1, ,57, ,18, ,30, ,60.6, ,4.4, ,104.4, ,96.8,R
221,8/3/2022,215,0.33, ,0, ,633, ,15.7, ,111.3, ,85.6, ,99.7, ,37, ,16, ,24, ,56.7, ,4.5, ,106.8, ,97.4,R
221,8/4/2022,216,0.11,R,0.08, ,180, ,23.5, ,96.8,Y,82.1, ,88.6, ,73, ,28, ,51, ,68.1, ,5.4, ,130.5, ,95.9,R
221,8/5/2022,217,0.27, ,0.03, ,589, ,23.6, ,106.5, ,80.6, ,92.2, ,85, ,26, ,46, ,68.3, ,3.6, ,87.2, ,92.9,Y
221,8/6/2022,218,0.31, ,0, ,627, ,17.6, ,109.7, ,80.5, ,96.5, ,59, ,19, ,30, ,59.9, ,4.2, ,100.9, ,93.1,Y
221,8/7/2022,219,0.33, ,0, ,582, ,17.5, ,108.8, ,86.4, ,98.9, ,47, ,20, ,28, ,59.7, ,5.5, ,132.3, ,94.2,Y
221,8/8/2022,220,0.20, ,0, ,331, ,21.3, ,99.5, ,84.0, ,92.7, ,53, ,31, ,41, ,65.2, ,6.0, ,143.7, ,94.5,Y
221,8/9/2022,221,0.31, ,0, ,537, ,21.2, ,106.9, ,83.9, ,95.0, ,54, ,23, ,38, ,65.2, ,7.0, ,169.1, ,94.0,Y
221,8/10/2022,222,0.31, ,0, ,619, ,20.1, ,108.4, ,81.8, ,96.0, ,63, ,18, ,35, ,63.7, ,4.9, ,118.2, ,94.8,Y
221,8/11/2022,223,0.33, ,0, ,600, ,20.3, ,108.5, ,90.2, ,98.5, ,46, ,21, ,32, ,63.9, ,6.1, ,147.1, ,96.0,Y
221,8/12/2022,224,0.27, ,0.01, ,457, ,21.0, ,108.2, ,78.4, ,95.0, ,76, ,23, ,37, ,64.9, ,7.5, ,180.9, ,96.5,Y
221,8/13/2022,225,0.24, ,0.01, ,541, ,24.4,Y,110.1, ,77.1, ,91.9, ,82, ,27, ,48,Y,69.2,Y,3.9, ,92.5, ,95.4,Y
221,8/14/2022,226,0.35, ,0, ,609, ,22.5,Y,107.6, ,84.1, ,96.1, ,55, ,23, ,39,Y,66.9,Y,8.3, ,198.9, ,95.5,Y
221,8/15/2022,227,0.28, ,0, ,575, ,22.4,Y,108.3, ,83.1, ,95.7, ,65, ,24, ,39,Y,66.7,Y,5.1, ,122.2, ,95.8,Y
221,8/16/2022,228,0.33, ,0, ,580, ,19.7, ,109.9, ,89.6, ,98.2, ,45, ,21, ,32, ,63.0, ,6.9, ,164.6, ,96.5,Y
221,8/17/2022,229,0.34, ,0, ,586, ,19.9, ,109.9, ,87.1, ,99.1, ,44, ,20, ,31, ,63.4, ,6.6, ,159.2, ,96.7,Y
221,8/18/2022,230,0.32, ,0, ,587, ,20.6, ,110.2, ,89.1, ,99.5, ,48, ,15, ,32, ,64.3, ,6.3, ,150.5, ,97.4,R
221,8/19/2022,231,0.30, ,0, ,574, ,22.4, ,109.2, ,85.2, ,98.0, ,57, ,22, ,36, ,66.8, ,5.4, ,129.8, ,97.4,R
221,8/20/2022,232,0.34, ,0, ,578, ,23.3,Y,107.9, ,88.9, ,96.9, ,59, ,24, ,39,Y,67.9,Y,9.1, ,218.2, ,97.5,R
221,8/21/2022,233,0.34, ,0, ,599, ,22.8,Y,107.6, ,87.9, ,97.1, ,58, ,23, ,38,Y,67.3,Y,8.9, ,214.2, ,97.6,R
221,8/22/2022,234,0.31, ,0, ,596, ,19.8, ,109.3, ,83.6, ,97.1, ,61, ,15, ,33, ,63.2, ,6.2, ,148.8, ,97.5,R
221,8/23/2022,235,0.35, ,0, ,605, ,19.3, ,111.0, ,90.7, ,100.6, ,43, ,16, ,29, ,62.5, ,7.0, ,169.0, ,97.6,R
221,8/24/2022,236,0.30, ,0, ,465, ,20.6, ,108.0, ,85.2, ,96.6, ,49, ,24, ,35, ,64.4, ,8.1, ,194.2, ,97.6,R
221,8/25/2022,237,0.32, ,0, ,562, ,21.4, ,106.5, ,83.7, ,94.7, ,56, ,26, ,38, ,65.4, ,8.2, ,197.2, ,96.9,R
221,8/26/2022,238,0.30, ,0, ,586, ,17.2, ,109.7, ,85.6, ,97.8, ,44, ,15, ,28, ,59.2, ,5.1, ,122.9, ,97.2,R
221,8/27/2022,239,0.30, ,0, ,608, ,12.2, ,110.8, ,84.1, ,97.6, ,36, ,11, ,20, ,49.8, ,4.0, ,97.2, ,96.9,R
221,8/28/2022,240,0.31, ,0, ,593, ,19.0, ,110.9, ,80.5, ,97.2, ,44, ,25, ,32, ,62.1, ,5.3, ,126.4, ,96.6,R
221,8/29/2022,241,0.30, ,0, ,593, ,18.7, ,110.0, ,86.4, ,98.0, ,51, ,17, ,30, ,61.6, ,5.0, ,118.9, ,96.9,R
221,8/30/2022,242,0.30, ,0, ,590, ,14.8, ,113.8, ,84.3, ,100.7, ,39, ,12, ,22, ,55.1, ,3.7, ,88.3, ,96.9,R
221,8/31/2022,243,0.31, ,0, ,591, ,14.1, ,113.5, ,87.6, ,101.5, ,31, ,13, ,21, ,53.7, ,4.4, ,106.2, ,97.0,R
