252,8/1/2022,213,0.20, ,0.00, ,460, ,17.0, ,89.3, ,60.9, ,70.4,Y,93, ,39, ,67,Y,58.8,Y,6.7, ,159.7, ,69.3, 
252,8/2/2022,214,0.27, ,0, ,633, ,15.7, ,87.5, ,57.8, ,68.7, ,92, ,34, ,66, ,56.8, ,8.4, ,201.2, ,69.5, 
252,8/3/2022,215,0.28, ,0, ,632, ,15.9, ,87.9, ,56.7, ,68.3, ,97, ,38, ,67, ,57.1, ,9.0, ,215.0, ,69.6, 
252,8/4/2022,216,0.20, ,0, ,506, ,16.4, ,83.6, ,57.4, ,65.9, ,96, ,41, ,75, ,57.9, ,9.7, ,233.1, ,69.5, 
252,8/5/2022,217,0.25, ,0, ,658, ,16.7, ,82.0, ,59.1, ,67.0, ,93, ,52, ,74, ,58.5, ,11.2,Y,269.8,Y,69.4, 
252,8/6/2022,218,0.24, ,0, ,606, ,16.5, ,79.6, ,56.5, ,66.5, ,90, ,54, ,74, ,58.0, ,10.6, ,254.1, ,69.5, 
252,8/7/2022,219,0.26, ,0, ,671, ,15.4, ,80.7, ,53.1, ,65.3, ,95, ,50, ,72, ,56.1, ,10.3, ,248.3, ,69.2, 
252,8/8/2022,220,0.27, ,0, ,649, ,15.5, ,82.8, ,53.9, ,66.7, ,96, ,44, ,69, ,56.3, ,9.4, ,226.0, ,68.9, 
252,8/9/2022,221,0.27, ,0, ,661, ,15.4, ,83.0, ,55.6, ,66.9, ,95, ,43, ,68, ,56.1, ,10.4, ,249.4, ,68.8, 
252,8/10/2022,222,0.26, ,0, ,668, ,15.5, ,83.9, ,50.5, ,66.2, ,96, ,43, ,70, ,56.3, ,8.0, ,193.0, ,68.7, 
252,8/11/2022,223,0.25, ,0, ,622, ,15.3, ,83.9, ,49.8, ,65.2, ,97, ,46, ,72, ,56.1, ,7.9, ,189.6, ,68.7, 
252,8/12/2022,224,0.27, ,0, ,651, ,15.3, ,82.3, ,52.9, ,66.4, ,96, ,46, ,69, ,56.0, ,9.8, ,234.4, ,68.6, 
252,8/13/2022,225,0.28, ,0, ,662, ,14.1, ,83.0, ,49.2, ,66.3, ,95, ,34, ,64, ,53.8, ,8.7, ,207.8, ,68.4, 
252,8/14/2022,226,0.24, ,0, ,631, ,14.9, ,82.2, ,50.7, ,63.8, ,97, ,45, ,74, ,55.3, ,8.6, ,205.3, ,68.4, 
252,8/15/2022,227,0.22, ,0, ,605, ,15.1, ,82.4, ,51.4, ,62.0, ,99, ,47, ,80, ,55.6, ,7.5, ,179.8, ,68.4, 
252,8/16/2022,228,0.24, ,0, ,623, ,15.2, ,85.8, ,51.6, ,64.6, ,99, ,43, ,73, ,55.9, ,7.7, ,184.6, ,68.5, 
252,8/17/2022,229,0.14, ,0, ,365, ,15.7, ,78.5, ,53.0, ,63.4, ,97, ,51, ,79, ,56.6, ,8.6, ,206.0, ,68.5, 
252,8/18/2022,230,0.24, ,0, ,596, ,15.7, ,83.9, ,55.3, ,63.8, ,99, ,44, ,78, ,56.6, ,9.7, ,232.7, ,68.1, 
252,8/19/2022,231,0.23, ,0, ,591, ,15.7, ,79.5, ,54.3, ,63.0, ,99, ,53, ,80, ,56.8, ,11.0,Y,265.1,Y,68.2, 
252,8/20/2022,232,0.22, ,0, ,594, ,15.4, ,79.1, ,55.2, ,62.5, ,99, ,52, ,80, ,56.2, ,9.7, ,233.2, ,68.2, 
252,8/21/2022,233,0.22, ,0, ,598, ,15.5, ,74.9, ,55.6, ,62.2, ,94, ,60, ,81, ,56.3, ,10.3,Y,247.7,Y,68.2, 
252,8/22/2022,234,0.24,R,0, ,581, ,16.4, ,90.2, ,55.6, ,68.8, ,98, ,32, ,68, ,57.9, ,8.4, ,201.3, ,68.2, 
252,8/23/2022,235,0.22, ,0, ,571, ,16.6, ,81.1, ,56.5, ,64.3, ,99, ,51, ,80, ,58.2, ,10.5,Y,251.0,Y,68.7, 
252,8/24/2022,236,0.21, ,0, ,557, ,15.7, ,80.2, ,55.0, ,62.5, ,99, ,51, ,81, ,56.7, ,9.3, ,223.5, ,68.6, 
252,8/25/2022,237,0.21, ,0, ,554, ,16.0, ,80.3, ,56.4, ,63.5, ,98, ,51, ,80, ,57.3, ,9.2, ,220.4, ,68.5, 
252,8/26/2022,238,0.21, ,0, ,572, ,16.2, ,81.2, ,56.2, ,63.6, ,97, ,50, ,80, ,57.5, ,9.4, ,225.5, ,68.5, 
252,8/27/2022,239,0.21, ,0, ,572, ,15.8, ,78.5, ,55.8, ,62.7, ,98, ,53, ,81, ,56.9, ,9.3, ,223.3, ,68.6, 
252,8/28/2022,240,0.18, ,0, ,488, ,15.3, ,77.3, ,55.8, ,63.2, ,94, ,53, ,77, ,56.0, ,9.6,Y,230.8,Y,68.4, 
252,8/29/2022,241,0.21, ,0, ,568, ,15.1, ,78.4, ,52.6, ,62.9, ,97, ,54, ,77, ,55.6, ,8.1, ,195.0, ,68.1, 
252,8/30/2022,242,0.23, ,0, ,593, ,14.6, ,81.4, ,50.7, ,63.7, ,94, ,47, ,73, ,54.8, ,8.6, ,205.4, ,67.9, 
252,8/31/2022,243,0.23, ,0, ,582, ,14.9, ,85.4, ,50.2, ,64.6, ,94, ,45, ,72, ,55.3, ,7.1, ,169.5, ,67.7, 
