139,8/1/2022,213,--,N,0.08, ,291, ,18.4, ,85.4, ,61.2, ,72.6, ,100, ,47, ,67, ,61.2, ,2.2, ,52.6, ,76.4, 
139,8/2/2022,214,--,N,0, ,647, ,16.7, ,99.3, ,64.8, ,82.8, ,96, ,22, ,44, ,58.4, ,3.8, ,91.2, ,76.2, 
139,8/3/2022,215,--,N,0, ,664, ,15.2, ,100.2, ,65.9,Y,83.6, ,74, ,22, ,39, ,55.8, ,3.2, ,77.4, ,77.2, 
139,8/4/2022,216,--,N,0, ,650, ,14.1, ,100.2, ,65.2, ,81.1, ,82, ,18, ,39, ,53.8, ,3.2, ,76.5, ,78.0, 
139,8/5/2022,217,--,N,0.00, ,599, ,13.8, ,90.1, ,60.4, ,75.7, ,72, ,30, ,45, ,53.1, ,3.9, ,94.4, ,77.0, 
139,8/6/2022,218,--,N,0.02, ,683, ,14.2, ,90.7, ,62.0, ,74.8, ,81, ,28, ,48, ,53.9, ,4.4, ,105.5, ,75.9, 
139,8/7/2022,219,--,N,0.02, ,693,R,12.9, ,93.2, ,53.9, ,74.1, ,100, ,17, ,45, ,51.3, ,3.3, ,79.1, ,75.5, 
139,8/8/2022,220,--,N,0.07, ,682, ,13.5, ,93.1, ,54.2, ,73.5, ,99, ,20, ,48, ,52.6, ,3.2, ,76.1, ,75.1, 
139,8/9/2022,221,--,N,0, ,687,R,11.8, ,91.5, ,59.3, ,75.1, ,81, ,18, ,40, ,48.8, ,4.1, ,98.3, ,75.0, 
139,8/10/2022,222,--,N,0, ,684,R,12.7, ,92.1, ,60.2, ,75.4, ,72, ,21, ,42, ,50.8, ,4.3, ,102.1, ,74.6, 
139,8/11/2022,223,--,N,0, ,682,R,13.3, ,94.2, ,53.7, ,73.1, ,100, ,18, ,48, ,52.1, ,2.9, ,68.6, ,74.8, 
139,8/12/2022,224,--,N,0, ,685,R,11.9, ,94.8, ,52.9, ,74.1, ,100, ,15, ,41, ,49.1, ,3.3, ,79.6, ,74.2, 
139,8/13/2022,225,--,N,0, ,685,R,11.2, ,94.1, ,53.1, ,75.3, ,96, ,16, ,37, ,47.6, ,3.4, ,80.9, ,74.0, 
139,8/14/2022,226,--,N,0.08, ,684,R,12.0, ,98.8, ,52.6, ,76.1, ,100, ,10, ,39, ,49.3, ,2.6, ,62.7, ,73.6, 
139,8/15/2022,227,--,N,0.11, ,662,R,13.1, ,98.8, ,57.4, ,79.3, ,100, ,14, ,38, ,51.8, ,2.8, ,67.2, ,74.3, 
139,8/16/2022,228,--,N,0, ,649, ,12.3, ,102.9, ,59.8, ,81.1, ,81, ,11, ,34, ,50.0, ,2.3, ,55.7, ,75.2, 
139,8/17/2022,229,--,N,0, ,342, ,13.3, ,99.0, ,64.9, ,81.2,H,65,H,21,H,36, ,52.1, ,2.7, ,65.2, ,75.7, 
139,8/18/2022,230,--,N,0.06, ,634, ,12.7, ,102.4, ,65.2, ,82.8, ,70, ,13, ,33, ,51.0, ,2.9, ,69.4, ,75.6, 
139,8/19/2022,231,--,N,0.09, ,653,R,14.0, ,98.8, ,55.5, ,77.5, ,100, ,19, ,44, ,53.5, ,2.5, ,59.5, ,75.4, 
139,8/20/2022,232,--,N,0.05, ,648,R,13.6, ,100.0, ,55.7, ,79.0, ,100, ,14, ,40, ,52.7, ,2.9, ,70.4, ,75.2, 
139,8/21/2022,233,--,N,0.10, ,648,R,14.3, ,95.8, ,55.9, ,76.8, ,100, ,24, ,45, ,54.1, ,3.7, ,89.9, ,75.1, 
139,8/22/2022,234,--,N,0.09, ,635, ,15.3, ,97.7, ,55.9, ,77.4, ,100, ,24, ,48, ,56.0, ,2.9, ,70.3, ,74.8, 
139,8/23/2022,235,--,N,0, ,634, ,17.0, ,97.3, ,60.1, ,78.6, ,100, ,24, ,51, ,58.8, ,2.6, ,61.5, ,75.5, 
139,8/24/2022,236,--,N,0, ,639,R,14.8, ,97.1, ,58.7, ,77.5, ,100, ,19, ,46, ,55.1, ,2.6, ,62.4, ,76.0, 
139,8/25/2022,237,--,N,0, ,637,R,15.5, ,92.0, ,54.8, ,72.5, ,100, ,28, ,57, ,56.3, ,2.3, ,55.5, ,75.7, 
139,8/26/2022,238,--,N,0, ,641,R,14.0, ,94.1, ,52.5, ,73.0, ,100, ,15, ,50, ,53.5, ,2.4, ,57.0, ,74.7, 
139,8/27/2022,239,--,N,0, ,628,R,14.6, ,93.1, ,53.3, ,72.8, ,100, ,26, ,53, ,54.7, ,2.6, ,62.1, ,74.1, 
139,8/28/2022,240,--,N,0, ,627,R,13.3, ,90.7, ,54.1, ,71.4, ,100, ,18, ,51, ,52.2, ,2.3, ,54.9, ,74.1, 
139,8/29/2022,241,--,N,0.02, ,547, ,13.2, ,94.8, ,55.3, ,75.5, ,99, ,20, ,44, ,52.0, ,3.1, ,75.4, ,73.6, 
139,8/30/2022,242,--,N,0, ,609, ,12.7, ,97.1, ,56.6, ,77.3, ,92, ,17, ,40, ,50.8, ,3.1, ,73.8, ,73.7, 
139,8/31/2022,243,--,N,0, ,626,R,12.3, ,95.6, ,53.2, ,74.7, ,99, ,14, ,42, ,50.0, ,2.5, ,60.7, ,73.7, 
