144,8/1/2022,213,0.08, ,0.08, ,279, ,16.1, ,83.3, ,56.8, ,64.0, ,95, ,49, ,79, ,57.4, ,2.8, ,67.3, ,75.0, 
144,8/2/2022,214,0.21, ,0.02, ,599, ,15.4, ,87.0, ,54.6, ,66.8, ,94, ,38, ,69, ,56.2, ,3.6, ,86.0, ,74.9, 
144,8/3/2022,215,0.22, ,0.01, ,649, ,15.8, ,86.4, ,55.3, ,66.6, ,95, ,45, ,71, ,56.8, ,3.5, ,83.1, ,75.5, 
144,8/4/2022,216,0.22, ,0.03, ,643, ,15.6, ,84.5, ,53.6, ,65.9, ,91, ,47, ,71, ,56.4, ,3.8, ,90.5, ,75.9, 
144,8/5/2022,217,0.21, ,0.02, ,642, ,16.5, ,78.8, ,58.9, ,66.7, ,90, ,58, ,74, ,58.1, ,4.0, ,95.0, ,76.2,Y
144,8/6/2022,218,0.19, ,0.05, ,609, ,15.7, ,76.7, ,55.7, ,65.4, ,92, ,55, ,74, ,56.7, ,3.4, ,82.3, ,76.7,Y
144,8/7/2022,219,0.21, ,0.02, ,667, ,15.3, ,73.1, ,55.2, ,63.8, ,95, ,58, ,76, ,56.0, ,4.5, ,106.9, ,76.2,Y
144,8/8/2022,220,0.21, ,0.01,H,661, ,15.2, ,75.4, ,51.9, ,63.3, ,95, ,57, ,77, ,55.8, ,4.4, ,105.0, ,75.4, 
144,8/9/2022,221,0.21, ,0, ,655, ,15.4, ,75.6, ,54.7, ,64.1, ,94, ,52, ,75, ,56.1, ,4.5, ,108.7, ,74.7, 
144,8/10/2022,222,0.21, ,0.01, ,642, ,16.3, ,76.6, ,51.3, ,64.8, ,97, ,57, ,78, ,57.7, ,4.0, ,96.5, ,74.7, 
144,8/11/2022,223,0.21, ,0.04, ,653, ,15.1, ,78.7, ,48.2, ,62.9, ,96, ,53, ,77, ,55.6, ,3.5, ,83.9, ,74.5, 
144,8/12/2022,224,0.21, ,0, ,642, ,13.8, ,79.7, ,45.8, ,62.2, ,97, ,48, ,72, ,53.2, ,3.2, ,76.7, ,74.1, 
144,8/13/2022,225,0.22, ,0.01,H,654, ,13.4, ,86.1, ,46.0, ,63.1, ,95, ,41, ,68, ,52.4, ,2.7, ,64.2, ,73.9, 
144,8/14/2022,226,0.21, ,0.01,H,631, ,14.2, ,87.9, ,47.6, ,64.8, ,95, ,41, ,68, ,54.0, ,2.7, ,64.7, ,74.0, 
144,8/15/2022,227,0.22, ,0.07,H,622, ,14.3, ,89.8, ,47.9, ,67.2, ,93, ,35, ,63, ,54.2, ,2.6, ,62.9, ,74.4, 
144,8/16/2022,228,0.23, ,0.02, ,623, ,14.5, ,98.1,Y,48.5, ,69.2, ,91, ,31, ,59, ,54.5, ,2.8, ,66.5, ,74.9, 
144,8/17/2022,229,0.16, ,0.04, ,434, ,14.4, ,92.9, ,52.3, ,66.1, ,94, ,32, ,66, ,54.3, ,3.5, ,82.8, ,74.9, 
144,8/18/2022,230,0.19, ,0.01, ,613, ,14.7, ,81.3, ,51.3, ,61.2, ,97, ,50, ,80, ,54.9, ,4.0, ,95.4, ,74.4, 
144,8/19/2022,231,0.20, ,0.00, ,619, ,15.1, ,86.4, ,53.6, ,65.4, ,97, ,42, ,71, ,55.7, ,2.7, ,65.7, ,74.9, 
144,8/20/2022,232,0.21, ,0.06,H,614, ,14.6, ,92.7, ,49.2, ,66.6, ,94, ,36, ,66, ,54.7, ,2.7, ,64.4, ,75.1, 
144,8/21/2022,233,0.20, ,0.01, ,615, ,15.2, ,80.9, ,51.7, ,63.2, ,95, ,52, ,77, ,55.9, ,4.1, ,98.5, ,75.0, 
144,8/22/2022,234,0.20, ,0, ,602, ,15.9, ,85.0, ,51.2, ,65.6, ,97, ,44, ,74, ,57.0, ,3.6, ,86.4, ,75.0, 
144,8/23/2022,235,0.21, ,0.01,H,610, ,15.9, ,89.2, ,50.5, ,66.5, ,96, ,43, ,71, ,57.0, ,2.7, ,65.8, ,75.3, 
144,8/24/2022,236,0.20, ,0, ,609, ,15.1, ,81.8, ,52.1, ,63.4, ,95, ,51, ,76, ,55.6, ,3.1, ,74.6, ,75.5,Y
144,8/25/2022,237,0.17, ,0.03,H,544, ,15.6, ,79.0, ,53.7, ,62.4, ,94, ,55, ,81, ,56.4, ,3.3, ,79.3, ,75.3,Y
144,8/26/2022,238,0.17, ,0.03,H,548, ,15.2, ,83.4, ,53.9, ,62.1, ,96, ,48, ,80, ,55.8, ,3.4, ,82.2, ,75.6,Y
144,8/27/2022,239,0.16, ,0.01, ,541, ,14.7, ,74.5, ,51.6, ,60.6, ,96, ,57, ,81, ,54.8, ,3.3, ,78.9, ,75.5,Y
144,8/28/2022,240,0.17, ,0.04, ,549, ,14.7, ,83.2, ,50.3, ,62.9, ,94, ,44, ,75, ,54.9, ,3.0, ,72.7, ,75.0,Y
144,8/29/2022,241,0.18, ,0.00, ,545, ,14.8, ,78.0, ,54.4, ,64.0, ,92, ,53, ,73, ,55.1, ,4.0, ,96.4, ,75.0,Y
144,8/30/2022,242,0.17, ,0.01, ,551, ,15.1, ,79.4, ,52.0, ,62.9, ,95, ,52, ,77, ,55.6, ,3.7, ,87.8, ,74.5, 
144,8/31/2022,243,0.18, ,0.07, ,580, ,13.7, ,79.0, ,49.1, ,61.2, ,96, ,44, ,74, ,52.9, ,3.8, ,90.0, ,74.0, 
