192,8/1/2022,213,0.25, ,0.03, ,719, ,16.6, ,78.7, ,59.5, ,69.2, ,97, ,49, ,68, ,58.2, ,4.0, ,95.8, ,64.1, 
192,8/2/2022,214,0.21, ,0.07, ,604, ,14.7, ,79.1, ,55.9, ,67.0, ,89, ,45, ,65, ,54.8, ,3.7, ,88.4, ,64.3, 
192,8/3/2022,215,0.24, ,0.12, ,655, ,14.3, ,83.4, ,55.4, ,69.2, ,88, ,39, ,59, ,54.2, ,3.8, ,91.4, ,63.9, 
192,8/4/2022,216,0.14, ,0.02, ,405, ,15.3, ,80.5, ,57.8, ,67.9, ,86, ,48, ,66, ,56.0, ,3.6, ,85.8, ,63.9, 
192,8/5/2022,217,0.23, ,0.14, ,671, ,15.0, ,76.2, ,55.2, ,67.1, ,93, ,42, ,66, ,55.4, ,4.4, ,106.7, ,64.3, 
192,8/6/2022,218,0.25, ,0.03, ,704, ,11.4, ,83.8, ,49.9, ,66.6, ,91, ,22, ,51, ,47.9, ,3.4, ,81.9, ,63.6, 
192,8/7/2022,219,0.27, ,0.06,H,706, ,10.0, ,84.7, ,51.0, ,69.3, ,78, ,24, ,41, ,44.6, ,4.0, ,95.2, ,63.0, 
192,8/8/2022,220,0.25, ,0.02, ,677, ,13.3, ,81.1, ,54.5, ,69.5, ,73, ,44, ,54, ,52.1, ,4.9, ,117.8, ,62.9, 
192,8/9/2022,221,0.25, ,0.01, ,644, ,12.2, ,79.7, ,57.4, ,69.6, ,80, ,35, ,49, ,49.8, ,5.0, ,120.6, ,63.5, 
192,8/10/2022,222,0.25, ,0.07, ,681, ,12.7, ,78.6, ,56.5, ,68.3, ,76, ,40, ,54, ,50.8, ,5.9, ,142.3, ,63.5, 
192,8/11/2022,223,0.26, ,0.05, ,697, ,10.0, ,81.5, ,53.2, ,68.1, ,85, ,25, ,43, ,44.7, ,4.4, ,104.9, ,63.4, 
192,8/12/2022,224,0.26, ,0.13, ,682, ,9.9, ,82.9, ,51.4, ,67.9, ,80, ,23, ,43, ,44.4, ,4.1, ,98.8, ,62.9, 
192,8/13/2022,225,0.27, ,0.09, ,695, ,10.8, ,83.4, ,52.4, ,71.0, ,67, ,29, ,41, ,46.5, ,5.1, ,121.8, ,62.8, 
192,8/14/2022,226,0.26, ,0.12, ,680, ,10.0, ,81.5, ,50.4, ,69.3, ,68, ,26, ,41, ,44.5, ,4.4, ,106.8, ,63.2, 
192,8/15/2022,227,0.25, ,0.13, ,680, ,10.3, ,83.1, ,49.7, ,67.4, ,78, ,26, ,45, ,45.3, ,3.6, ,87.2, ,62.5, 
192,8/16/2022,228,0.14, ,0.07, ,385, ,11.3, ,83.7, ,52.9, ,67.8, ,74, ,32, ,49, ,47.7, ,3.0, ,70.8, ,62.4, 
192,8/17/2022,229,0.25, ,0.06, ,666, ,11.1, ,84.4, ,52.4, ,69.7, ,78, ,27, ,45, ,47.4, ,4.1, ,98.2, ,62.6, 
192,8/18/2022,230,0.19, ,0.11, ,527, ,11.3, ,86.1, ,52.9, ,67.5, ,81, ,26, ,49, ,47.8, ,2.9, ,69.3, ,62.8, 
192,8/19/2022,231,0.24, ,0.09, ,661, ,11.1, ,85.8, ,50.3, ,67.6, ,82, ,26, ,48, ,47.3, ,3.1, ,74.0, ,62.5, 
192,8/20/2022,232,0.23, ,0.02, ,648, ,13.3, ,84.4, ,53.6, ,68.5, ,76, ,30, ,56, ,52.2, ,4.0, ,96.3, ,62.6, 
192,8/21/2022,233,0.23, ,0.05, ,657, ,12.4, ,86.6, ,51.9, ,67.4, ,77, ,29, ,54, ,50.2, ,2.8, ,67.8, ,62.9, 
192,8/22/2022,234,0.23, ,0.12, ,660, ,12.0, ,87.4, ,51.9, ,67.8, ,77, ,25, ,52, ,49.3, ,3.1, ,75.4, ,62.8, 
192,8/23/2022,235,0.24, ,0.02, ,630, ,12.4, ,87.8, ,52.3, ,70.4, ,80, ,25, ,49, ,50.2, ,3.4, ,82.2, ,62.6, 
192,8/24/2022,236,0.18, ,0.00, ,490, ,14.9, ,81.1, ,57.4, ,69.7, ,84, ,41, ,60, ,55.3, ,4.4, ,106.3, ,63.1, 
192,8/25/2022,237,0.24, ,0.03, ,646, ,12.6, ,79.8, ,52.8, ,69.4, ,81, ,33, ,51, ,50.6, ,4.6, ,111.5, ,63.6, 
192,8/26/2022,238,0.24, ,0.06, ,653, ,10.0, ,84.6, ,50.6, ,66.7, ,78, ,27, ,45, ,44.6, ,3.4, ,82.3, ,63.1, 
192,8/27/2022,239,0.24, ,0.01, ,660, ,11.5, ,79.4, ,49.9, ,66.0, ,81, ,32, ,53, ,48.3, ,4.7, ,111.7, ,62.4, 
192,8/28/2022,240,0.22, ,0.03, ,644, ,13.8, ,74.2, ,54.5, ,66.3, ,88, ,48, ,62, ,53.1, ,5.6, ,135.1, ,62.7, 
192,8/29/2022,241,0.23, ,0.06, ,652, ,13.8, ,81.1, ,52.4, ,67.1, ,95, ,37, ,61, ,53.1, ,4.3, ,103.2, ,62.7, 
192,8/30/2022,242,0.23, ,0.08, ,652, ,12.5, ,87.2, ,52.2, ,69.6, ,92, ,23, ,51, ,50.6, ,3.0, ,70.9, ,62.9, 
192,8/31/2022,243,0.20, ,0.06, ,585, ,10.9, ,92.4,Y,50.9, ,71.2, ,82, ,19, ,42, ,46.9, ,2.5, ,58.9, ,62.7, 
