187,8/1/2022,213,0.10, ,0.01, ,335, ,16.5, ,82.4, ,58.5, ,66.3, ,88, ,54, ,75, ,58.0, ,4.1, ,98.8, ,75.9, 
187,8/2/2022,214,0.22, ,0, ,574, ,15.4, ,89.7, ,56.5, ,69.5, ,87, ,37, ,62, ,56.1, ,5.2, ,125.8, ,75.6, 
187,8/3/2022,215,0.23, ,0, ,642, ,16.2, ,89.5, ,54.8, ,68.5, ,90, ,40, ,68, ,57.6, ,4.7, ,113.3, ,75.8, 
187,8/4/2022,216,0.24, ,0, ,654, ,15.6, ,88.2, ,56.6, ,68.2, ,87, ,35, ,66, ,56.5, ,5.6, ,134.5, ,76.3,Y
187,8/5/2022,217,0.22, ,0, ,635, ,16.2, ,83.4, ,54.8, ,67.2, ,91, ,50, ,71, ,57.6, ,3.8, ,91.8, ,76.6,Y
187,8/6/2022,218,0.21, ,0, ,576, ,15.6, ,79.3, ,59.0, ,67.4, ,83, ,47, ,68, ,56.5, ,5.4, ,128.8, ,76.8,Y
187,8/7/2022,219,0.24, ,0, ,674, ,15.0, ,78.1, ,55.1, ,66.3, ,88, ,49, ,68, ,55.4, ,7.1, ,171.4, ,76.8,Y
187,8/8/2022,220,0.24, ,0, ,677, ,15.5, ,80.2, ,57.1, ,66.9, ,88, ,47, ,69, ,56.4, ,7.9, ,188.6, ,76.6,Y
187,8/9/2022,221,0.24, ,0, ,669, ,15.3, ,80.0, ,55.1, ,67.1, ,89, ,45, ,68, ,56.0, ,7.0, ,167.6, ,76.5,Y
187,8/10/2022,222,0.24, ,0, ,669, ,15.7, ,82.1, ,51.7, ,67.4, ,94, ,44, ,69, ,56.7, ,6.2, ,149.6, ,76.3,Y
187,8/11/2022,223,0.23, ,0, ,669, ,15.0, ,81.6, ,51.1, ,65.2, ,95, ,46, ,71, ,55.5, ,5.6, ,133.8, ,76.2,Y
187,8/12/2022,224,0.23, ,0, ,672,R,14.2, ,82.0, ,46.7, ,63.9, ,94, ,43, ,70, ,53.9, ,5.1, ,121.2, ,76.0,Y
187,8/13/2022,225,0.23, ,0, ,675,R,14.0, ,86.1, ,45.6, ,64.8, ,94, ,39, ,67, ,53.6, ,4.3, ,103.7, ,75.8,Y
187,8/14/2022,226,0.23, ,0, ,657, ,14.3, ,89.3, ,45.1, ,66.3, ,94, ,37, ,65, ,54.1, ,3.8, ,91.0, ,75.7,Y
187,8/15/2022,227,0.22, ,0, ,643, ,15.6, ,88.9, ,47.6, ,67.5, ,93, ,43, ,68, ,56.5, ,3.0, ,71.7, ,75.8,Y
187,8/16/2022,228,0.23, ,0, ,642, ,16.0, ,92.9, ,48.1, ,70.2, ,92, ,36, ,63, ,57.2, ,2.9, ,68.7, ,76.0,Y
187,8/17/2022,229,0.15, ,0, ,428, ,15.3, ,91.9, ,55.4, ,67.7, ,87, ,44, ,66, ,56.0, ,3.8, ,90.3, ,76.3,Y
187,8/18/2022,230,0.22, ,0, ,627, ,14.9, ,86.1, ,53.0, ,64.4, ,93, ,39, ,72, ,55.2, ,5.6, ,133.3, ,76.2,Y
187,8/19/2022,231,0.21, ,0, ,620, ,15.3, ,83.4, ,49.6, ,64.6, ,95, ,44, ,73, ,55.9, ,4.0, ,94.8, ,76.1,Y
187,8/20/2022,232,0.22, ,0, ,634, ,15.5, ,85.7, ,47.4, ,66.6, ,94, ,46, ,70, ,56.4, ,3.3, ,79.1, ,76.0,Y
187,8/21/2022,233,0.21, ,0, ,626, ,15.0, ,83.4, ,51.0, ,65.2, ,91, ,47, ,71, ,55.5, ,4.8, ,114.5, ,76.0,Y
187,8/22/2022,234,0.23, ,0, ,607, ,15.9, ,88.6, ,48.8, ,66.4, ,95, ,41, ,72, ,57.0, ,6.2, ,148.8, ,75.9,Y
187,8/23/2022,235,0.21, ,0, ,602, ,16.2, ,88.9, ,52.4, ,67.6, ,95, ,40, ,70, ,57.6, ,3.8, ,92.0, ,76.0,Y
187,8/24/2022,236,0.19, ,0, ,604, ,15.1, ,78.0, ,50.1, ,62.8, ,94, ,56, ,77, ,55.6, ,3.6, ,86.7, ,76.2,Y
187,8/25/2022,237,0.17, ,0, ,535, ,15.3, ,78.4, ,48.3, ,62.7, ,94, ,56, ,79, ,56.0, ,4.2, ,101.2, ,76.0,Y
187,8/26/2022,238,0.18, ,0, ,566, ,15.8, ,82.1, ,52.7, ,64.5, ,92, ,56, ,76, ,56.8, ,3.7, ,87.6, ,75.9,Y
187,8/27/2022,239,0.19, ,0, ,554, ,14.8, ,83.9, ,51.4, ,63.9, ,92, ,44, ,73, ,55.1, ,4.1, ,98.4, ,76.0,R
187,8/28/2022,240,0.19, ,0, ,571, ,14.5, ,82.2, ,49.0, ,63.8, ,93, ,46, ,72, ,54.5, ,4.1, ,98.0, ,76.0,R
187,8/29/2022,241,0.20, ,0, ,569, ,14.1, ,84.6, ,46.8, ,63.5, ,95, ,41, ,71, ,53.7, ,3.7, ,89.7, ,75.8,Y
187,8/30/2022,242,0.20, ,0, ,580, ,14.7, ,83.1, ,47.1, ,63.8, ,95, ,47, ,73, ,54.8, ,4.1, ,98.3, ,75.5,Y
187,8/31/2022,243,0.21, ,0, ,609, ,13.4, ,87.5, ,45.0, ,63.4, ,96, ,33, ,67, ,52.3, ,4.1, ,99.4, ,75.3,Y
