210,8/1/2022,213,0.17, ,0, ,526, ,15.8, ,74.0, ,57.8, ,63.4, ,94, ,63, ,79, ,56.9, ,4.0, ,95.6, ,74.9, 
210,8/2/2022,214,0.13, ,0, ,453, ,15.6, ,66.8, ,53.4, ,60.5, ,94, ,77, ,87, ,56.5, ,3.9, ,93.9, ,75.0, 
210,8/3/2022,215,0.19, ,0, ,604, ,16.1, ,72.3, ,56.6, ,61.9, ,96, ,67, ,85, ,57.3, ,4.4, ,104.4, ,74.9, 
210,8/4/2022,216,0.16, ,0, ,521, ,16.6, ,68.4, ,57.9, ,62.7, ,95, ,73, ,85, ,58.2, ,4.6, ,109.6, ,75.6,Y
210,8/5/2022,217,0.19, ,0, ,585, ,16.7, ,71.0, ,61.6,Y,65.5,Y,87, ,69, ,78,Y,58.5,Y,5.2,R,125.6,R,75.7,Y
210,8/6/2022,218,0.18, ,0, ,565, ,15.9, ,72.4, ,54.7, ,65.1, ,90, ,62, ,75, ,57.1, ,3.8, ,90.7, ,76.2,Y
210,8/7/2022,219,0.20, ,0, ,625, ,14.5, ,72.4, ,51.4, ,62.5, ,92, ,61, ,75, ,54.5, ,3.7, ,89.5, ,76.1,Y
210,8/8/2022,220,0.21, ,0, ,654, ,15.3, ,74.3, ,50.1, ,63.9, ,92, ,59, ,76, ,56.0, ,3.7, ,89.1, ,76.0,Y
210,8/9/2022,221,0.21, ,0, ,654, ,17.0, ,75.5, ,55.7, ,66.6,Y,91, ,60, ,77,Y,59.0,Y,3.7, ,88.5, ,76.2,Y
210,8/10/2022,222,0.22,R,0, ,651, ,16.2, ,78.5,Y,52.4, ,66.1,Y,90, ,50, ,74,Y,57.5,Y,3.6, ,86.7, ,76.4,Y
210,8/11/2022,223,0.21, ,0, ,639, ,17.1, ,--,S,51.4, ,64.9,H,94,H,61,H,81, ,59.1, ,3.8, ,91.8, ,76.4,Y
210,8/12/2022,224,0.21, ,0, ,649, ,16.9, ,--,S,53.3, ,65.6,H,94,H,58,H,79, ,58.7, ,3.9, ,94.6, ,76.3,Y
210,8/13/2022,225,0.21, ,0, ,642, ,17.7,Y,78.4,Y,49.5, ,65.7,H,92,H,63,H,82,Y,60.0,Y,3.9, ,92.7, ,76.1,Y
210,8/14/2022,226,0.17,R,0, ,574, ,19.4,R,80.5,Y,61.2,Y,66.9,Y,94,H,72,H,--,R,--,I,4.2, ,101.1, ,76.5,Y
210,8/15/2022,227,0.11, ,0, ,374, ,16.7, ,67.1, ,54.3, ,61.2, ,96, ,80, ,90, ,58.4, ,3.6, ,87.6, ,76.4,Y
210,8/16/2022,228,0.16, ,0, ,559, ,15.4, ,67.3, ,50.6, ,59.1, ,97, ,74, ,90, ,56.1, ,4.2, ,100.3, ,75.6,Y
210,8/17/2022,229,0.13, ,0.02, ,440, ,16.4, ,68.1, ,56.3, ,60.8, ,98, ,75, ,90, ,57.9, ,4.1, ,97.9, ,75.4,Y
210,8/18/2022,230,0.15, ,0.00, ,505, ,16.6, ,70.3, ,58.1, ,61.8, ,99, ,69, ,88, ,58.2, ,3.9, ,93.3, ,75.2, 
210,8/19/2022,231,0.10, ,0.01, ,348, ,17.3, ,69.7, ,57.1, ,61.6, ,98, ,79, ,92, ,59.4, ,4.2, ,100.8, ,75.2, 
210,8/20/2022,232,0.14, ,0, ,470, ,16.7, ,67.5, ,58.3, ,61.3, ,98, ,77, ,90, ,58.4, ,5.5,R,132.1,R,74.6, 
210,8/21/2022,233,0.15, ,0, ,510, ,16.2, ,70.6, ,58.0, ,62.1, ,92, ,68, ,85, ,57.5, ,3.8, ,90.8, ,74.8, 
210,8/22/2022,234,0.19, ,0, ,599, ,17.1, ,77.8, ,56.4, ,65.3, ,93, ,55, ,80, ,59.0, ,4.3, ,102.2, ,75.6,Y
210,8/23/2022,235,0.08, ,0.02, ,297, ,18.1, ,66.0, ,59.0, ,62.5, ,100, ,82, ,94, ,60.6, ,4.0, ,96.2, ,75.9,Y
210,8/24/2022,236,0.13, ,0.03, ,456, ,17.1, ,69.5, ,57.8, ,61.4, ,100, ,75, ,92, ,59.0, ,4.3, ,104.2, ,74.8, 
210,8/25/2022,237,0.13, ,0.03,H,423, ,17.3, ,70.9, ,58.4, ,62.2, ,100, ,72, ,90, ,59.3, ,3.7, ,87.8, ,74.7, 
210,8/26/2022,238,0.14, ,0.02, ,476, ,17.0, ,71.0, ,55.2, ,61.8, ,99, ,73, ,90, ,58.9, ,3.7, ,88.3, ,74.9, 
210,8/27/2022,239,0.16, ,0.02, ,543, ,16.3, ,68.9, ,56.0, ,61.1, ,99, ,69, ,89, ,57.7, ,4.4,Y,106.4,Y,75.1, 
210,8/28/2022,240,0.15, ,0, ,465, ,15.2, ,70.1, ,54.0, ,62.3, ,93, ,63, ,79, ,55.8, ,4.4,Y,106.2,Y,75.1, 
210,8/29/2022,241,0.17, ,0, ,525, ,13.7, ,69.6, ,50.7, ,59.9, ,92, ,64, ,78, ,52.9, ,4.2, ,99.9, ,74.8, 
210,8/30/2022,242,0.18, ,0, ,584, ,14.2, ,70.4, ,49.1, ,61.1, ,92, ,62, ,77, ,54.0, ,4.0, ,96.8, ,74.6, 
210,8/31/2022,243,0.18, ,0, ,566, ,14.7, ,75.8, ,48.1, ,60.9, ,94, ,64, ,80, ,54.9, ,3.4, ,82.4, ,74.6, 
