170,8/1/2022,213,0.08, ,0, ,243, ,15.4, ,80.7, ,61.6, ,67.7, ,84, ,40, ,66, ,56.1, ,3.1, ,73.9, ,68.8, 
170,8/2/2022,214,0.25, ,0, ,654, ,14.7, ,92.6, ,58.5, ,74.6, ,83, ,30, ,50, ,54.8, ,3.7, ,87.8, ,68.2, 
170,8/3/2022,215,0.26, ,0, ,679, ,15.4, ,91.6, ,62.9,Y,76.4, ,76, ,34, ,49, ,56.1, ,4.3, ,103.0, ,69.2, 
170,8/4/2022,216,0.25, ,0, ,667, ,13.7, ,89.1, ,61.8, ,72.3, ,83, ,18, ,51, ,53.0, ,4.7, ,111.7, ,69.5, 
170,8/5/2022,217,0.21, ,0, ,624, ,16.2, ,79.9, ,61.4, ,68.2, ,82, ,53, ,69, ,57.6, ,5.5, ,132.2, ,68.8, 
170,8/6/2022,218,0.23, ,0, ,669, ,15.3, ,81.1, ,61.1, ,68.5, ,82, ,41, ,64, ,56.0, ,5.3, ,126.5, ,68.7, 
170,8/7/2022,219,0.23, ,0, ,691,R,15.1, ,82.5, ,60.4, ,69.0, ,83, ,40, ,63, ,55.6, ,5.0, ,119.1, ,68.6, 
170,8/8/2022,220,0.24, ,0, ,680, ,15.5, ,83.4, ,60.2, ,69.5, ,85, ,37, ,63, ,56.3, ,5.1, ,122.6, ,68.4, 
170,8/9/2022,221,0.23, ,0, ,685,R,15.5, ,82.4, ,60.7, ,69.5, ,85, ,39, ,63, ,56.3, ,4.8, ,114.5, ,68.5, 
170,8/10/2022,222,0.23, ,0, ,682,R,15.9, ,83.2, ,57.8, ,69.9, ,89, ,41, ,64, ,57.1, ,4.4, ,104.7, ,68.5, 
170,8/11/2022,223,0.24, ,0, ,681,R,15.5, ,86.7, ,61.4, ,70.8, ,86, ,32, ,60, ,56.4, ,4.5, ,108.8, ,68.6, 
170,8/12/2022,224,0.24, ,0, ,687,R,14.4, ,88.1, ,60.1, ,70.9, ,83, ,28, ,56, ,54.4, ,4.7, ,112.0, ,68.6, 
170,8/13/2022,225,0.25, ,0, ,692,R,13.7, ,91.8, ,57.8, ,72.4, ,84, ,19, ,50, ,52.9, ,3.8, ,92.2, ,68.5, 
170,8/14/2022,226,0.25, ,0, ,690,R,14.2, ,93.6, ,52.6, ,72.7, ,90, ,22, ,52, ,54.0, ,3.0, ,72.4, ,68.5, 
170,8/15/2022,227,0.24, ,0, ,668,R,15.5, ,96.6, ,56.8, ,74.4, ,93, ,23, ,54, ,56.4, ,3.0, ,71.6, ,68.9, 
170,8/16/2022,228,0.25, ,0, ,654, ,14.1, ,101.4,Y,55.9, ,78.0,Y,91, ,14, ,43,Y,53.7,Y,2.9, ,70.0, ,69.5, 
170,8/17/2022,229,0.18, ,0, ,441, ,13.9, ,93.8, ,62.9, ,76.0, ,76, ,17, ,45, ,53.4, ,3.4, ,81.9, ,69.9, 
170,8/18/2022,230,0.23, ,0, ,643, ,15.0, ,89.7, ,59.4, ,72.4, ,83, ,32, ,55, ,55.4, ,4.3, ,103.0, ,69.3, 
170,8/19/2022,231,0.24, ,0, ,663,R,15.1, ,92.6, ,60.2, ,73.3, ,82, ,26, ,54, ,55.6, ,4.1, ,98.9, ,69.3, 
170,8/20/2022,232,0.24, ,0, ,657,R,14.7, ,95.9, ,57.1, ,74.9, ,90, ,21, ,50, ,54.9, ,3.3, ,78.4, ,69.6, 
170,8/21/2022,233,0.22, ,0, ,652,R,15.4, ,79.9, ,59.5, ,67.6, ,87, ,48, ,67, ,56.1, ,5.5, ,130.9, ,69.4, 
170,8/22/2022,234,0.23, ,0, ,647,R,15.9, ,91.8, ,58.8, ,72.8, ,84, ,32, ,58, ,57.1, ,4.7, ,113.2, ,68.9, 
170,8/23/2022,235,0.23, ,0, ,643,R,17.2, ,94.5, ,60.6, ,74.2, ,88, ,32, ,60, ,59.3, ,3.9, ,92.6, ,69.8, 
170,8/24/2022,236,0.22, ,0, ,642,R,15.9, ,87.7, ,59.2, ,70.6, ,92, ,32, ,62, ,57.1, ,4.4, ,104.4, ,69.9, 
170,8/25/2022,237,0.22, ,0, ,637,R,15.9, ,85.6, ,59.7, ,69.0, ,89, ,39, ,66, ,57.0, ,5.0, ,118.9, ,69.6, 
170,8/26/2022,238,0.21, ,0, ,627, ,16.0, ,87.0, ,59.1, ,69.4, ,90, ,36, ,65, ,57.3, ,4.4, ,106.4, ,69.4, 
170,8/27/2022,239,0.21, ,0, ,628,R,15.3, ,83.2, ,57.8, ,67.4, ,88, ,42, ,67, ,56.0, ,5.1, ,123.2, ,69.1, 
170,8/28/2022,240,0.20, ,0, ,623,R,14.8, ,81.0, ,57.2, ,66.8, ,88, ,41, ,66, ,55.0, ,4.3, ,103.1, ,68.6, 
170,8/29/2022,241,0.20, ,0, ,584, ,14.8, ,83.4, ,58.8, ,68.3, ,86, ,39, ,63, ,55.1, ,4.8, ,115.7, ,68.4, 
170,8/30/2022,242,0.21, ,0, ,608, ,15.1, ,84.7, ,58.4, ,68.8, ,87, ,40, ,63, ,55.6, ,4.6, ,111.4, ,68.4, 
170,8/31/2022,243,0.21, ,0, ,621,R,14.3, ,88.7, ,56.4, ,69.0, ,91, ,27, ,59, ,54.1, ,4.0, ,96.2, ,68.3, 
