243,8/1/2022,213,0.11, ,0, ,282, ,16.6, ,82.9, ,62.5, ,71.3, ,88, ,38, ,63, ,58.3, ,5.1, ,121.4, ,76.3, 
243,8/2/2022,214,0.25, ,0, ,496, ,16.7, ,97.0, ,61.2, ,77.9, ,90, ,30, ,51, ,58.3, ,6.7, ,161.7, ,77.0, 
243,8/3/2022,215,0.24, ,0, ,505, ,15.4, ,97.5, ,62.1, ,78.4, ,74, ,28, ,46, ,56.1, ,5.5, ,131.0, ,78.3,Y
243,8/4/2022,216,0.27, ,0, ,497, ,13.9, ,92.5, ,62.9, ,75.8, ,85, ,18, ,46, ,53.4, ,8.5, ,203.9, ,78.7,Y
243,8/5/2022,217,0.18, ,0, ,408, ,16.2, ,84.5, ,62.0, ,70.1, ,83, ,43, ,65, ,57.6, ,11.1, ,265.5, ,77.9, 
243,8/6/2022,218,0.22, ,0, ,517, ,15.6, ,83.5, ,60.9, ,70.0, ,85, ,39, ,62, ,56.5, ,10.2, ,244.9, ,77.2, 
243,8/7/2022,219,0.23, ,0, ,522, ,15.0, ,86.4, ,58.3, ,70.2, ,91, ,36, ,60, ,55.5, ,9.8, ,235.4, ,76.9, 
243,8/8/2022,220,0.24, ,0, ,506, ,14.8, ,87.2, ,59.7, ,71.3, ,87, ,30, ,56, ,55.0, ,10.2, ,245.1, ,76.7, 
243,8/9/2022,221,0.24, ,0, ,511, ,14.7, ,84.2, ,61.6, ,70.7, ,82, ,33, ,57, ,54.9, ,10.6, ,253.7, ,76.7, 
243,8/10/2022,222,0.22, ,0, ,519, ,15.0, ,87.2, ,57.5, ,71.2, ,91, ,29, ,58, ,55.4, ,7.2, ,171.7, ,76.6, 
243,8/11/2022,223,0.23, ,0, ,514, ,14.1, ,88.9, ,48.3,Y,70.2, ,98, ,22, ,56, ,53.7, ,6.8, ,162.4, ,76.6, 
243,8/12/2022,224,0.24, ,0, ,519, ,13.2, ,89.7, ,49.9,Y,69.8, ,95, ,22, ,53, ,51.9, ,6.4, ,154.1, ,76.4, 
243,8/13/2022,225,0.22, ,0, ,520, ,12.8, ,93.7, ,49.1,Y,69.7, ,96, ,20, ,52, ,51.1, ,4.8, ,114.6, ,76.2, 
243,8/14/2022,226,0.21, ,0, ,517, ,13.3, ,97.1, ,44.6,R,71.9, ,96, ,16, ,50, ,52.1, ,4.2, ,100.0, ,76.0, 
243,8/15/2022,227,0.21, ,0, ,507, ,14.1, ,99.0, ,51.4, ,75.0, ,93, ,15, ,48, ,53.8, ,3.7, ,89.4, ,76.9, 
243,8/16/2022,228,0.24, ,0, ,465, ,13.3, ,102.4,Y,64.2, ,87.1,Y,93, ,15, ,30,Y,52.2,Y,3.8, ,91.9, ,78.2,Y
243,8/17/2022,229,0.15,R,0, ,300, ,14.1, ,91.0, ,62.7, ,77.5, ,71, ,28, ,44, ,53.6, ,5.2, ,125.0, ,78.1,Y
243,8/18/2022,230,0.27, ,0, ,563, ,13.9, ,96.2, ,60.7, ,76.2, ,71, ,26, ,45, ,53.3, ,7.1, ,170.6, ,77.8,Y
243,8/19/2022,231,0.25, ,0, ,584, ,14.5, ,95.8, ,55.9, ,74.2, ,83, ,25, ,50, ,54.6, ,5.2, ,124.5, ,78.0,Y
243,8/20/2022,232,0.24, ,0, ,580, ,14.4, ,100.8, ,50.8, ,74.6, ,97, ,18, ,49, ,54.3, ,3.9, ,92.5, ,77.8,Y
243,8/21/2022,233,0.26, ,0, ,572, ,15.0, ,86.2, ,54.1, ,70.1, ,89, ,31, ,59, ,55.4, ,9.5, ,227.4, ,77.9,Y
243,8/22/2022,234,0.24, ,0, ,565, ,16.0, ,93.8, ,57.2, ,73.9, ,89, ,28, ,56, ,57.1, ,6.6, ,158.8, ,77.5,Y
243,8/23/2022,235,0.22, ,0, ,563, ,17.1, ,97.0, ,54.6, ,75.5, ,95, ,26, ,57, ,59.1, ,3.9, ,93.4, ,78.2,Y
243,8/24/2022,236,0.24, ,0, ,330, ,15.1, ,93.3, ,61.5, ,77.5, ,92, ,29, ,47, ,55.6, ,8.1, ,194.3, ,79.0,R
243,8/25/2022,237,0.23, ,0, ,563, ,16.0, ,87.9, ,55.8, ,70.3, ,95, ,36, ,63, ,57.2, ,7.7, ,184.1, ,78.2,Y
243,8/26/2022,238,0.22, ,0, ,558, ,15.7, ,91.8, ,54.8, ,71.3, ,98, ,29, ,60, ,56.7, ,6.5, ,156.0, ,77.9,Y
243,8/27/2022,239,0.22, ,0, ,556, ,14.8, ,87.4, ,51.8, ,69.7, ,95, ,36, ,60, ,55.1, ,6.8, ,162.2, ,77.8,Y
243,8/28/2022,240,0.23, ,0, ,547, ,14.1, ,85.5, ,56.1, ,68.6, ,94, ,30, ,59, ,53.8, ,8.5, ,202.9, ,77.4,Y
243,8/29/2022,241,0.23, ,0, ,534, ,14.3, ,90.8, ,58.3, ,70.8, ,88, ,26, ,56, ,54.1, ,7.7, ,184.9, ,77.0,Y
243,8/30/2022,242,0.24, ,0, ,531, ,14.7, ,91.1, ,55.2, ,72.1, ,88, ,28, ,54, ,54.8, ,8.0, ,192.5, ,77.2,Y
243,8/31/2022,243,0.22, ,0, ,539, ,13.1, ,95.6, ,55.2, ,71.6, ,90, ,17, ,49, ,51.7, ,5.3, ,127.7, ,77.1,Y
