147,8/1/2022,213,0.24, ,0, ,668, ,20.2, ,84.5, ,63.9, ,73.2, ,99, ,50, ,72, ,63.8, ,3.6, ,87.4, ,77.2, 
147,8/2/2022,214,0.24, ,0, ,689, ,20.4, ,84.7, ,64.9, ,73.6, ,97, ,48, ,72, ,64.1, ,3.6, ,87.4, ,77.0, 
147,8/3/2022,215,0.19, ,0, ,560, ,20.6, ,82.3, ,64.5, ,71.7, ,99, ,58, ,78, ,64.4, ,3.3, ,78.7, ,77.4, 
147,8/4/2022,216,0.10, ,0, ,334, ,20.5, ,82.8, ,63.9, ,70.1, ,99, ,52, ,82, ,64.3, ,2.6, ,62.0, ,76.7, 
147,8/5/2022,217,0.24, ,0, ,687, ,20.9, ,87.1, ,64.7, ,73.9, ,97, ,50, ,73, ,64.8, ,3.7, ,88.5, ,77.0, 
147,8/6/2022,218,0.24, ,0, ,698, ,21.3, ,85.9, ,63.1, ,73.5, ,98, ,56, ,75, ,65.2, ,3.6, ,85.5, ,77.6, 
147,8/7/2022,219,0.18, ,0, ,501, ,20.1, ,86.5, ,63.9, ,73.4, ,96, ,48, ,71, ,63.6, ,3.2, ,77.6, ,77.6, 
147,8/8/2022,220,0.23, ,0, ,653, ,20.0, ,86.1, ,63.9, ,74.8, ,95, ,47, ,68, ,63.5, ,3.4, ,81.4, ,77.6, 
147,8/9/2022,221,0.25, ,0, ,683, ,20.5, ,88.5, ,66.6, ,76.7, ,99, ,33, ,65, ,64.2, ,3.3, ,79.5, ,78.3, 
147,8/10/2022,222,0.25, ,0, ,684, ,20.8, ,90.9, ,66.3, ,76.7, ,96, ,46, ,66, ,64.6, ,3.6, ,86.5, ,78.6, 
147,8/11/2022,223,0.25, ,0, ,695,R,20.0, ,90.2, ,65.1, ,76.1, ,89, ,43, ,65, ,63.4, ,3.8, ,90.4, ,78.5, 
147,8/12/2022,224,0.22, ,0, ,587, ,20.1, ,88.7, ,64.1, ,74.7, ,92, ,40, ,69, ,63.6, ,3.4, ,80.7, ,78.4, 
147,8/13/2022,225,0.22, ,0, ,639, ,21.8, ,86.7, ,66.1, ,74.4, ,93, ,58, ,75, ,66.0, ,3.5, ,83.5, ,78.5, 
147,8/14/2022,226,0.22, ,0, ,649, ,21.8, ,85.6, ,65.2, ,73.8, ,99, ,55, ,76, ,65.9, ,3.3, ,79.0, ,78.6, 
147,8/15/2022,227,0.21, ,0, ,626, ,22.3, ,83.4, ,64.1, ,73.1, ,99, ,63, ,80, ,66.6, ,3.6, ,85.4, ,78.9, 
147,8/16/2022,228,0.22, ,0, ,428, ,21.7, ,82.8, ,64.6, ,73.4, ,100, ,60, ,77, ,65.9, ,3.7, ,87.6, ,79.4, 
147,8/17/2022,229,0.22, ,0, ,619, ,21.8, ,85.0, ,64.1, ,73.1, ,100, ,59, ,78, ,65.9, ,3.6, ,86.2, ,78.4, 
147,8/18/2022,230,0.21, ,0, ,600, ,21.6, ,85.1, ,64.6, ,73.3, ,97, ,55, ,77, ,65.7, ,3.9, ,93.5, ,78.6, 
147,8/19/2022,231,0.20, ,0, ,594, ,19.8, ,79.8, ,64.5, ,70.5, ,93, ,62, ,78, ,63.2, ,3.6, ,87.5, ,78.5, 
147,8/20/2022,232,0.19, ,0, ,576, ,19.4, ,79.1, ,63.4, ,69.8, ,92, ,62, ,78, ,62.6, ,3.6, ,87.5, ,78.1, 
147,8/21/2022,233,0.15, ,0, ,464, ,19.7, ,78.2, ,65.0, ,69.3, ,90, ,66, ,81, ,63.1, ,3.6, ,85.7, ,77.6, 
147,8/22/2022,234,0.19, ,0, ,558, ,20.6, ,82.4, ,64.4, ,71.5, ,91, ,62, ,78, ,64.3, ,3.8, ,90.5, ,77.6, 
147,8/23/2022,235,0.19, ,0, ,566, ,20.5, ,81.5, ,65.8, ,71.3, ,93, ,60, ,78, ,64.2, ,3.4, ,82.5, ,77.9, 
147,8/24/2022,236,0.20, ,0, ,286, ,20.7, ,79.6, ,64.5, ,71.1, ,99, ,61, ,80, ,64.5, ,3.5, ,83.1, ,78.6, 
147,8/25/2022,237,0.21, ,0,H,597,H,20.7,H,83.5, ,64.9, ,72.9,H,99,H,50,H,75, ,64.5, ,3.4,H,81.6,H,77.7,H
147,8/26/2022,238,0.21, ,0, ,596, ,21.9, ,84.2, ,65.7, ,73.1, ,97, ,62, ,79, ,66.1, ,3.7, ,87.9, ,77.9, 
147,8/27/2022,239,0.19, ,0, ,574, ,20.5, ,79.2, ,64.5, ,71.0, ,99, ,61, ,79, ,64.2, ,3.7, ,87.9, ,78.2, 
147,8/28/2022,240,0.19, ,0, ,563, ,19.5, ,79.2, ,62.4, ,70.4, ,99, ,62, ,77, ,62.8, ,3.5, ,84.5, ,77.8, 
147,8/29/2022,241,0.20, ,0, ,587, ,20.5, ,81.2, ,63.9, ,72.0, ,99, ,62, ,76, ,64.1, ,3.7, ,88.3, ,77.7, 
147,8/30/2022,242,0.22, ,0, ,595, ,21.2, ,89.2, ,64.3, ,75.2, ,99, ,49, ,71, ,65.2, ,3.3, ,79.3, ,78.0, 
147,8/31/2022,243,0.24, ,0, ,582, ,18.2, ,96.0, ,65.4, ,80.5, ,91, ,27, ,51, ,60.9, ,3.4, ,81.3, ,78.3, 
