213,8/1/2022,213,0.08, ,0.03, ,265, ,15.5, ,75.3, ,56.6, ,63.1,H,100,H,50,H,79, ,56.3, ,3.7, ,87.8, ,65.9, 
213,8/2/2022,214,0.16, ,0.01, ,522, ,15.9, ,71.7, ,55.3, ,61.5, ,100, ,68, ,85, ,57.0, ,5.7, ,138.0, ,66.8, 
213,8/3/2022,215,0.18, ,0, ,630, ,16.1, ,65.7, ,55.5, ,59.7, ,100, ,77, ,92, ,57.3, ,6.7, ,160.9, ,67.1, 
213,8/4/2022,216,0.15, ,0.01, ,517, ,16.5, ,67.2, ,56.2, ,60.0, ,100, ,77, ,93, ,58.0, ,7.8, ,187.5, ,67.2, 
213,8/5/2022,217,0.18, ,0.00, ,605, ,16.5, ,67.4, ,57.5, ,61.4, ,99, ,77, ,89, ,58.0, ,7.9, ,190.1, ,67.7, 
213,8/6/2022,218,0.15, ,0.02, ,508, ,16.1, ,67.6, ,58.2, ,61.5, ,100, ,71, ,86, ,57.3, ,6.1, ,146.2, ,68.4, 
213,8/7/2022,219,0.19, ,0.01, ,616, ,15.5, ,68.5, ,57.7, ,61.9, ,99, ,67, ,82, ,56.4, ,5.6, ,133.6, ,68.6, 
213,8/8/2022,220,0.19, ,0.02, ,638, ,16.3, ,70.8, ,56.1, ,62.5, ,100, ,65, ,84, ,57.7, ,4.8, ,115.0, ,68.8, 
213,8/9/2022,221,0.20, ,0.02, ,657, ,16.4, ,69.6, ,57.0, ,62.8, ,100, ,68, ,84, ,58.0, ,5.2, ,125.2, ,69.4, 
213,8/10/2022,222,0.19, ,0.04, ,630, ,16.9, ,72.5, ,57.7, ,63.9, ,100, ,64, ,83, ,58.7, ,4.5, ,107.9, ,69.7, 
213,8/11/2022,223,0.20, ,0.01, ,646, ,16.3, ,69.8, ,58.0, ,62.9, ,100, ,67, ,83, ,57.7, ,6.2, ,149.5, ,69.8, 
213,8/12/2022,224,0.20, ,0.00, ,647, ,15.3, ,73.0, ,55.8, ,62.9, ,100, ,54, ,78, ,56.0, ,6.3, ,150.7, ,69.7, 
213,8/13/2022,225,0.20, ,0, ,657, ,15.3, ,71.8, ,55.8, ,62.1, ,100, ,58, ,80, ,56.0, ,6.3, ,150.8, ,69.5, 
213,8/14/2022,226,0.20, ,0, ,652, ,15.4, ,72.6, ,55.1, ,62.0, ,100, ,59, ,81, ,56.2, ,5.8, ,139.8, ,69.3, 
213,8/15/2022,227,0.20, ,0, ,640, ,15.1, ,73.6, ,54.7, ,61.5, ,100, ,59, ,81, ,55.7, ,6.1, ,145.6, ,69.2, 
213,8/16/2022,228,0.21, ,0.01, ,633, ,15.2, ,80.8, ,54.4, ,64.1, ,100, ,49, ,74, ,55.8, ,5.3, ,126.5, ,69.5, 
213,8/17/2022,229,0.11, ,0.00, ,391, ,15.4, ,67.3, ,54.4, ,58.4, ,100, ,74, ,92, ,56.2, ,5.9, ,142.7, ,68.8, 
213,8/18/2022,230,0.16, ,0.03, ,596, ,15.6, ,65.3, ,52.0, ,57.9, ,100, ,80, ,95, ,56.6, ,7.0, ,167.9, ,68.3, 
213,8/19/2022,231,0.17, ,0, ,600, ,15.6, ,65.1, ,54.7, ,59.2, ,100, ,78, ,91, ,56.6, ,7.0, ,168.6, ,68.7, 
213,8/20/2022,232,0.18, ,0.00, ,632, ,15.7, ,68.4, ,55.0, ,59.1, ,100, ,72, ,92, ,56.7, ,6.5, ,155.5, ,68.7, 
213,8/21/2022,233,0.13, ,0.02, ,476, ,15.9, ,65.1, ,54.5, ,58.1, ,100, ,86, ,96, ,57.0, ,8.5, ,202.8, ,68.5, 
213,8/22/2022,234,0.19, ,0, ,614, ,16.3, ,74.5, ,53.8, ,63.0, ,100, ,62, ,83, ,57.7, ,6.5, ,155.2, ,68.8, 
213,8/23/2022,235,0.18, ,0.02, ,607, ,16.5, ,70.4, ,55.5, ,61.0, ,100, ,70, ,90, ,58.0, ,6.0, ,143.2, ,70.1, 
213,8/24/2022,236,0.12, ,0.00, ,458, ,15.3, ,63.8, ,54.4, ,56.9, ,100, ,84, ,97, ,56.0, ,7.0, ,167.7, ,69.6, 
213,8/25/2022,237,0.12, ,0.03, ,447, ,15.9, ,64.1, ,55.4, ,58.1, ,100, ,83, ,96, ,57.0, ,7.9, ,188.5, ,68.7, 
213,8/26/2022,238,0.13, ,0.01, ,485, ,15.7, ,65.1, ,53.1, ,57.8, ,100, ,83, ,96, ,56.8, ,6.5, ,156.0, ,68.6, 
213,8/27/2022,239,0.12, ,0.02, ,461, ,15.7, ,64.5, ,53.3, ,57.1, ,100, ,90, ,99, ,56.7, ,7.5, ,180.3, ,68.6, 
213,8/28/2022,240,0.13, ,0.01, ,482, ,15.8, ,64.3, ,55.6, ,59.1, ,100, ,77, ,92, ,56.9, ,7.5, ,180.0, ,68.0, 
213,8/29/2022,241,0.14, ,0.01, ,496, ,15.4, ,65.6, ,55.5, ,59.2, ,100, ,72, ,90, ,56.2, ,6.0, ,144.7, ,68.2, 
213,8/30/2022,242,0.16, ,0.02, ,542, ,16.0, ,67.0, ,56.1, ,59.8, ,100, ,71, ,91, ,57.2, ,5.6, ,134.5, ,68.4, 
213,8/31/2022,243,0.16, ,0.01, ,564, ,14.9, ,68.9, ,55.4, ,61.2, ,100, ,64, ,81, ,55.3, ,4.8, ,115.1, ,69.4, 
