39,8/1/2022,213,0.26,H,0, ,503, ,4.2,R,97.9, ,74.2,Y,84.3, ,70,H,33,H,--,R,--,I,5.1,Y,122.5,Y,81.4, 
39,8/2/2022,214,0.27,H,0, ,629, ,9.7,Y,99.3, ,67.7, ,84.0, ,76,H,9,H,24,Y,43.8,Y,4.1, ,99.2, ,80.9, 
39,8/3/2022,215,0.27, ,0, ,864,R,19.7, ,101.6, ,78.3,R,91.0,Y,71, ,28, ,40,Y,63.1,Y,3.9, ,94.1, ,82.1, 
39,8/4/2022,216,0.22, ,0, ,491, ,20.6, ,101.6, ,72.3,Y,87.1, ,74, ,27, ,47, ,64.4, ,3.3, ,79.5, ,81.8, 
39,8/5/2022,217,0.11, ,0.10, ,293, ,22.1, ,87.5, ,69.7, ,78.8, ,88, ,45, ,66, ,66.3, ,3.9, ,93.0, ,81.1, 
39,8/6/2022,218,0.26, ,0, ,654, ,19.8, ,95.2, ,66.4, ,79.8, ,82, ,36, ,57, ,63.2, ,4.7, ,113.3, ,81.0, 
39,8/7/2022,219,0.27, ,0, ,654, ,17.0, ,97.2, ,64.2, ,80.6, ,79, ,27, ,48, ,58.9, ,4.2, ,100.5, ,81.9, 
39,8/8/2022,220,0.27, ,0, ,642, ,15.6, ,96.5, ,68.3, ,80.5, ,61, ,27, ,44, ,56.6, ,4.5, ,108.5, ,82.5, 
39,8/9/2022,221,0.26, ,0, ,629, ,15.5, ,98.4, ,66.1, ,81.5, ,71, ,25, ,42, ,56.4, ,4.2, ,100.3, ,83.0, 
39,8/10/2022,222,0.26, ,0, ,637, ,15.2, ,94.3, ,64.9, ,78.8, ,62, ,28, ,45, ,55.9, ,4.6, ,110.2, ,83.1, 
39,8/11/2022,223,0.27, ,0, ,658, ,15.3, ,96.5, ,61.6, ,80.1, ,81, ,25, ,43, ,55.9, ,4.3, ,102.0, ,81.0, 
39,8/12/2022,224,0.27, ,0, ,658, ,14.0, ,98.5, ,63.1, ,79.9, ,66, ,19, ,40, ,53.5, ,4.4, ,106.3, ,80.2, 
39,8/13/2022,225,0.26, ,0, ,657, ,13.7, ,99.2, ,60.4, ,78.4, ,75, ,17, ,41, ,52.9, ,3.5, ,84.2, ,78.8, 
39,8/14/2022,226,0.27, ,0, ,664, ,13.0, ,100.3, ,58.8, ,79.3, ,79, ,14, ,38, ,51.5, ,3.9, ,93.8, ,78.5, 
39,8/15/2022,227,0.27, ,0, ,655, ,13.5, ,102.8, ,59.5, ,80.4, ,80, ,13, ,38, ,52.5, ,3.6, ,85.7, ,78.4, 
39,8/16/2022,228,0.26, ,0, ,647, ,15.0, ,104.7, ,61.4, ,83.0, ,81, ,15, ,39, ,55.5, ,3.4, ,81.2, ,79.0, 
39,8/17/2022,229,0.24, ,0, ,505, ,15.4, ,103.4, ,73.2,Y,87.1,Y,68, ,17, ,35,Y,56.1,Y,4.2, ,101.5, ,80.0, 
39,8/18/2022,230,0.26, ,0, ,627, ,16.1, ,101.0, ,64.9, ,83.6, ,78, ,21, ,41, ,57.4, ,3.8, ,91.2, ,79.8, 
39,8/19/2022,231,0.26, ,0, ,623, ,14.8, ,105.5, ,65.3, ,82.8, ,76, ,14, ,39, ,55.1, ,3.4, ,82.5, ,80.2, 
39,8/20/2022,232,0.26, ,0, ,639, ,15.1, ,104.2, ,62.1, ,83.1, ,82, ,16, ,39, ,55.6, ,3.0, ,72.7, ,80.0, 
39,8/21/2022,233,0.27, ,0, ,625, ,15.2, ,102.6, ,63.4, ,83.5, ,79, ,19, ,39, ,55.7, ,3.9, ,94.1, ,80.2, 
39,8/22/2022,234,0.26, ,0, ,617, ,15.8, ,98.4, ,63.1, ,81.1, ,79, ,24, ,44, ,56.9, ,4.2, ,101.8, ,80.2, 
39,8/23/2022,235,0.25, ,0, ,614, ,16.8, ,101.2, ,62.9, ,81.3, ,82, ,20, ,46, ,58.6, ,3.0, ,73.0, ,80.4, 
39,8/24/2022,236,0.25, ,0, ,604, ,18.8, ,104.1, ,64.5, ,84.0, ,83, ,23, ,47, ,61.7, ,2.7, ,65.8, ,81.1, 
39,8/25/2022,237,0.26, ,0, ,599, ,16.2, ,102.1, ,65.7, ,83.8, ,83, ,19, ,41, ,57.5, ,3.6, ,87.2, ,81.8, 
39,8/26/2022,238,0.25, ,0, ,601, ,15.9, ,99.9, ,63.0, ,81.7, ,81, ,22, ,43, ,57.1, ,3.5, ,83.4, ,81.5, 
39,8/27/2022,239,0.25, ,0, ,597, ,15.9, ,98.6, ,61.3, ,80.4, ,86, ,24, ,45, ,57.0, ,3.7, ,88.8, ,81.3, 
39,8/28/2022,240,0.24, ,0, ,595, ,15.3, ,96.2, ,61.4, ,78.9, ,84, ,22, ,46, ,56.1, ,3.7, ,87.7, ,81.0, 
39,8/29/2022,241,0.24, ,0, ,581, ,15.8, ,98.1, ,63.3, ,80.7, ,77, ,24, ,44, ,56.9, ,3.5, ,82.9, ,81.1, 
39,8/30/2022,242,0.24, ,0, ,590, ,16.7, ,102.2, ,63.2, ,81.6, ,85, ,22, ,45, ,58.5, ,3.0, ,72.2, ,81.4, 
39,8/31/2022,243,0.23, ,0, ,551, ,17.1, ,101.9, ,63.2, ,81.2, ,81, ,23, ,47, ,59.0, ,3.4, ,82.8, ,81.5, 
