173,8/1/2022,213,0.18, ,0.02, ,568, ,22.4, ,75.5, ,69.5,Y,72.1,Y,87, ,79, ,83,Y,66.7,Y,4.2, ,100.9, ,74.1, 
173,8/2/2022,214,0.21, ,0.01, ,643, ,21.9, ,75.0, ,69.2,Y,71.7,Y,87, ,77, ,83,Y,66.1,Y,4.9, ,116.6, ,74.2, 
173,8/3/2022,215,0.18, ,0, ,558, ,20.8, ,73.5, ,68.0, ,70.3, ,87, ,78, ,82, ,64.7, ,4.2, ,99.6, ,74.1, 
173,8/4/2022,216,0.10, ,0, ,348, ,21.0, ,74.2, ,68.5, ,70.4, ,86, ,77, ,82, ,64.8, ,3.6, ,87.2, ,73.8, 
173,8/5/2022,217,0.22, ,0.02, ,669, ,21.9, ,76.5,Y,68.6,Y,72.3,Y,86, ,75, ,81,Y,66.1,Y,5.3, ,126.9, ,73.9, 
173,8/6/2022,218,0.13, ,0.05, ,431, ,21.2, ,72.9, ,66.9, ,69.9, ,88, ,83, ,85, ,65.2, ,5.2, ,125.1, ,73.5, 
173,8/7/2022,219,0.16, ,0.03, ,507, ,21.2, ,74.7, ,65.8, ,69.8, ,88, ,81, ,85, ,65.1, ,3.3, ,78.8, ,73.2, 
173,8/8/2022,220,0.21, ,0.09, ,684, ,22.0, ,74.6, ,66.9, ,70.7, ,89, ,79, ,86, ,66.2, ,3.4, ,81.8, ,74.1, 
173,8/9/2022,221,0.20, ,0.00, ,631, ,23.3, ,80.4,R,69.0,Y,72.5,Y,89, ,73, ,85,Y,67.9,Y,3.2, ,76.4, ,75.3, 
173,8/10/2022,222,0.21, ,0, ,654, ,23.1, ,78.2,Y,70.0,Y,73.5,Y,87, ,72, ,82,Y,67.6,Y,3.7, ,87.9, ,75.4, 
173,8/11/2022,223,0.21, ,0.06, ,646, ,23.0, ,77.5,Y,69.0,Y,72.5,Y,89, ,78, ,84,Y,67.5,Y,4.1, ,97.7, ,75.4, 
173,8/12/2022,224,0.20, ,0.05,H,643, ,22.5, ,76.2, ,68.1, ,71.8, ,89, ,77, ,84, ,66.8, ,3.5, ,85.1, ,75.4, 
173,8/13/2022,225,0.20, ,0.09, ,643, ,22.6, ,76.6, ,68.8, ,72.2,Y,89, ,77, ,84,Y,67.0,Y,3.7, ,89.2, ,75.8, 
173,8/14/2022,226,0.20, ,0.00, ,613, ,22.8, ,76.9, ,68.5, ,72.3,Y,88, ,79, ,84,Y,67.3,Y,3.3, ,80.1, ,75.6, 
173,8/15/2022,227,0.14, ,0.08, ,452, ,22.4, ,74.9, ,69.5,Y,71.9, ,87, ,79, ,84, ,66.7, ,3.3, ,79.6, ,75.7, 
173,8/16/2022,228,0.16, ,0, ,513, ,22.1, ,75.6, ,68.4, ,71.2, ,89, ,79, ,85, ,66.4, ,3.6, ,86.7, ,75.2, 
173,8/17/2022,229,0.17, ,0, ,541, ,22.6, ,77.1, ,68.9, ,72.1,Y,89, ,78, ,84,Y,67.0,Y,3.9, ,92.5, ,75.4, 
173,8/18/2022,230,0.20, ,0.03, ,246, ,20.8, ,74.2, ,68.4, ,70.8, ,84, ,76, ,81, ,64.7, ,4.4, ,105.9, ,76.0, 
173,8/19/2022,231,0.18, ,0.06, ,566, ,20.0, ,74.1, ,67.0, ,69.8, ,86, ,74, ,81, ,63.5, ,4.4, ,104.9, ,74.9, 
173,8/20/2022,232,0.16, ,0.04, ,474, ,20.2, ,75.0, ,67.8, ,70.4, ,85, ,74, ,80, ,63.8, ,5.4, ,129.6, ,74.2, 
173,8/21/2022,233,0.08, ,0, ,260, ,20.2, ,73.2, ,67.3, ,69.9, ,86, ,76, ,81, ,63.7, ,3.8, ,91.6, ,73.9, 
173,8/22/2022,234,0.12, ,0, ,373, ,20.7, ,75.1, ,68.4, ,70.5, ,85, ,77, ,81, ,64.5, ,4.5, ,107.0, ,73.5, 
173,8/23/2022,235,0.17, ,0.06, ,519, ,20.7, ,74.2, ,68.4, ,70.4, ,85, ,74, ,81, ,64.4, ,4.0, ,95.5, ,74.3, 
173,8/24/2022,236,0.18, ,0, ,400, ,21.0, ,75.5, ,68.8, ,71.3, ,88, ,75, ,80, ,64.8, ,4.6, ,109.4, ,75.7, 
173,8/25/2022,237,0.18, ,0.03, ,575, ,22.0, ,75.4, ,68.6, ,72.1, ,86, ,76, ,82, ,66.2, ,3.5, ,84.7, ,74.8, 
173,8/26/2022,238,0.16, ,0.01, ,476, ,22.4, ,76.9, ,69.5,Y,72.5, ,86, ,76, ,82, ,66.7, ,4.0, ,95.2, ,75.1, 
173,8/27/2022,239,0.18, ,0.08, ,555, ,20.5, ,75.0, ,68.8, ,71.0, ,86, ,73, ,79, ,64.1, ,4.1, ,99.0, ,75.0, 
173,8/28/2022,240,0.16, ,0, ,485, ,19.5, ,73.2, ,67.5, ,70.2, ,83, ,74, ,77, ,62.8, ,3.9, ,93.4, ,74.7, 
173,8/29/2022,241,0.16, ,0, ,470, ,20.7, ,75.9, ,70.0,Y,72.0, ,82, ,72, ,77, ,64.4, ,5.0, ,120.6, ,74.6, 
173,8/30/2022,242,0.19, ,0, ,585, ,21.3, ,77.5, ,68.0, ,72.4, ,85, ,71, ,78, ,65.3, ,5.1, ,123.2, ,74.5, 
173,8/31/2022,243,0.20, ,0.01, ,581, ,20.8, ,79.7, ,68.5, ,74.1,Y,83, ,58, ,72,Y,64.6,Y,4.4, ,106.1, ,74.7, 
