43,8/1/2022,213,0.17, ,0.01, ,424, ,15.5, ,84.0, ,60.1,Y,71.4, ,94, ,35, ,59, ,56.3, ,4.4, ,105.9, ,69.6, 
43,8/2/2022,214,0.25, ,0, ,640, ,17.1,Y,91.0, ,61.0,Y,73.7, ,96, ,31, ,60,Y,59.0,Y,4.2, ,102.0, ,69.3, 
43,8/3/2022,215,0.26, ,0, ,665, ,15.3,Y,94.4, ,55.8, ,74.7, ,92, ,28, ,52,Y,56.0,Y,4.0, ,95.2, ,69.2, 
43,8/4/2022,216,0.27, ,0, ,663, ,15.6,Y,94.0, ,57.2, ,76.4, ,89, ,29, ,50,Y,56.5,Y,4.6, ,110.0, ,70.3, 
43,8/5/2022,217,0.27, ,0, ,640, ,15.6,Y,84.8, ,60.4,Y,73.7, ,91, ,34, ,55,Y,56.5,Y,5.7, ,136.7, ,72.5, 
43,8/6/2022,218,0.25, ,0, ,667, ,16.2,Y,85.7, ,57.9,Y,71.8, ,94, ,40, ,61,Y,57.6,Y,4.2, ,99.7, ,72.6, 
43,8/7/2022,219,0.26, ,0, ,668, ,13.9, ,90.1, ,53.0, ,71.1, ,91, ,31, ,53, ,53.3, ,4.8, ,115.7, ,72.7, 
43,8/8/2022,220,0.26, ,0.01, ,652, ,12.7, ,89.0, ,54.1, ,72.1, ,83, ,24, ,47, ,50.8, ,4.8, ,114.1, ,72.5, 
43,8/9/2022,221,0.22, ,0, ,548, ,12.8, ,86.3, ,51.9, ,69.4, ,96, ,30, ,52, ,51.1, ,4.3, ,104.0, ,71.5, 
43,8/10/2022,222,0.25, ,0, ,687, ,9.6, ,81.6, ,41.8, ,63.6, ,88, ,27, ,48, ,43.4, ,5.0, ,118.9, ,69.5, 
43,8/11/2022,223,0.25, ,0, ,932,R,9.1, ,84.2, ,49.2, ,72.8, ,85, ,24, ,33, ,42.1, ,5.1, ,122.4, ,67.7, 
43,8/12/2022,224,0.26, ,0, ,689,R,8.2, ,84.5, ,40.9, ,63.5, ,83, ,20, ,41, ,39.3, ,4.8, ,114.8, ,67.0, 
43,8/13/2022,225,0.25, ,0, ,688,R,8.3, ,88.0, ,39.3, ,64.7, ,85, ,18, ,40, ,39.7, ,3.8, ,90.6, ,66.2, 
43,8/14/2022,226,0.24, ,0, ,675,R,9.4, ,90.1, ,40.1, ,66.0, ,92, ,15, ,43, ,42.8, ,3.2, ,76.3, ,66.0, 
43,8/15/2022,227,0.24, ,0, ,667, ,9.9, ,95.2, ,43.5, ,69.4, ,95, ,14, ,40, ,44.3, ,3.3, ,79.6, ,66.2, 
43,8/16/2022,228,0.24, ,0, ,620, ,11.7, ,98.5, ,48.6, ,73.1, ,88, ,19, ,42, ,48.8, ,3.3, ,80.1, ,66.5, 
43,8/17/2022,229,0.17, ,0, ,411, ,13.7, ,95.0, ,52.7, ,73.2, ,89, ,28, ,49, ,52.9, ,4.5, ,109.1, ,67.1, 
43,8/18/2022,230,0.14, ,0, ,366, ,16.5,Y,85.3, ,55.6, ,71.6, ,93, ,35, ,62,Y,58.0,Y,4.2, ,100.9, ,67.7, 
43,8/19/2022,231,0.23, ,0, ,640, ,12.9, ,93.3, ,49.3, ,71.3, ,97, ,20, ,49, ,51.3, ,3.3, ,78.1, ,67.4, 
43,8/20/2022,232,0.24, ,0, ,630, ,13.3, ,94.6, ,50.9, ,73.1, ,94, ,22, ,48, ,52.2, ,3.5, ,83.6, ,67.5, 
43,8/21/2022,233,0.25, ,0, ,640, ,11.2, ,91.5, ,49.9, ,71.0, ,80, ,22, ,43, ,47.5, ,4.3, ,102.8, ,67.2, 
43,8/22/2022,234,0.24, ,0, ,641, ,10.1, ,88.2, ,48.2, ,68.3, ,82, ,19, ,43, ,44.8, ,4.1, ,98.9, ,66.6, 
43,8/23/2022,235,0.23, ,0, ,637, ,11.0, ,91.4, ,45.2, ,68.3, ,92, ,17, ,46, ,47.0, ,3.2, ,77.7, ,66.8, 
43,8/24/2022,236,0.24, ,0, ,628, ,11.5, ,89.5, ,49.1, ,69.3, ,92, ,23, ,47, ,48.2, ,3.9, ,94.2, ,69.0, 
43,8/25/2022,237,0.24, ,0, ,632, ,10.5, ,91.0, ,47.0, ,68.2, ,91, ,20, ,44, ,45.7, ,4.1, ,97.7, ,68.8, 
43,8/26/2022,238,0.24, ,0, ,631,R,9.4, ,88.4, ,44.9, ,67.7, ,91, ,18, ,41, ,42.9, ,4.3, ,103.2, ,67.5, 
43,8/27/2022,239,0.23, ,0, ,610, ,9.6, ,86.0, ,45.2, ,65.5, ,87, ,23, ,45, ,43.5, ,4.1, ,97.8, ,66.4, 
43,8/28/2022,240,0.22, ,0, ,599, ,10.0, ,87.3, ,41.2, ,64.9, ,88, ,23, ,48, ,44.6, ,3.6, ,87.1, ,65.5, 
43,8/29/2022,241,0.24, ,0, ,605, ,9.8, ,95.6, ,44.2, ,69.9, ,89, ,19, ,39, ,44.1, ,4.3, ,103.9, ,65.1, 
43,8/30/2022,242,0.23, ,0, ,593, ,12.6, ,92.1, ,52.8, ,72.8, ,79, ,27, ,46, ,50.7, ,4.0, ,96.0, ,65.7, 
43,8/31/2022,243,0.24, ,0, ,615,R,10.1, ,89.8, ,46.4, ,67.9, ,98, ,17, ,44, ,44.9, ,4.7, ,112.6, ,65.7, 
