242,8/1/2022,213,0.15, ,0, ,402, ,17.0, ,85.9, ,62.4, ,71.3, ,86, ,41, ,65, ,58.9, ,3.6, ,86.3, ,74.7, 
242,8/2/2022,214,0.28, ,0, ,639, ,17.5,Y,96.7, ,60.7, ,77.7, ,91, ,32, ,54,Y,59.7,Y,5.3, ,126.2, ,74.7, 
242,8/3/2022,215,0.26, ,0, ,640, ,16.5, ,96.2, ,61.2, ,77.7, ,80, ,33, ,51, ,58.1, ,4.2, ,100.3, ,75.2, 
242,8/4/2022,216,0.28, ,0, ,623, ,14.9, ,92.8, ,64.2, ,76.3, ,86, ,23, ,48, ,55.3, ,5.9, ,141.3, ,75.6, 
242,8/5/2022,217,0.20, ,0, ,507, ,16.7, ,84.6, ,61.8, ,70.2, ,84, ,46, ,66, ,58.3, ,7.2, ,171.9, ,75.5, 
242,8/6/2022,218,0.25, ,0, ,655, ,15.9, ,84.0, ,60.2, ,69.9, ,87, ,41, ,64, ,57.1, ,7.4, ,178.6, ,75.2, 
242,8/7/2022,219,0.26, ,0, ,660, ,15.5, ,85.6, ,58.1, ,69.9, ,89, ,37, ,62, ,56.3, ,7.7, ,185.6, ,75.0, 
242,8/8/2022,220,0.26, ,0, ,641, ,15.3, ,86.4, ,59.8, ,71.2, ,87, ,32, ,59, ,56.0, ,7.9, ,188.4, ,74.7, 
242,8/9/2022,221,0.26, ,0, ,646, ,15.6, ,85.5, ,58.7, ,70.6, ,86, ,38, ,61, ,56.4, ,8.8, ,211.6, ,74.6, 
242,8/10/2022,222,0.25, ,0, ,659, ,15.3, ,87.4, ,57.0, ,70.8, ,91, ,30, ,59, ,56.0, ,5.8, ,138.1, ,74.4, 
242,8/11/2022,223,0.26, ,0, ,654, ,14.8, ,89.3, ,51.8, ,70.5, ,94, ,27, ,58, ,55.0, ,5.4, ,129.3, ,74.3, 
242,8/12/2022,224,0.26, ,0, ,664, ,13.9, ,89.7, ,51.4, ,70.1, ,95, ,25, ,55, ,53.3, ,5.0, ,121.1, ,74.0, 
242,8/13/2022,225,0.26, ,0, ,654, ,13.4, ,94.0, ,49.2,Y,70.0, ,94, ,20, ,53, ,52.3, ,4.1, ,99.3, ,73.7, 
242,8/14/2022,226,0.25, ,0, ,653, ,14.2, ,99.9, ,48.3,Y,71.9, ,94, ,20, ,53, ,54.0, ,3.5, ,83.2, ,73.4, 
242,8/15/2022,227,0.24, ,0, ,639, ,15.4, ,103.4,Y,50.9, ,75.0, ,95, ,20, ,52, ,56.2, ,2.9,Y,69.5,Y,73.3, 
242,8/16/2022,228,0.25, ,0, ,627, ,16.1, ,105.0,Y,53.7, ,77.8, ,95, ,21, ,50, ,57.4, ,3.1,Y,74.5,Y,73.4, 
242,8/17/2022,229,0.14, ,0, ,335, ,15.4, ,91.9, ,62.4, ,76.8, ,81, ,30, ,49, ,56.1, ,4.1, ,99.2, ,73.7, 
242,8/18/2022,230,0.26, ,0, ,607, ,14.5, ,96.9, ,57.8, ,75.4, ,81, ,26, ,48, ,54.4, ,5.2, ,125.9, ,73.6, 
242,8/19/2022,231,0.25, ,0, ,630, ,15.1, ,96.0, ,52.6, ,74.3, ,92, ,25, ,52, ,55.7, ,4.1, ,97.6, ,73.5, 
242,8/20/2022,232,0.24, ,0, ,620, ,15.2, ,101.6, ,52.7, ,75.5, ,95, ,20, ,50, ,55.8, ,3.3,Y,78.4,Y,73.4, 
242,8/21/2022,233,0.25, ,0, ,610, ,15.2, ,86.6, ,53.6, ,69.9, ,95, ,31, ,61, ,55.8, ,6.8, ,162.4, ,73.3, 
242,8/22/2022,234,0.24, ,0, ,603, ,16.2, ,93.9, ,54.5, ,74.2, ,90, ,29, ,56, ,57.6, ,5.5, ,131.3, ,73.1, 
242,8/23/2022,235,0.23, ,0, ,600, ,17.7,Y,100.6, ,57.5, ,76.0, ,94, ,28, ,58,Y,60.1,Y,3.3,Y,78.9,Y,73.1, 
242,8/24/2022,236,0.25, ,0, ,603, ,16.2, ,95.8, ,55.7, ,73.8, ,96, ,30, ,57, ,57.6, ,4.7, ,112.7, ,73.2, 
242,8/25/2022,237,0.23, ,0, ,618, ,15.8, ,89.3, ,50.2,Y,70.1, ,98, ,36, ,63, ,56.9, ,4.7, ,111.7, ,73.1, 
242,8/26/2022,238,0.23, ,0, ,612, ,15.7, ,94.8, ,51.5, ,71.6, ,97, ,28, ,59, ,56.7, ,4.5, ,109.0, ,73.0, 
242,8/27/2022,239,0.23, ,0, ,605, ,15.0, ,88.2, ,51.2, ,69.8, ,96, ,37, ,60, ,55.5, ,5.3, ,126.9, ,73.1, 
242,8/28/2022,240,0.23, ,0, ,596, ,14.0, ,86.7, ,51.3, ,69.0, ,95, ,30, ,58, ,53.6, ,5.9, ,141.1, ,73.0, 
242,8/29/2022,241,0.23, ,0, ,577, ,14.4, ,91.0, ,58.6, ,71.0, ,88, ,24, ,56, ,54.4, ,5.9, ,140.6, ,72.8, 
242,8/30/2022,242,0.23, ,0, ,579, ,15.1, ,91.3, ,56.7, ,72.4, ,85, ,29, ,56, ,55.6, ,5.7, ,135.9, ,72.8, 
242,8/31/2022,243,0.23, ,0, ,596, ,13.1, ,95.9, ,51.0, ,71.3, ,95, ,17, ,50, ,51.7, ,4.0, ,95.2, ,72.8, 
