219,8/1/2022,213,0.26, ,0.01, ,588, ,12.5, ,97.8, ,68.3, ,80.7, ,62, ,22, ,35, ,50.5, ,2.8, ,67.1, ,81.7, 
219,8/2/2022,214,0.26, ,0, ,641, ,14.7, ,95.3, ,65.4, ,78.6, ,79, ,24, ,44, ,55.0, ,2.9, ,69.6, ,81.8, 
219,8/3/2022,215,0.25, ,0, ,624, ,15.2, ,96.4, ,67.6, ,79.5, ,69, ,27, ,44, ,55.8, ,2.8, ,67.4, ,81.9, 
219,8/4/2022,216,0.21, ,0, ,514, ,15.9, ,91.9, ,67.7, ,78.2, ,74, ,29, ,48, ,57.0, ,2.7, ,63.8, ,82.1, 
219,8/5/2022,217,0.22, ,0, ,545, ,15.8, ,94.6, ,67.5, ,77.6, ,65, ,28, ,49, ,56.9, ,2.8, ,66.5, ,82.0, 
219,8/6/2022,218,0.26, ,0, ,655, ,13.4, ,100.9, ,62.8, ,78.9, ,74, ,14, ,40, ,52.4, ,2.7, ,64.2, ,81.8, 
219,8/7/2022,219,0.27, ,0, ,655, ,10.9, ,103.9, ,61.9, ,82.3, ,63, ,12, ,29, ,46.7, ,2.5, ,60.3, ,81.7, 
219,8/8/2022,220,0.27, ,0, ,629, ,12.5, ,99.6, ,67.4, ,82.5, ,51, ,21, ,33, ,50.5, ,2.4, ,58.7, ,82.0, 
219,8/9/2022,221,0.24, ,0, ,561, ,11.7, ,99.6, ,70.2, ,82.5, ,58, ,10, ,31, ,48.7, ,2.6, ,61.5, ,82.3, 
219,8/10/2022,222,0.27, ,0, ,635, ,9.8, ,98.9, ,66.7, ,82.1, ,48, ,11, ,26, ,44.0, ,2.6, ,62.5, ,82.3, 
219,8/11/2022,223,0.27, ,0, ,644, ,8.4,Y,100.3, ,64.5, ,81.3, ,55, ,10, ,23,Y,40.1,Y,2.6, ,63.2, ,82.2, 
219,8/12/2022,224,0.27, ,0, ,638, ,9.9, ,102.4, ,62.7, ,81.2, ,61, ,10, ,27, ,44.4, ,2.7, ,64.8, ,81.9, 
219,8/13/2022,225,0.27, ,0, ,623, ,10.7, ,102.6, ,64.7, ,83.1, ,64, ,9, ,28, ,46.3, ,2.7, ,63.8, ,82.0, 
219,8/14/2022,226,0.27, ,0, ,621, ,9.5, ,101.0, ,64.0, ,81.2, ,51, ,13, ,26, ,43.3, ,2.6, ,63.0, ,82.0, 
219,8/15/2022,227,0.26, ,0.01, ,621, ,10.6, ,102.0, ,63.6, ,81.3, ,57, ,13, ,29, ,46.1, ,2.5, ,59.5, ,82.0, 
219,8/16/2022,228,0.27, ,0, ,623, ,11.2, ,102.2, ,63.8, ,82.1, ,60, ,15, ,30, ,47.4, ,2.5, ,60.9, ,82.0, 
219,8/17/2022,229,0.26, ,0, ,583, ,10.9, ,101.6, ,66.3, ,82.2, ,56, ,16, ,29, ,46.8, ,2.7, ,64.1, ,82.2, 
219,8/18/2022,230,0.25, ,0, ,599, ,12.7, ,97.9, ,64.0, ,79.1, ,66, ,20, ,37, ,50.9, ,2.6, ,62.1, ,82.1, 
219,8/19/2022,231,0.25, ,0, ,590, ,12.8, ,100.9, ,62.0, ,79.5, ,65, ,17, ,37, ,51.1, ,2.7, ,64.4, ,82.0, 
219,8/20/2022,232,0.22, ,0, ,580, ,17.3, ,92.2, ,64.5, ,75.6, ,82, ,36, ,57, ,59.4, ,2.9, ,69.1, ,82.1, 
219,8/21/2022,233,0.18, ,0, ,492, ,18.6, ,91.0, ,64.8, ,73.6, ,91, ,39, ,66, ,61.5, ,2.7, ,63.9, ,81.9, 
219,8/22/2022,234,0.21, ,0, ,561, ,18.3, ,93.7, ,64.0, ,75.7, ,93, ,34, ,60, ,61.0, ,2.6, ,61.8, ,81.7, 
219,8/23/2022,235,0.24, ,0, ,577, ,17.0, ,101.0, ,62.9, ,79.2, ,85, ,27, ,50, ,58.9, ,2.8, ,66.6, ,81.7, 
219,8/24/2022,236,0.23, ,0, ,569, ,17.6, ,98.2, ,64.6, ,78.7, ,92, ,26, ,52, ,59.8, ,3.0, ,71.5, ,81.9, 
219,8/25/2022,237,0.24, ,0, ,570, ,15.9, ,98.0, ,66.3, ,80.3, ,79, ,17, ,45, ,57.0, ,2.6, ,61.5, ,82.0, 
219,8/26/2022,238,0.24, ,0, ,580, ,14.2, ,101.2, ,63.9, ,78.5, ,82, ,15, ,43, ,54.0, ,2.6, ,63.4, ,82.0, 
219,8/27/2022,239,0.22, ,0, ,565, ,16.3, ,92.1, ,62.9, ,75.6, ,87, ,32, ,54, ,57.7, ,2.9, ,69.0, ,81.7, 
219,8/28/2022,240,0.20, ,0, ,557, ,17.3, ,89.3, ,64.2, ,73.0, ,92, ,35, ,62, ,59.3, ,3.0, ,71.4, ,81.6, 
219,8/29/2022,241,0.21, ,0, ,563, ,15.8, ,93.0, ,61.6, ,74.1, ,90, ,31, ,55, ,56.9, ,2.3, ,56.2, ,81.3, 
219,8/30/2022,242,0.25, ,0, ,572, ,12.3, ,103.7, ,61.4, ,80.6, ,83, ,16, ,34, ,50.0, ,2.6, ,61.3, ,81.2, 
219,8/31/2022,243,0.28, ,0, ,575, ,9.6, ,109.6, ,68.0, ,88.6, ,40, ,10, ,21, ,43.6, ,2.8, ,68.1, ,81.4,Y
