163,8/1/2022,213,0.21, ,0.00, ,500, ,13.9, ,92.7, ,65.9,R,76.7, ,66, ,27, ,44, ,53.4, ,2.6, ,63.3, ,--,S
163,8/2/2022,214,0.25, ,0.02, ,635, ,14.4, ,89.9, ,63.5,Y,75.0, ,74, ,30, ,48, ,54.3, ,2.9, ,69.5, ,--,S
163,8/3/2022,215,0.25, ,0.02, ,629, ,14.3, ,98.6, ,58.9, ,75.8, ,79, ,25, ,47, ,54.1, ,2.7, ,64.6, ,--,S
163,8/4/2022,216,0.21, ,0.02, ,534, ,12.0, ,90.4, ,64.0,Y,73.9, ,70, ,22, ,42, ,49.3, ,2.9, ,70.1, ,75.7,Y
163,8/5/2022,217,0.23, ,0.04, ,658, ,13.9, ,84.1, ,56.6, ,68.3, ,92, ,34, ,59, ,53.4, ,3.2, ,77.1, ,75.9,Y
163,8/6/2022,218,0.20, ,0.03, ,571, ,15.4, ,82.0, ,52.9, ,66.2, ,97, ,44, ,70, ,56.2, ,2.8, ,67.8, ,74.8, 
163,8/7/2022,219,0.24, ,0.04, ,649, ,13.4, ,91.4, ,52.4, ,70.6, ,95, ,21, ,52, ,52.4, ,2.8, ,66.9, ,74.9, 
163,8/8/2022,220,0.24, ,0.04, ,625, ,13.3, ,92.0, ,57.0, ,71.9, ,82, ,25, ,50, ,52.1, ,2.8, ,67.0, ,75.5,Y
163,8/9/2022,221,0.24, ,0.05, ,628, ,12.1, ,88.2, ,56.0, ,70.3, ,74, ,23, ,48, ,49.6, ,2.9, ,68.7, ,75.7,Y
163,8/10/2022,222,0.24, ,0.03, ,645, ,12.0, ,89.8, ,51.8, ,69.0, ,83, ,27, ,50, ,49.5, ,2.8, ,67.4, ,74.9,Y
163,8/11/2022,223,0.24, ,0.03, ,640, ,11.8, ,92.7, ,50.2, ,69.8, ,80, ,28, ,47, ,48.8, ,2.8, ,67.8, ,74.2, 
163,8/12/2022,224,0.25, ,0.04, ,627, ,11.5, ,95.4, ,51.7, ,73.8, ,76, ,21, ,40, ,48.2, ,3.2, ,77.6, ,74.5, 
163,8/13/2022,225,0.26, ,0.04, ,618, ,10.5, ,98.0, ,55.8, ,75.8, ,77, ,14, ,34, ,45.8, ,3.1, ,73.7, ,75.0,Y
163,8/14/2022,226,0.24, ,0.03, ,617, ,10.4, ,95.5, ,52.6, ,72.4, ,72, ,18, ,38, ,45.5, ,2.8, ,67.5, ,74.6, 
163,8/15/2022,227,0.25, ,0.02, ,613, ,10.0, ,97.6, ,51.4, ,73.3, ,73, ,14, ,36, ,44.6, ,2.6, ,63.4, ,74.3, 
163,8/16/2022,228,0.25, ,0.03, ,591, ,10.9, ,98.9, ,53.1, ,74.7, ,70, ,17, ,37, ,46.7, ,2.7, ,64.3, ,74.5, 
163,8/17/2022,229,0.23, ,0.03, ,530, ,10.6, ,94.7, ,57.3, ,74.6, ,68, ,14, ,36, ,46.1, ,2.9, ,68.7, ,74.7,Y
163,8/18/2022,230,0.24, ,0.05, ,591, ,10.0, ,96.6, ,53.6, ,73.5, ,68, ,12, ,35, ,44.5, ,2.7, ,63.6, ,74.3, 
163,8/19/2022,231,0.25, ,0.04, ,585, ,9.8, ,102.3, ,54.0, ,77.1, ,66, ,11, ,31, ,44.1, ,3.0, ,71.2, ,74.4, 
163,8/20/2022,232,0.21, ,0.03, ,556, ,13.2, ,89.9, ,53.1, ,70.2, ,81, ,28, ,52, ,51.9, ,2.9, ,69.1, ,74.2, 
163,8/21/2022,233,0.20, ,0.05, ,574, ,14.8, ,80.1, ,51.2, ,65.4, ,95, ,47, ,70, ,55.1, ,3.1, ,74.0, ,73.2, 
163,8/22/2022,234,0.24, ,0.03, ,563, ,12.3, ,99.3, ,49.0, ,73.9, ,96, ,14, ,43, ,50.0, ,3.6,Y,86.3,Y,72.7, 
163,8/23/2022,235,0.23, ,0.04, ,562, ,13.1, ,99.4, ,58.4, ,76.6, ,85, ,17, ,42, ,51.8, ,2.8, ,67.9, ,74.1, 
163,8/24/2022,236,0.23, ,0.04, ,558, ,12.5, ,95.4, ,54.4, ,73.1, ,77, ,19, ,45, ,50.4, ,2.8, ,67.2, ,73.9, 
163,8/25/2022,237,0.21, ,0.03, ,548, ,14.1, ,88.3, ,52.6, ,70.2, ,86, ,30, ,56, ,53.7, ,2.9, ,69.0, ,73.4, 
163,8/26/2022,238,0.21, ,0.04, ,538, ,12.5, ,92.6, ,52.2, ,70.7, ,92, ,19, ,49, ,50.5, ,2.6, ,62.0, ,73.0, 
163,8/27/2022,239,0.20, ,0.04, ,535, ,13.4, ,84.1, ,51.8, ,67.0, ,88, ,34, ,59, ,52.3, ,2.8, ,67.8, ,72.5, 
163,8/28/2022,240,0.17, ,0.04, ,519, ,13.4, ,75.1, ,50.4, ,61.5, ,93, ,49, ,72, ,52.4, ,3.1, ,75.4, ,71.1, 
163,8/29/2022,241,0.19, ,0, ,530, ,12.9, ,84.2, ,47.3, ,63.8, ,95, ,32, ,64, ,51.3, ,2.8, ,67.1, ,70.3, 
163,8/30/2022,242,0.20, ,0.04, ,538, ,12.1, ,90.6, ,47.6, ,67.4, ,94, ,19, ,53, ,49.7, ,2.7, ,63.8, ,70.4, 
163,8/31/2022,243,0.21, ,0.05, ,517, ,12.4, ,103.1, ,50.2, ,74.4, ,88, ,17, ,43, ,50.2, ,2.4, ,58.8, ,71.0, 
