150,8/1/2022,213,0.23, ,0, ,630, ,20.2, ,83.1, ,67.8, ,73.9, ,93, ,44, ,71, ,63.8, ,4.5, ,107.2, ,83.6,R
150,8/2/2022,214,0.23, ,0, ,624, ,20.3, ,81.8, ,67.2, ,72.9, ,93, ,49, ,73, ,63.9, ,4.6, ,111.0, ,--,S
150,8/3/2022,215,0.20, ,0, ,562, ,20.0, ,81.8, ,66.0, ,71.6, ,93, ,57, ,76, ,63.5, ,4.1, ,99.4, ,--,S
150,8/4/2022,216,0.11, ,0, ,342, ,20.3, ,83.5, ,66.3, ,70.7, ,92, ,53, ,79, ,63.9, ,3.4, ,80.7, ,82.1,Y
150,8/5/2022,217,0.23, ,0, ,624, ,20.3, ,82.4, ,66.2, ,73.4, ,93, ,49, ,72, ,64.0, ,5.1,Y,123.6,Y,82.6,R
150,8/6/2022,218,0.22, ,0, ,642, ,20.5, ,80.5, ,64.0, ,71.6, ,94, ,62, ,78, ,64.2, ,4.9,Y,118.1,Y,--,S
150,8/7/2022,219,0.18, ,0, ,500, ,19.8, ,86.2, ,62.9, ,72.9, ,97, ,47, ,72, ,63.3, ,3.2, ,77.4, ,82.2,R
150,8/8/2022,220,0.23, ,0.04, ,616, ,19.8, ,87.7, ,64.5, ,75.6, ,97, ,33, ,65, ,63.2, ,3.1, ,73.8, ,--,S
150,8/9/2022,221,0.23, ,0.00, ,618, ,20.9, ,88.8, ,67.3, ,76.9, ,96, ,25, ,66, ,64.8, ,3.2, ,76.9, ,--,S
150,8/10/2022,222,0.23, ,0, ,592, ,20.2, ,91.5,Y,67.2, ,76.6, ,97, ,40, ,65, ,63.8, ,3.8, ,90.3, ,--,S
150,8/11/2022,223,0.24, ,0, ,626, ,20.4, ,87.8, ,66.5, ,74.6, ,100, ,39, ,70, ,64.0, ,4.3, ,102.2, ,--,S
150,8/12/2022,224,0.21, ,0, ,582, ,20.4, ,86.5, ,65.9, ,74.2, ,100, ,42, ,71, ,64.1, ,3.4, ,80.9, ,--,S
150,8/13/2022,225,0.22, ,0, ,594, ,21.7, ,87.6, ,67.8, ,75.6, ,93, ,52, ,72, ,65.9, ,3.3, ,79.2, ,--,S
150,8/14/2022,226,0.21, ,0, ,587, ,21.8, ,86.1, ,65.5, ,74.6, ,96, ,51, ,75, ,66.0, ,3.2, ,76.3, ,--,S
150,8/15/2022,227,0.20, ,0, ,582, ,22.0, ,83.4, ,65.7, ,73.5, ,94, ,60, ,78, ,66.2, ,3.5, ,84.8, ,--,S
150,8/16/2022,228,0.21, ,0, ,594, ,21.6, ,83.2, ,64.9, ,72.7, ,100, ,58, ,79, ,65.7, ,3.5, ,84.1, ,82.6,R
150,8/17/2022,229,0.21, ,0, ,593, ,21.9, ,85.6, ,66.3, ,73.7, ,100, ,57, ,77, ,66.1, ,3.7, ,88.3, ,82.7,R
150,8/18/2022,230,0.21, ,0, ,596, ,20.3, ,82.9, ,65.2, ,72.7, ,93, ,50, ,74, ,64.0, ,4.1, ,98.3, ,82.6,R
150,8/19/2022,231,0.20, ,0, ,580, ,19.4, ,79.3, ,63.8, ,70.4, ,95, ,59, ,77, ,62.7, ,3.4, ,81.2, ,81.6,Y
150,8/20/2022,232,0.18, ,0, ,542, ,19.5, ,79.0, ,65.9, ,70.2, ,87, ,62, ,77, ,62.8, ,3.8, ,91.6, ,82.1,R
150,8/21/2022,233,0.13, ,0, ,407, ,19.6, ,78.0, ,65.1, ,69.6, ,88, ,64, ,79, ,62.9, ,3.4, ,81.9, ,81.3,Y
150,8/22/2022,234,0.18, ,0, ,533, ,20.0, ,80.6, ,64.9, ,70.3, ,91, ,62, ,79, ,63.5, ,4.2, ,101.3, ,81.3,Y
150,8/23/2022,235,0.19, ,0, ,558, ,20.2, ,81.3, ,65.7, ,71.3, ,93, ,60, ,77, ,63.8, ,3.2, ,77.9, ,81.9,R
150,8/24/2022,236,0.20, ,0, ,574, ,20.7, ,82.5, ,66.2, ,72.4, ,90, ,59, ,76, ,64.4, ,3.1, ,74.9, ,81.8,R
150,8/25/2022,237,0.21, ,0, ,579, ,20.8, ,85.0, ,65.9, ,73.7, ,93, ,51, ,73, ,64.6, ,3.6, ,86.0, ,82.3,R
150,8/26/2022,238,0.20, ,0, ,583, ,21.6, ,82.1, ,66.2, ,72.8, ,94, ,61, ,79, ,65.7, ,4.0, ,95.6, ,82.3,R
150,8/27/2022,239,0.20, ,0, ,580, ,19.6, ,78.6, ,66.4, ,71.0, ,94, ,61, ,75, ,62.9, ,3.8, ,91.3, ,81.7,R
150,8/28/2022,240,0.19, ,0, ,553, ,18.6, ,78.7, ,66.0, ,70.6, ,86, ,57, ,73, ,61.4, ,3.6, ,86.0, ,82.3,R
150,8/29/2022,241,0.19, ,0, ,563, ,19.9, ,80.2, ,67.0, ,71.4, ,88, ,60, ,76, ,63.3, ,4.6, ,110.8, ,81.8,R
150,8/30/2022,242,0.22, ,0, ,580, ,19.1, ,84.1, ,65.7, ,74.0, ,92, ,44, ,67, ,62.1, ,4.9, ,118.7, ,81.7,Y
150,8/31/2022,243,0.23, ,0, ,576, ,17.7, ,88.9, ,64.9, ,77.0, ,84, ,39, ,56, ,60.1, ,4.2, ,101.0, ,82.6,R
