241,8/1/2022,213,0.24, ,0.01,H,693, ,20.5, ,79.8, ,64.9, ,71.7, ,96, ,44, ,77, ,64.3, ,4.6, ,110.0, ,75.9, 
241,8/2/2022,214,0.23, ,0, ,686, ,19.9, ,78.1, ,62.7, ,70.1, ,96, ,60, ,79, ,63.3, ,4.7, ,113.0, ,75.4, 
241,8/3/2022,215,0.20, ,0, ,702, ,22.4, ,78.1, ,67.1, ,72.4, ,99, ,75, ,82, ,66.7, ,4.9,Y,118.5,Y,75.8, 
241,8/4/2022,216,0.14, ,0, ,447, ,22.4,Y,77.6, ,65.2, ,71.1, ,97, ,74, ,86,Y,66.7,Y,3.8, ,92.2, ,75.1, 
241,8/5/2022,217,0.25, ,0, ,690, ,20.9, ,86.6, ,64.8, ,74.4, ,94, ,39, ,72, ,64.7, ,4.6, ,109.2, ,75.0, 
241,8/6/2022,218,0.23, ,0.00, ,708,R,20.6, ,88.0, ,61.4, ,71.7, ,96, ,48, ,78, ,64.4, ,4.8, ,115.4, ,74.4, 
241,8/7/2022,219,0.23, ,0, ,676, ,19.7, ,81.3, ,61.8, ,72.0, ,91, ,59, ,73, ,63.0, ,4.4, ,106.5, ,74.0, 
241,8/8/2022,220,0.23, ,0.00, ,675, ,22.5,Y,81.6, ,65.0, ,73.9, ,95, ,61, ,79,Y,66.9,Y,4.9,Y,116.5,Y,74.2, 
241,8/9/2022,221,0.23, ,0, ,674, ,23.5,Y,86.3, ,66.4, ,75.4, ,95, ,41, ,78,Y,68.1,Y,4.1, ,98.9, ,75.5, 
241,8/10/2022,222,0.24, ,0, ,675, ,21.7, ,86.3, ,66.5, ,75.6, ,95, ,45, ,72, ,65.9, ,4.1, ,98.8, ,75.9, 
241,8/11/2022,223,0.25, ,0, ,694,R,20.3, ,87.5, ,63.4, ,74.2, ,96, ,34, ,70, ,63.9, ,4.4, ,106.7, ,75.5, 
241,8/12/2022,224,0.23, ,0, ,671, ,21.2, ,81.9, ,62.5, ,72.4, ,96, ,60, ,78, ,65.1, ,4.3, ,103.7, ,74.9, 
241,8/13/2022,225,0.23, ,0, ,665, ,22.2,Y,82.6, ,64.5, ,73.5, ,95, ,58, ,79,Y,66.5,Y,4.4, ,105.7, ,75.1, 
241,8/14/2022,226,0.22, ,0, ,665, ,23.0,Y,81.6, ,64.2, ,73.2, ,97, ,66, ,82,Y,67.5,Y,4.2, ,100.8, ,75.4, 
241,8/15/2022,227,0.21, ,0.00, ,657, ,23.5,Y,81.1, ,65.2, ,72.1, ,99, ,71, ,88,Y,68.2,Y,4.2, ,99.8, ,75.6, 
241,8/16/2022,228,0.21, ,0.01, ,638, ,24.2,R,80.4, ,65.9, ,72.5, ,99, ,75, ,--,R,--,I,4.2, ,100.0, ,75.8, 
241,8/17/2022,229,0.21, ,0, ,652, ,23.7,Y,79.5, ,64.2, ,72.2, ,99, ,74, ,88,Y,68.4,Y,4.3, ,103.6, ,75.9, 
241,8/18/2022,230,0.20, ,0,R,171, ,21.1, ,76.0, ,64.4, ,68.9, ,97, ,74, ,87, ,65.0, ,3.7, ,88.6, ,76.7, 
241,8/19/2022,231,0.19, ,0, ,582, ,21.8, ,77.9, ,65.9, ,71.0, ,94, ,73, ,84, ,66.0, ,4.2, ,101.2, ,75.5, 
241,8/20/2022,232,0.18, ,0, ,548, ,21.8, ,78.7, ,66.2, ,71.7, ,93, ,71, ,82, ,66.0, ,4.4, ,104.6, ,75.4, 
241,8/21/2022,233,0.08, ,0.01, ,302, ,21.9, ,75.1, ,63.9, ,69.8, ,97, ,79, ,88, ,66.1, ,4.1, ,97.7, ,74.8, 
241,8/22/2022,234,0.16, ,0, ,495, ,22.2,Y,77.9, ,63.8, ,70.2, ,97, ,77, ,88,Y,66.5,Y,4.4, ,105.3, ,73.9, 
241,8/23/2022,235,0.18, ,0.02, ,553, ,22.6,Y,76.9, ,64.9, ,70.2, ,98, ,81, ,90,Y,67.0,Y,4.1, ,99.0, ,74.3, 
241,8/24/2022,236,0.17, ,0,R,381, ,23.2,Y,79.6, ,68.1, ,73.1, ,97, ,73, ,84,Y,67.8,Y,4.1, ,99.6, ,75.6, 
241,8/25/2022,237,0.19, ,0.01,H,575,H,23.8,Y,79.9, ,66.0, ,73.1,H,97,H,72,H,86,Y,68.5,Y,4.0,H,95.1,H,75.2,H
241,8/26/2022,238,0.19, ,0.00, ,584, ,24.0,Y,79.0, ,68.8, ,73.4, ,95, ,75, ,85,Y,68.7,Y,4.1, ,98.1, ,76.0, 
241,8/27/2022,239,0.19, ,0.00, ,572, ,22.4,Y,76.4, ,68.7, ,71.8, ,92, ,77, ,84,Y,66.7,Y,4.3, ,102.9, ,75.8, 
241,8/28/2022,240,0.17, ,0, ,529, ,21.4, ,75.6, ,67.6, ,71.4, ,92, ,75, ,82, ,65.5, ,4.4, ,105.2, ,75.5, 
241,8/29/2022,241,0.19, ,0, ,551, ,21.5, ,78.6, ,65.9, ,72.0, ,91, ,69, ,80, ,65.6, ,4.6,Y,109.3,Y,75.2, 
241,8/30/2022,242,0.21, ,0, ,580, ,20.6, ,90.6, ,63.7, ,74.4, ,96, ,37, ,71, ,64.3, ,4.6,Y,111.2,Y,75.3, 
241,8/31/2022,243,0.22, ,0, ,578, ,19.7, ,94.3, ,65.0, ,78.4, ,85, ,35, ,59, ,63.1, ,4.0, ,95.6, ,76.0, 
