202,6/1/2022,152,0.19,R,0.00,H,742,R,13.3, ,63.2, ,47.4, ,54.8, ,100, ,76, ,91, ,52.1, ,1.0,I,24.0,I,64.1, 
202,6/2/2022,153,0.17,R,0, ,640, ,13.5, ,65.8, ,46.6, ,55.9, ,100, ,75, ,89, ,52.6, ,1.0,I,24.0,I,64.3, 
202,6/3/2022,154,0.17,R,0.00, ,633, ,14.9, ,68.2, ,49.9, ,56.9, ,100, ,79, ,94, ,55.2, ,1.0,I,24.0,I,64.6, 
202,6/4/2022,155,0.16,R,0.00, ,594, ,14.4, ,64.7, ,51.4, ,56.4, ,100, ,72, ,93, ,54.4, ,1.0,I,24.0,I,65.4, 
202,6/5/2022,156,0.20,R,0, ,699, ,16.8,Y,71.7, ,51.1, ,60.5, ,100, ,80, ,93,Y,58.5,Y,1.0,I,24.0,I,65.5, 
202,6/6/2022,157,0.20,R,0, ,701, ,15.7, ,70.2, ,51.9, ,60.4, ,100, ,68, ,88, ,56.8, ,1.0,I,24.0,I,66.9,Y
202,6/7/2022,158,0.20,R,0, ,740, ,13.9, ,68.4, ,49.3, ,57.4, ,100, ,66, ,86, ,53.3, ,1.0,I,24.0,I,66.3, 
202,6/8/2022,159,0.21,R,0, ,730, ,14.6, ,73.1, ,48.9, ,60.7, ,100, ,56, ,81, ,54.7, ,1.0,I,24.0,I,66.1, 
202,6/9/2022,160,0.19,R,0, ,698, ,14.2, ,70.1, ,51.5, ,60.3, ,100, ,59, ,80, ,54.0, ,1.0,I,24.0,I,66.6, 
202,6/10/2022,161,0.21,R,0, ,731, ,15.8, ,70.8, ,54.4, ,62.5, ,97, ,67, ,82, ,56.8, ,1.0,I,24.0,I,67.0,Y
202,6/11/2022,162,0.19,R,0, ,682, ,16.6,Y,70.3, ,55.2, ,60.5, ,100, ,74, ,92,Y,58.2,Y,1.0,I,24.0,I,67.7,Y
202,6/12/2022,163,0.18,R,0.00, ,662, ,17.0,Y,69.6, ,54.4, ,60.6, ,100, ,79, ,94,Y,58.9,Y,1.0,I,24.0,I,67.9,Y
202,6/13/2022,164,0.21,R,0, ,753,R,14.0, ,71.0, ,52.0, ,60.9, ,99, ,53, ,77, ,53.6, ,1.0,I,24.0,I,68.3,Y
202,6/14/2022,165,0.23,R,0, ,760,R,12.7, ,76.0, ,50.1, ,62.7, ,99, ,42, ,65, ,50.9, ,1.0,I,24.0,I,67.4,Y
202,6/15/2022,166,0.21,R,0.00, ,758,R,13.6, ,71.7, ,48.9, ,58.7, ,100, ,55, ,81, ,52.7, ,1.0,I,24.0,I,67.0, 
202,6/16/2022,167,0.20,R,0.01, ,747, ,13.7, ,68.0, ,49.5, ,57.1, ,100, ,66, ,86, ,52.9, ,1.0,I,24.0,I,66.7, 
202,6/17/2022,168,0.14,R,0.02, ,550, ,13.4, ,65.2, ,50.6, ,56.1, ,100, ,72, ,87, ,52.3, ,1.0,I,24.0,I,66.1, 
202,6/18/2022,169,0.20,R,0.01, ,755,R,12.8, ,67.7, ,46.5, ,57.1, ,100, ,57, ,80, ,51.1, ,1.0,I,24.0,I,65.4, 
202,6/19/2022,170,0.21,R,0.01, ,757,R,12.4, ,74.7, ,46.8, ,59.6, ,100, ,40, ,71, ,50.3, ,1.0,I,24.0,I,65.3, 
202,6/20/2022,171,0.21,R,0.03, ,755,R,13.5, ,70.8, ,49.2, ,59.7, ,99, ,57, ,77, ,52.6, ,1.0,I,24.0,I,65.8, 
202,6/21/2022,172,0.22,R,0.02, ,736, ,15.5, ,74.7, ,53.0, ,62.5, ,100, ,55, ,81, ,56.4, ,1.0,I,24.0,I,66.5, 
202,6/22/2022,173,0.19,R,0.01, ,691, ,15.5, ,66.8, ,52.2, ,57.9, ,100, ,79, ,94, ,56.3, ,1.0,I,24.0,I,67.2, 
202,6/23/2022,174,0.19,R,0.02, ,700, ,15.3, ,66.5, ,52.6, ,57.7, ,100, ,81, ,94, ,56.0, ,1.0,I,24.0,I,67.5, 
202,6/24/2022,175,0.19,R,0.01, ,692, ,15.3, ,66.5, ,51.7, ,57.9, ,100, ,80, ,94, ,56.0, ,1.0,I,24.0,I,67.6, 
202,6/25/2022,176,0.18,R,0.02, ,682, ,15.3, ,66.1, ,53.3, ,57.6, ,100, ,80, ,94, ,56.0, ,1.0,I,24.0,I,67.9, 
202,6/26/2022,177,0.16,R,0.02, ,606, ,15.5, ,63.1, ,53.7, ,57.2, ,100, ,88, ,97, ,56.3, ,1.0,I,24.0,I,67.8, 
202,6/27/2022,178,0.17,R,0.01, ,643, ,15.4, ,65.2, ,54.1, ,57.6, ,100, ,82, ,95, ,56.2, ,1.0,I,24.0,I,67.8, 
202,6/28/2022,179,0.18,R,0.02, ,674, ,15.2, ,67.2, ,52.7, ,58.6, ,100, ,75, ,91, ,55.9, ,1.0,I,24.0,I,68.0, 
202,6/29/2022,180,0.20,R,0, ,726, ,15.5, ,66.6, ,53.5, ,58.9, ,100, ,79, ,91, ,56.4, ,1.0,I,24.0,I,67.8, 
202,6/30/2022,181,0.16,R,0.02, ,608, ,14.7, ,64.1, ,52.0, ,57.3, ,100, ,76, ,92, ,54.9, ,1.0,I,24.0,I,67.7, 
