182,6/1/2022,152,0.27, ,0, ,757,R,10.9, ,90.7, ,53.0, ,73.2, ,63, ,22, ,39, ,46.7, ,3.1, ,73.6, ,--,S
182,6/2/2022,153,0.26, ,0, ,675, ,12.5, ,93.0, ,56.5, ,75.9, ,72, ,20, ,41, ,50.5, ,3.1, ,74.0, ,72.4, 
182,6/3/2022,154,0.27, ,0, ,697, ,13.1, ,89.9, ,58.4, ,75.0, ,71, ,25, ,44, ,51.7, ,3.6, ,86.5, ,74.4, 
182,6/4/2022,155,0.26, ,0, ,708, ,13.0, ,85.5, ,59.8, ,72.9, ,77, ,26, ,47, ,51.5, ,3.8, ,90.3, ,74.7, 
182,6/5/2022,156,0.26, ,0, ,724, ,14.5, ,87.4, ,58.2, ,74.6, ,73, ,34, ,50, ,54.5, ,3.6, ,86.3, ,--,S
182,6/6/2022,157,0.26, ,0, ,727, ,16.4, ,88.7, ,62.1, ,74.6, ,87, ,35, ,56, ,57.9, ,3.5, ,83.4, ,76.9, 
182,6/7/2022,158,0.27, ,0, ,755,R,12.8, ,92.0, ,56.5, ,75.1, ,69, ,23, ,43, ,51.2, ,2.9, ,68.6, ,--,S
182,6/8/2022,159,0.26, ,0, ,734, ,13.6, ,92.5, ,57.8, ,76.2, ,68, ,28, ,44, ,52.7, ,2.8, ,66.3, ,77.7,H
182,6/9/2022,160,0.25, ,0, ,690, ,16.4, ,92.6, ,63.3, ,78.6, ,75, ,34, ,49, ,58.0, ,2.9, ,69.2, ,77.4, 
182,6/10/2022,161,0.28, ,0, ,736, ,18.8,Y,99.8, ,66.2, ,82.9, ,73, ,29, ,49,Y,61.7,Y,2.9, ,69.9, ,--,S
182,6/11/2022,162,0.29, ,0, ,749,R,17.0, ,97.8, ,68.3, ,83.2, ,68, ,24, ,44, ,59.0, ,3.2, ,77.2, ,80.7, 
182,6/12/2022,163,0.29, ,0, ,736, ,17.3, ,95.6, ,64.3, ,80.8, ,72, ,30, ,48, ,59.4, ,4.6, ,110.1, ,80.0, 
182,6/13/2022,164,0.27, ,0, ,760,R,11.5, ,82.5, ,57.8, ,71.3, ,61, ,26, ,44, ,48.3, ,5.1, ,123.5, ,78.5, 
182,6/14/2022,165,0.26, ,0, ,763,R,10.3, ,87.6, ,51.8, ,71.3, ,67, ,22, ,39, ,45.4, ,3.0, ,71.5, ,--,S
182,6/15/2022,166,0.27, ,0, ,759,R,12.3, ,93.9, ,56.5, ,76.7, ,70, ,20, ,39, ,50.1, ,2.8, ,68.3, ,--,S
182,6/16/2022,167,0.29, ,0, ,763,R,10.5, ,94.3, ,58.9, ,76.3, ,71, ,19, ,34, ,45.8, ,3.8, ,91.0, ,77.4, 
182,6/17/2022,168,0.17, ,0, ,529, ,9.8, ,73.7,Y,54.6, ,63.4,Y,71, ,32, ,49,Y,44.1,Y,3.7, ,88.0, ,76.5,H
182,6/18/2022,169,0.25, ,0, ,750,R,10.1, ,78.7,Y,49.7, ,64.9,Y,77, ,29, ,48,Y,44.9,Y,3.8, ,91.3, ,73.5, 
182,6/19/2022,170,0.26, ,0, ,764,R,10.1, ,81.9, ,51.0, ,67.7, ,70, ,27, ,44, ,44.9, ,3.3, ,78.8, ,--,S
182,6/20/2022,171,0.27, ,0, ,757,R,12.0, ,89.6, ,54.0, ,73.1, ,70, ,26, ,43, ,49.4, ,3.0, ,73.1, ,75.7, 
182,6/21/2022,172,0.28, ,0, ,747, ,13.2, ,94.6, ,58.9, ,78.4, ,70, ,24, ,40, ,51.9, ,3.1, ,74.5, ,--,S
182,6/22/2022,173,0.24, ,0.15, ,514, ,16.4, ,97.7, ,64.6, ,79.7, ,81, ,25, ,47, ,57.9, ,4.6, ,110.2, ,--,S
182,6/23/2022,174,0.28, ,0, ,905,R,16.7, ,98.6, ,72.5, ,88.6, ,72, ,25, ,36, ,58.3, ,3.0, ,71.7, ,84.7,H
182,6/24/2022,175,0.29, ,0, ,742, ,16.4, ,99.2, ,66.7, ,83.7, ,65, ,24, ,41, ,57.8, ,3.0, ,72.1, ,83.4, 
182,6/25/2022,176,0.29, ,0, ,756,R,15.3, ,100.7, ,67.8, ,84.3, ,70, ,19, ,38, ,56.0, ,3.0, ,71.6, ,83.9, 
182,6/26/2022,177,0.28, ,0, ,761,R,15.6, ,99.1, ,66.1, ,82.9, ,66, ,21, ,41, ,56.6, ,2.5, ,59.9, ,84.3, 
182,6/27/2022,178,0.29, ,0, ,757,R,15.6, ,100.6, ,64.5, ,83.7, ,71, ,22, ,40, ,56.5, ,2.9, ,70.2, ,84.7, 
182,6/28/2022,179,0.30, ,0, ,753,R,13.3, ,100.2, ,65.0, ,83.8, ,65, ,16, ,34, ,52.2, ,3.2, ,76.2, ,85.0, 
182,6/29/2022,180,0.29, ,0, ,749,R,11.8, ,100.6, ,63.7, ,83.5, ,67, ,15, ,30, ,48.9, ,2.8, ,67.7, ,84.6, 
182,6/30/2022,181,0.29, ,0, ,769,R,10.7, ,99.4, ,61.4, ,80.2, ,58, ,11, ,30, ,46.4, ,3.2, ,76.3, ,84.3, 
