191,6/1/2022,152,0.28, ,0.00,H,771,R,9.1, ,87.6, ,46.1, ,68.8, ,90, ,14, ,38, ,42.0, ,3.6, ,86.0, ,68.8, 
191,6/2/2022,153,0.24, ,0, ,711, ,11.1, ,81.5, ,54.2, ,66.5, ,87, ,29, ,50, ,47.3, ,3.9, ,92.9, ,69.8, 
191,6/3/2022,154,0.19, ,0, ,603, ,14.5, ,72.4, ,51.8, ,62.0, ,97, ,61, ,76, ,54.5, ,4.9, ,117.8, ,69.7, 
191,6/4/2022,155,0.13, ,0, ,342, ,11.6, ,73.4, ,56.5, ,64.8, ,80, ,35, ,55, ,48.4, ,4.2, ,99.9, ,69.1, 
191,6/5/2022,156,0.15, ,0, ,432, ,17.2,Y,79.3, ,61.4,Y,69.6, ,87, ,57, ,70,Y,59.3,Y,5.2, ,125.5, ,69.3, 
191,6/6/2022,157,0.25, ,0, ,770,R,13.0, ,78.3, ,55.7, ,66.3, ,88, ,29, ,59, ,51.6, ,4.4, ,106.4, ,70.7, 
191,6/7/2022,158,0.26, ,0, ,738, ,11.3, ,85.2, ,49.9, ,65.8, ,93, ,23, ,52, ,47.9, ,3.8, ,91.0, ,70.7, 
191,6/8/2022,159,0.24, ,0, ,707, ,13.3, ,81.1, ,51.7, ,66.0, ,90, ,43, ,61, ,52.1, ,3.8, ,90.4, ,70.8, 
191,6/9/2022,160,0.28, ,0, ,710, ,12.4, ,90.9, ,51.6, ,71.7, ,95, ,22, ,47, ,50.3, ,4.0, ,95.7, ,71.3, 
191,6/10/2022,161,0.29, ,0, ,762,R,14.3, ,96.0, ,56.0, ,77.8, ,91, ,23, ,44, ,54.2, ,4.0, ,94.9, ,72.7, 
191,6/11/2022,162,0.28, ,0, ,754,R,15.9,Y,90.2, ,60.1, ,75.0, ,91, ,29, ,54,Y,57.1,Y,5.1, ,121.8, ,73.8, 
191,6/12/2022,163,0.20, ,0, ,623, ,16.6,Y,77.0, ,56.2, ,66.7, ,97, ,53, ,74,Y,58.2,Y,5.2, ,123.8, ,73.8, 
191,6/13/2022,164,0.26, ,0, ,786,R,11.3, ,77.5, ,51.8, ,64.7, ,92, ,30, ,54, ,47.7, ,4.8, ,115.1, ,72.6, 
191,6/14/2022,165,0.28, ,0, ,776,R,10.3, ,85.0, ,48.7, ,69.2, ,95, ,22, ,42, ,45.4, ,3.7, ,89.1, ,72.3, 
191,6/15/2022,166,0.28, ,0.02, ,779,R,10.3, ,90.6, ,50.4, ,68.8, ,94, ,13, ,43, ,45.3, ,4.0, ,95.3, ,72.6, 
191,6/16/2022,167,0.25, ,0.00, ,780,R,10.9, ,73.1, ,48.9, ,60.7, ,94, ,41, ,60, ,46.7, ,5.3, ,127.1, ,71.6, 
191,6/17/2022,168,0.20, ,0, ,622, ,10.6, ,67.3, ,52.1, ,59.2, ,79, ,45, ,62, ,46.1, ,6.0, ,144.8, ,69.8, 
191,6/18/2022,169,0.25, ,0, ,773,R,10.6, ,69.7, ,51.1, ,60.4, ,87, ,37, ,59, ,46.1, ,5.2, ,125.2, ,69.2, 
191,6/19/2022,170,0.27, ,0.02, ,772,R,10.4, ,80.6, ,45.0,Y,64.6, ,97, ,26, ,50, ,45.5, ,4.0, ,96.2, ,69.3, 
191,6/20/2022,171,0.29, ,0.01, ,766,R,10.5, ,89.3, ,49.7, ,71.3, ,94, ,20, ,40, ,45.8, ,3.5, ,84.9, ,70.3, 
191,6/21/2022,172,0.30, ,0.02, ,776,R,9.5, ,99.7, ,51.6, ,78.3, ,89, ,10, ,29, ,43.3, ,2.9, ,69.2, ,71.7, 
191,6/22/2022,173,0.20, ,0.02, ,458, ,10.9, ,96.2, ,55.0, ,77.8, ,83, ,15, ,33, ,46.8, ,3.3, ,79.1, ,72.3, 
191,6/23/2022,174,0.30, ,0.00, ,734, ,11.9, ,95.4, ,59.8, ,77.9, ,72, ,18, ,36, ,49.1, ,3.9, ,92.5, ,72.9, 
191,6/24/2022,175,0.31, ,0.01, ,782,R,11.6, ,96.0, ,54.0, ,76.5, ,89, ,15, ,37, ,48.5, ,3.7, ,88.7, ,73.4, 
191,6/25/2022,176,0.30, ,0.02, ,784,R,11.6, ,93.7, ,52.8, ,73.3, ,96, ,17, ,41, ,48.5, ,3.9, ,92.9, ,73.5, 
191,6/26/2022,177,0.29, ,0.02, ,789,R,13.3, ,93.6, ,55.9, ,71.9, ,92, ,22, ,50, ,52.2, ,4.3, ,102.3, ,73.2, 
191,6/27/2022,178,0.29, ,0, ,791,R,12.9, ,93.1, ,51.4, ,71.7, ,97, ,17, ,48, ,51.3, ,3.9, ,93.7, ,73.4, 
191,6/28/2022,179,0.29, ,0.02, ,778,R,10.6, ,90.2, ,52.3, ,70.9, ,90, ,14, ,41, ,46.0, ,3.9, ,92.6, ,73.3, 
191,6/29/2022,180,0.27, ,0.00, ,786,R,13.1, ,83.4, ,51.5, ,64.3, ,97, ,38, ,64, ,51.8, ,4.9, ,116.5, ,72.4, 
191,6/30/2022,181,0.25, ,0.01, ,759,R,12.6, ,76.2, ,52.2, ,62.0, ,95, ,40, ,66, ,50.7, ,4.7, ,113.2, ,71.7, 
