159,6/1/2022,152,--,N,0, ,692, ,13.7, ,90.0, ,55.9, ,70.6, ,87, ,28, ,54, ,52.9, ,4.0, ,96.3, ,76.6, 
159,6/2/2022,153,--,N,0, ,664, ,15.6, ,86.3, ,57.4, ,69.4, ,90, ,34, ,63, ,56.4, ,4.0, ,97.1, ,77.9, 
159,6/3/2022,154,--,N,0, ,480, ,15.5, ,80.3, ,60.8, ,66.9, ,85, ,44, ,69, ,56.4, ,4.0, ,96.4, ,78.2, 
159,6/4/2022,155,--,N,0, ,350, ,15.3, ,76.2, ,61.4, ,65.8, ,83, ,54, ,71, ,56.0, ,3.5, ,84.8, ,77.5, 
159,6/5/2022,156,--,N,0, ,547, ,15.5, ,82.1, ,61.6, ,69.1, ,82, ,42, ,64, ,56.3, ,3.6, ,87.1, ,77.3, 
159,6/6/2022,157,--,N,0, ,654, ,16.7, ,84.8, ,61.3, ,71.3, ,86, ,44, ,64, ,58.4, ,3.9, ,92.8, ,78.5, 
159,6/7/2022,158,--,N,0, ,656, ,17.4, ,86.2, ,62.8, ,72.0, ,88, ,43, ,65, ,59.6, ,4.2, ,99.7, ,79.8, 
159,6/8/2022,159,--,N,0, ,675, ,17.4, ,87.0, ,62.9, ,72.1, ,88, ,41, ,65, ,59.6, ,4.1, ,97.4, ,80.8, 
159,6/9/2022,160,--,N,0, ,673, ,17.2, ,89.9, ,59.6, ,73.1, ,91, ,37, ,62, ,59.2, ,3.9, ,92.8, ,81.4, 
159,6/10/2022,161,--,N,0, ,675, ,17.3, ,94.0, ,61.6, ,75.3, ,89, ,33, ,58, ,59.4, ,3.9, ,94.4, ,81.8, 
159,6/11/2022,162,--,N,0, ,677, ,16.2, ,91.1, ,62.3, ,75.4, ,89, ,34, ,54, ,57.5, ,3.7, ,88.0, ,82.5,Y
159,6/12/2022,163,--,N,0, ,690, ,15.5, ,87.0, ,61.6, ,72.7, ,91, ,21, ,57, ,56.3, ,4.2, ,100.1, ,82.9,Y
159,6/13/2022,164,--,N,0, ,383, ,16.5, ,78.6, ,63.2, ,69.1, ,83, ,53, ,68, ,58.1, ,3.9, ,92.7, ,82.5, 
159,6/14/2022,165,--,N,0, ,534, ,16.3, ,86.1, ,63.4, ,71.0, ,83, ,39, ,63, ,57.8, ,3.9, ,93.4, ,81.7, 
159,6/15/2022,166,--,N,0, ,646, ,16.9, ,91.6, ,59.7, ,72.2, ,88, ,34, ,63, ,58.8, ,3.9, ,92.6, ,81.8, 
159,6/16/2022,167,--,N,0, ,659, ,17.7, ,88.7, ,60.8, ,71.8, ,92, ,41, ,67, ,60.1, ,4.1, ,97.7, ,82.5, 
159,6/17/2022,168,--,N,0, ,517, ,15.1, ,81.5, ,59.0, ,68.3, ,81, ,38, ,64, ,55.7, ,4.0, ,96.6, ,82.4, 
159,6/18/2022,169,--,N,0, ,676, ,11.7, ,79.6, ,56.3, ,66.9, ,81, ,30, ,52, ,48.6, ,3.8, ,91.2, ,81.2, 
159,6/19/2022,170,--,N,0, ,695, ,11.1,Y,82.6, ,54.9, ,68.6, ,73, ,29, ,46,Y,47.3,Y,3.7, ,87.8, ,80.7, 
159,6/20/2022,171,--,N,0, ,724, ,8.0,R,100.0,Y,57.2, ,78.3, ,59, ,6, ,--,R,--,I,3.5, ,84.2, ,81.0, 
159,6/21/2022,172,--,N,0.10, ,706, ,12.2, ,91.6, ,60.2, ,76.4, ,86, ,19, ,39, ,49.8, ,3.6, ,87.4, ,82.0, 
159,6/22/2022,173,--,N,0.87, ,293, ,19.3, ,88.8, ,63.7, ,73.5, ,94, ,35, ,69, ,62.5, ,2.8,Y,67.2,Y,81.6, 
159,6/23/2022,174,--,N,0, ,683, ,14.5, ,93.9, ,62.8, ,76.9, ,92, ,14, ,46, ,54.6, ,3.5, ,84.4, ,79.5, 
159,6/24/2022,175,--,N,0, ,716, ,12.7, ,94.3, ,60.7, ,76.6, ,78, ,14, ,41, ,51.0, ,3.5, ,83.7, ,79.2, 
159,6/25/2022,176,--,N,0, ,724, ,13.0, ,95.6, ,56.8, ,75.2, ,85, ,16, ,43, ,51.5, ,3.5, ,83.5, ,79.4, 
159,6/26/2022,177,--,N,0, ,697, ,14.5, ,94.7, ,59.5, ,76.7, ,88, ,25, ,46, ,54.5, ,3.6, ,85.5, ,80.2, 
159,6/27/2022,178,--,N,0, ,664, ,14.2, ,99.3, ,62.9, ,80.4, ,78, ,18, ,40, ,53.9, ,3.5, ,83.6, ,81.0, 
159,6/28/2022,179,--,N,0, ,675, ,14.4, ,98.6, ,64.5, ,80.1, ,75, ,20, ,41, ,54.2, ,3.7, ,89.1, ,82.0, 
159,6/29/2022,180,--,N,0, ,672, ,15.3, ,93.9, ,63.7, ,78.2, ,77, ,23, ,46, ,55.9, ,3.9, ,92.7, ,82.6, 
159,6/30/2022,181,--,N,0, ,660, ,16.5, ,92.8, ,64.0, ,76.1, ,87, ,26, ,54, ,58.1, ,3.7, ,88.9, ,83.0, 
