261,6/1/2022,152,0.20, ,0, ,577, ,9.3, ,81.7, ,39.6, ,61.3, ,86, ,27, ,50, ,42.6, ,3.5, ,84.1, ,64.4, 
261,6/2/2022,153,0.24, ,0.06, ,623, ,10.1, ,81.7, ,49.5, ,65.8, ,76, ,26, ,46, ,44.7, ,4.4, ,104.7, ,65.5, 
261,6/3/2022,154,0.12, ,0.01, ,424, ,11.0, ,73.7, ,51.2, ,62.0, ,93, ,39, ,58, ,47.1, ,5.3, ,128.2, ,64.4, 
261,6/4/2022,155,0.19, ,0.09,H,452, ,11.0, ,64.9, ,49.7, ,55.6, ,97, ,54, ,73, ,47.0, ,13.6,R,326.3,R,63.0, 
261,6/5/2022,156,0.27, ,0.04,H,735, ,11.3, ,73.2, ,42.2, ,59.6, ,89, ,43, ,65, ,47.8, ,13.2,R,317.3,R,62.3, 
261,6/6/2022,157,0.23, ,0, ,672, ,9.1, ,72.9, ,36.1, ,56.0, ,97, ,34, ,60, ,42.2, ,4.5, ,108.1, ,63.0, 
261,6/7/2022,158,0.18, ,0, ,480, ,10.1, ,79.6, ,36.7, ,61.2, ,95, ,33, ,55, ,44.7, ,3.8, ,92.1, ,63.7, 
261,6/8/2022,159,0.23, ,0.00, ,639, ,12.2, ,81.3, ,52.6, ,64.5, ,91, ,32, ,59, ,49.9, ,3.7, ,89.2, ,65.7, 
261,6/9/2022,160,0.26, ,0, ,675, ,11.8, ,84.6, ,45.2, ,67.9, ,81, ,36, ,51, ,49.0, ,4.1, ,98.7, ,66.9, 
261,6/10/2022,161,0.29, ,0, ,707, ,12.9, ,85.4, ,53.4, ,72.0, ,82, ,31, ,48, ,51.2, ,5.9, ,141.0, ,68.5, 
261,6/11/2022,162,0.27, ,0, ,611, ,13.0, ,82.2, ,57.0,Y,71.4, ,76, ,34, ,49, ,51.4, ,6.4, ,153.6, ,69.3, 
261,6/12/2022,163,0.22, ,0.13, ,638, ,11.9, ,68.2, ,43.6, ,58.5, ,95, ,52, ,71, ,49.2, ,7.1, ,170.8, ,69.3, 
261,6/13/2022,164,0.22, ,0, ,734, ,7.5, ,62.3, ,40.8, ,50.5, ,84, ,41, ,60, ,37.3, ,5.6, ,134.7, ,67.7, 
261,6/14/2022,165,0.24, ,0, ,768,R,6.9, ,72.3, ,31.2,Y,53.9, ,92, ,27, ,49, ,35.1, ,4.1, ,98.3, ,66.8, 
261,6/15/2022,166,0.27, ,0, ,712, ,7.0, ,83.7, ,33.5, ,60.8, ,80, ,21, ,39, ,35.5, ,4.8, ,116.2, ,66.8, 
261,6/16/2022,167,0.18, ,0, ,476, ,8.4, ,70.3, ,46.2, ,59.2, ,66, ,34, ,49, ,40.1, ,4.9, ,116.8, ,66.7, 
261,6/17/2022,168,0.10, ,0.88, ,361, ,9.5, ,59.8,Y,47.2, ,51.0, ,93, ,56, ,75, ,43.3, ,5.0, ,119.8, ,64.7, 
261,6/18/2022,169,0.13, ,0.25, ,459, ,9.4, ,62.5, ,42.1, ,51.2, ,96, ,52, ,73, ,42.8, ,3.6, ,85.4, ,63.4, 
261,6/19/2022,170,0.23, ,0, ,734, ,9.1, ,70.8, ,37.8, ,54.8, ,96, ,40, ,62, ,42.1, ,4.6, ,110.9, ,64.0, 
261,6/20/2022,171,0.24, ,0, ,738, ,9.6, ,75.0, ,39.5, ,58.9, ,95, ,34, ,56, ,43.4, ,4.5, ,107.3, ,65.0, 
261,6/21/2022,172,0.27, ,0, ,768, ,10.7, ,86.8, ,43.5, ,67.3, ,94, ,23, ,47, ,46.4, ,3.5, ,83.6, ,66.4, 
261,6/22/2022,173,0.28, ,0, ,750, ,12.5, ,92.4, ,48.9, ,70.8, ,87, ,23, ,48, ,50.4, ,3.7, ,88.7, ,68.1, 
261,6/23/2022,174,0.27, ,0, ,705, ,12.2, ,88.8, ,49.7, ,70.2, ,84, ,32, ,48, ,49.8, ,4.3, ,103.7, ,69.3, 
261,6/24/2022,175,0.27, ,0, ,740, ,9.9, ,91.1, ,44.3, ,69.3, ,76, ,24, ,40, ,44.3, ,3.5, ,83.2, ,69.4, 
261,6/25/2022,176,0.31, ,0, ,765, ,8.5, ,94.3, ,48.2, ,74.2, ,65, ,14, ,29, ,40.2, ,4.5, ,107.1, ,70.1, 
261,6/26/2022,177,0.35, ,0, ,758, ,9.2, ,93.8, ,49.9, ,76.3, ,59, ,14, ,30, ,42.4, ,6.8, ,163.6, ,69.0, 
261,6/27/2022,178,0.34, ,0, ,764, ,9.8, ,92.2, ,52.3, ,74.8, ,67, ,17, ,33, ,44.0, ,6.4, ,152.7, ,69.5, 
261,6/28/2022,179,0.29, ,0, ,769,R,8.2, ,84.1, ,48.2, ,68.1, ,64, ,23, ,35, ,39.3, ,4.6, ,109.5, ,70.0, 
261,6/29/2022,180,0.28, ,0, ,954,R,9.5, ,88.6, ,57.2, ,76.0, ,72, ,22, ,31, ,43.3, ,4.6, ,110.5, ,71.2, 
261,6/30/2022,181,0.27, ,0, ,659, ,9.7, ,86.7, ,47.0, ,68.9, ,72, ,24, ,40, ,43.8, ,4.7, ,113.2, ,70.5, 
