90,6/1/2022,152,0.25, ,0, ,736, ,7.2, ,77.8, ,35.0, ,60.0, ,88, ,22, ,41, ,36.0, ,3.8, ,90.2, ,60.4, 
90,6/2/2022,153,0.19, ,0, ,493, ,8.7, ,75.5, ,43.0, ,59.7, ,87, ,33, ,50, ,41.0, ,4.2, ,99.8, ,62.2, 
90,6/3/2022,154,0.19, ,0, ,485, ,9.0, ,68.9, ,45.3, ,59.1, ,80, ,38, ,53, ,41.8, ,6.0, ,144.8, ,61.5, 
90,6/4/2022,155,0.09, ,0.12, ,334, ,10.4, ,61.4, ,48.1, ,52.6, ,93, ,59, ,77, ,45.7, ,3.9, ,92.8, ,60.7, 
90,6/5/2022,156,0.26, ,0, ,719, ,9.5, ,67.7, ,44.8, ,57.4, ,87, ,36, ,59, ,43.3, ,8.9,R,214.5,R,60.5, 
90,6/6/2022,157,0.25, ,0, ,786,R,8.7, ,71.3, ,41.2, ,56.6, ,95, ,25, ,55, ,40.8, ,4.1, ,98.6, ,61.5, 
90,6/7/2022,158,0.26, ,0, ,735, ,7.4, ,79.5, ,35.5, ,59.8, ,94, ,21, ,42, ,36.9, ,3.9, ,92.6, ,61.4, 
90,6/8/2022,159,0.20, ,0, ,561, ,10.1, ,77.7, ,49.2, ,62.7, ,83, ,35, ,52, ,44.7, ,3.6, ,85.5, ,62.2, 
90,6/9/2022,160,0.26, ,0, ,748, ,10, ,81.1, ,43.2, ,63.5, ,83, ,28, ,50, ,44.6, ,3.8, ,90.8, ,62.3, 
90,6/10/2022,161,0.28, ,0, ,755, ,11.2, ,82.2, ,44.6, ,65.0, ,94, ,28, ,53, ,47.6, ,5.1, ,122.9, ,62.8, 
90,6/11/2022,162,0.30, ,0, ,744, ,10.8, ,77.5, ,47.8, ,66.3, ,92, ,29, ,49, ,46.6, ,7.2, ,173.6, ,63.1, 
90,6/12/2022,163,0.05, ,0.55, ,193, ,11.5, ,61.2, ,41.9, ,53.3, ,96, ,68, ,83, ,48.2, ,5.8, ,139.9, ,62.3, 
90,6/13/2022,164,0.17, ,0, ,620, ,6.3, ,57.7, ,33.1, ,44.9, ,91, ,36, ,62, ,32.6, ,4.5, ,106.8, ,58.9, 
90,6/14/2022,165,0.24, ,0, ,812,R,6.2, ,65.1, ,31.1, ,48.5, ,95, ,22, ,53, ,32.3, ,4.1, ,98.5, ,58.6, 
90,6/15/2022,166,0.28, ,0, ,783,R,7.3, ,80.6, ,31.7, ,58.7, ,94, ,26, ,43, ,36.5, ,5.3, ,127.9, ,59.7, 
90,6/16/2022,167,0.27, ,0, ,773, ,7.9, ,74.2, ,40.0, ,57.5, ,86, ,27, ,49, ,38.4, ,4.6, ,109.3, ,62.0, 
90,6/17/2022,168,0.22, ,0, ,691, ,7.1, ,64.8, ,41.5, ,52.1, ,91, ,30, ,53, ,35.6, ,5.1, ,122.1, ,62.7, 
90,6/18/2022,169,0.14, ,0, ,500, ,7.7, ,56.7,Y,34.5, ,46.0,Y,93, ,54, ,72,Y,37.6,Y,4.0, ,95.9, ,61.5, 
90,6/19/2022,170,0.18, ,0, ,577, ,7.3, ,63.9, ,32.5, ,48.9, ,95, ,37, ,62, ,36.6, ,4.0, ,95.0, ,59.5, 
90,6/20/2022,171,0.21, ,0, ,675, ,7.6, ,72.3, ,33.7, ,53.6, ,94, ,29, ,54, ,37.4, ,3.0, ,71.1, ,59.2, 
90,6/21/2022,172,0.26, ,0, ,804,R,7.8, ,82.3, ,36.0, ,61.2, ,87, ,23, ,43, ,38.3, ,3.1, ,75.1, ,59.8, 
90,6/22/2022,173,0.27, ,0, ,802,R,8.5, ,86.9, ,39.9, ,66.0, ,84, ,18, ,39, ,40.4, ,2.9, ,68.9, ,61.8, 
90,6/23/2022,174,0.27, ,0, ,745, ,10.6, ,83.0, ,44.2, ,64.9, ,91, ,30, ,50, ,46.1, ,3.9, ,94.7, ,63.4, 
90,6/24/2022,175,0.27, ,0, ,785,R,9.0, ,84.4, ,43.7, ,66.8, ,85, ,22, ,40, ,41.8, ,3.5, ,83.1, ,64.3, 
90,6/25/2022,176,0.27, ,0, ,717, ,8.6, ,90.3, ,46.8, ,70.3, ,61, ,22, ,34, ,40.7, ,3.7, ,87.7, ,64.5, 
90,6/26/2022,177,0.26, ,0.04, ,670, ,10.4, ,90.6, ,47.4, ,69.2, ,86, ,22, ,43, ,45.5, ,3.8, ,91.9, ,65.0, 
90,6/27/2022,178,0.31, ,0, ,803,R,8.3, ,89.5, ,41.0, ,67.3, ,88, ,13, ,36, ,39.6, ,4.6, ,110.2, ,64.8, 
90,6/28/2022,179,0.32, ,0, ,794,R,7.7, ,82.9, ,40.5, ,65.1, ,85, ,19, ,36, ,37.9, ,6.3, ,152.4, ,65.0, 
90,6/29/2022,180,0.27, ,0, ,806,R,7.0, ,82.9, ,36.0, ,62.0, ,87, ,17, ,37, ,35.4, ,3.5, ,84.8, ,64.6, 
90,6/30/2022,181,0.28, ,0, ,799,R,7.8, ,82.3, ,37.9, ,63.2, ,85, ,19, ,39, ,38.1, ,3.9, ,92.9, ,64.4, 
