2,6/1/2022,152,0.31, ,0, ,724, ,8.1, ,91.4, ,49.2, ,73.3, ,62, ,17, ,29, ,39.0, ,5.3, ,127.8, ,68.7, 
2,6/2/2022,153,0.33, ,0, ,679, ,9.2, ,92.8, ,55.9, ,77.0, ,44, ,19, ,29, ,42.5, ,6.9, ,166.1, ,69.4, 
2,6/3/2022,154,0.31, ,0, ,653, ,12.5, ,87.5, ,63.7, ,75.1, ,60, ,32, ,42, ,50.5, ,9.2, ,221.0, ,70.0, 
2,6/4/2022,155,0.29, ,0, ,658, ,11.1, ,83.9, ,58.0, ,72.4, ,80, ,26, ,41, ,47.4, ,7.4, ,176.5, ,70.5, 
2,6/5/2022,156,0.29, ,0, ,663, ,14.2, ,86.8, ,56.6, ,74.2, ,60, ,37, ,49, ,53.9, ,6.9, ,164.4, ,70.6, 
2,6/6/2022,157,0.33, ,0, ,718, ,13.8, ,88.0, ,64.0, ,75.7, ,82, ,19, ,45, ,53.1, ,11.0, ,263.0, ,71.5, 
2,6/7/2022,158,0.31, ,0, ,731, ,10.5, ,91.3, ,51.7, ,74.9, ,64, ,22, ,35, ,45.8, ,6.5, ,155.4, ,71.7, 
2,6/8/2022,159,0.31, ,0, ,695, ,12.2, ,92.3, ,51.7, ,76.3, ,49, ,28, ,40, ,49.9, ,7.2, ,173.9, ,71.7, 
2,6/9/2022,160,0.29, ,0, ,617, ,12.9, ,92.8, ,59.7, ,77.8, ,58, ,25, ,40, ,51.4, ,6.9, ,165.1, ,72.4, 
2,6/10/2022,161,0.35, ,0, ,720, ,13.8, ,97.7, ,61.7, ,82.2, ,63, ,25, ,37, ,53.2, ,7.2, ,173.6, ,73.0, 
2,6/11/2022,162,0.37, ,0, ,730, ,12.4, ,99.1, ,63.9, ,83.7, ,60, ,14, ,32, ,50.3, ,8.5, ,204.0, ,73.5, 
2,6/12/2022,163,0.31, ,0, ,647, ,16.0, ,93.2, ,63.3, ,79.3, ,67, ,31, ,47, ,57.3, ,8.7, ,209.8, ,73.8, 
2,6/13/2022,164,0.36, ,0, ,750,R,8.6, ,83.7, ,58.6, ,71.6, ,64, ,17, ,32, ,40.6, ,11.8,Y,283.2,Y,73.5, 
2,6/14/2022,165,0.35, ,0, ,741, ,7.0, ,86.6, ,54.1, ,72.6, ,46, ,15, ,26, ,35.5, ,9.2, ,220.4, ,72.2, 
2,6/15/2022,166,0.35, ,0, ,741, ,8.1, ,92.9, ,52.4, ,76.6, ,55, ,16, ,26, ,39.2, ,7.2, ,171.9, ,71.8, 
2,6/16/2022,167,0.33, ,0, ,731, ,9.1, ,90.6, ,60.0, ,75.8, ,45, ,25, ,30, ,42.1, ,8.1, ,193.8, ,72.4, 
2,6/17/2022,168,0.23, ,0, ,569, ,8.7, ,74.5,Y,55.3, ,64.0, ,59, ,30, ,43, ,40.8, ,7.9, ,189.1, ,72.0, 
2,6/18/2022,169,0.28, ,0, ,715, ,9.1, ,78.0, ,52.3, ,65.9, ,71, ,26, ,42, ,42.2, ,8.3, ,198.4, ,71.2, 
2,6/19/2022,170,0.32, ,0, ,739, ,8.5, ,84.3, ,49.6, ,69.1, ,60, ,20, ,35, ,40.2, ,8.0, ,191.6, ,70.8, 
2,6/20/2022,171,0.32, ,0, ,732, ,9.4, ,90.4, ,52.3, ,73.5, ,63, ,20, ,33, ,43.0, ,6.6, ,159.0, ,70.7, 
2,6/21/2022,172,0.33, ,0, ,726, ,10.0, ,96.5, ,54.4, ,78.4, ,63, ,17, ,30, ,44.6, ,5.9, ,141.0, ,71.1, 
2,6/22/2022,173,0.28, ,0, ,543, ,12.6, ,95.2, ,62.0, ,79.6, ,55, ,24, ,36, ,50.7, ,5.8, ,138.5, ,71.6, 
2,6/23/2022,174,0.31, ,0, ,696, ,13.0, ,97.5, ,64.9, ,82.5, ,59, ,22, ,34, ,51.5, ,4.8, ,114.9, ,74.0, 
2,6/24/2022,175,0.33, ,0, ,715, ,11.8, ,99.7, ,63.8, ,84.0, ,59, ,20, ,30, ,48.9, ,5.1, ,122.7, ,76.1, 
2,6/25/2022,176,0.34, ,0, ,720, ,9.8, ,100.6, ,63.1, ,84.2, ,47, ,16, ,24, ,44.0, ,6.1, ,145.2, ,77.0, 
2,6/26/2022,177,0.36, ,0, ,729, ,9.3, ,100.5, ,64.1, ,84.5, ,40, ,14, ,23, ,42.6, ,6.5, ,156.8, ,77.3, 
2,6/27/2022,178,0.37, ,0, ,722, ,10.2, ,102.7, ,64.1, ,85.8, ,52, ,13, ,24, ,45.1, ,7.4, ,177.8, ,77.5, 
2,6/28/2022,179,0.36, ,0, ,722, ,9.4, ,98.5, ,62.0, ,83.1, ,51, ,15, ,24, ,42.9, ,7.4, ,178.6, ,77.6, 
2,6/29/2022,180,0.33, ,0, ,705, ,7.7, ,98.4, ,62.5, ,81.7, ,42, ,14, ,21, ,37.7, ,5.7, ,135.9, ,77.7, 
2,6/30/2022,181,0.30, ,0, ,742, ,9.1, ,94.7, ,56.4, ,76.4, ,57, ,14, ,29, ,42.0, ,5.3, ,127.1, ,78.2, 
