226,6/1/2022,152,0.27, ,0, ,714, ,10.7, ,92.1, ,52.8, ,73.6, ,74, ,17, ,38, ,46.4, ,3.5, ,83.8, ,68.9, 
226,6/2/2022,153,0.28, ,0, ,652, ,11.3, ,92.8, ,60.8, ,74.9, ,62, ,19, ,38, ,47.7, ,5.5, ,131.6, ,70.4, 
226,6/3/2022,154,0.23, ,0, ,553, ,12.8, ,85.4, ,56.4, ,71.0, ,75, ,35, ,49, ,51.2, ,5.7, ,136.3, ,70.0, 
226,6/4/2022,155,0.17, ,0.10, ,377, ,11.1, ,78.0, ,59.3, ,68.6, ,76, ,28, ,47, ,47.3, ,4.9, ,118.4, ,69.2, 
226,6/5/2022,156,0.20, ,0.08, ,571, ,18.3,Y,79.8, ,60.3, ,68.9, ,92, ,54, ,76,Y,61.0,Y,7.3, ,174.6, ,69.6, 
226,6/6/2022,157,0.25, ,0, ,728, ,16.9, ,88.1, ,56.3, ,71.9, ,97, ,24, ,63, ,58.7, ,3.4, ,82.1, ,71.5, 
226,6/7/2022,158,0.27, ,0, ,688, ,14.1, ,91.8, ,55.3, ,75.2, ,93, ,24, ,47, ,53.7, ,4.0, ,95.8, ,72.5, 
226,6/8/2022,159,0.26, ,0, ,650, ,13.2, ,90.6, ,59.2, ,74.9, ,62, ,30, ,45, ,52.0, ,4.1, ,97.6, ,72.8, 
226,6/9/2022,160,0.28, ,0, ,653, ,13.3, ,98.1, ,60.8, ,80.0, ,79, ,17, ,38, ,52.1, ,4.1, ,98.4, ,74.1, 
226,6/10/2022,161,0.32, ,0, ,722, ,14.0, ,100.4, ,66.7,Y,85.7,Y,60, ,19, ,33,Y,53.5,Y,4.6, ,111.0, ,75.4, 
226,6/11/2022,162,0.30, ,0, ,679, ,14.7, ,98.2, ,66.1, ,83.6, ,54, ,24, ,38, ,55.0, ,4.5, ,108.3, ,76.1, 
226,6/12/2022,163,0.23, ,0, ,536, ,16.0, ,82.5, ,60.7, ,73.9, ,75, ,37, ,56, ,57.2, ,6.5, ,156.1, ,75.4, 
226,6/13/2022,164,0.32, ,0, ,769,R,7.5, ,82.8, ,53.9, ,70.7, ,72, ,13, ,29, ,37.2, ,6.8, ,164.0, ,72.2, 
226,6/14/2022,165,0.34, ,0, ,759,R,6.7,Y,89.0, ,65.3, ,75.5, ,35, ,9, ,22,Y,34.2,Y,7.5, ,178.8, ,70.8, 
226,6/15/2022,166,0.33, ,0, ,746, ,8.3, ,94.8, ,58.6, ,77.1, ,39, ,18, ,26, ,39.8, ,5.7, ,136.3, ,71.3, 
226,6/16/2022,167,0.32, ,0, ,751,R,9.0, ,87.6, ,58.6, ,72.3, ,59, ,17, ,33, ,41.9, ,6.2, ,149.6, ,71.6, 
226,6/17/2022,168,0.28, ,0, ,743, ,9.3, ,74.9, ,54.1, ,63.9, ,68, ,30, ,46, ,42.7, ,6.5, ,156.0, ,70.6, 
226,6/18/2022,169,0.25, ,0, ,743, ,10.5, ,78.7, ,49.4, ,64.5, ,85, ,28, ,51, ,45.8, ,3.6, ,85.3, ,70.6, 
226,6/19/2022,170,0.29, ,0, ,750, ,9.8, ,88.1, ,52.3, ,71.1, ,73, ,18, ,38, ,44.0, ,4.7, ,111.8, ,71.5, 
226,6/20/2022,171,0.32, ,0, ,740, ,9.2, ,90.8, ,56.3, ,76.3, ,64, ,12, ,30, ,42.5, ,5.4, ,129.6, ,71.8, 
226,6/21/2022,172,0.35, ,0, ,751,R,9.0, ,102.9, ,71.0,Y,84.9, ,36, ,10, ,22, ,41.8, ,5.9, ,141.8, ,72.2, 
226,6/22/2022,173,0.34, ,0, ,677, ,11.5, ,97.9, ,68.8,Y,83.4, ,39, ,20, ,29, ,48.2, ,6.3, ,150.5, ,73.1, 
226,6/23/2022,174,0.33, ,0, ,712, ,12.2, ,98.9, ,68.5, ,83.6, ,52, ,19, ,31, ,49.8, ,5.4, ,129.7, ,74.0, 
226,6/24/2022,175,0.30, ,0, ,754,R,12.8, ,98.2, ,59.2, ,79.3, ,68, ,14, ,37, ,51.0, ,3.9, ,92.7, ,74.8, 
226,6/25/2022,176,0.30, ,0, ,755,R,12.7, ,98.3, ,56.3, ,77.3, ,78, ,17, ,40, ,50.8, ,4.4, ,105.0, ,75.5, 
226,6/26/2022,177,0.30, ,0, ,762,R,12.9, ,98.9, ,54.7, ,77.3, ,79, ,16, ,40, ,51.4, ,3.8, ,91.2, ,75.9, 
226,6/27/2022,178,0.30, ,0, ,762,R,12.7, ,101.2, ,55.4, ,77.8, ,81, ,13, ,39, ,50.9, ,4.1, ,99.5, ,75.5, 
226,6/28/2022,179,0.32, ,0, ,748, ,11.9, ,99.6, ,59.2, ,78.2, ,71, ,15, ,36, ,49.2, ,5.7, ,135.9, ,74.9, 
226,6/29/2022,180,0.29, ,0, ,754,R,13.2, ,91.1, ,54.4, ,72.0, ,81, ,23, ,49, ,51.9, ,5.1, ,121.9, ,74.0, 
226,6/30/2022,181,0.26, ,0, ,740, ,14.0, ,87.2, ,52.1, ,68.8, ,87, ,35, ,58, ,53.5, ,4.8, ,115.8, ,73.5, 
