62,6/1/2022,152,0.23,R,0, ,705, ,15.1, ,83.2, ,53.3, ,65.6, ,100, ,42, ,70, ,55.7, ,2.4, ,58.1, ,70.1, 
62,6/2/2022,153,0.23,R,0, ,698, ,15.4, ,83.9, ,52.4, ,64.4, ,100, ,43, ,74, ,56.1, ,2.3, ,56.4, ,70.5, 
62,6/3/2022,154,0.20, ,0, ,601, ,14.4, ,82.1, ,54.1, ,62.4, ,100, ,34, ,75, ,54.3, ,2.4, ,56.4, ,70.5, 
62,6/4/2022,155,0.19,R,0, ,598, ,15.2, ,77.3, ,54.8, ,62.5, ,100, ,51, ,79, ,55.8, ,2.4, ,57.8, ,71.0, 
62,6/5/2022,156,0.19, ,0, ,569, ,15.7, ,82.7, ,56.3, ,64.9, ,100, ,45, ,75, ,56.7, ,2.2, ,53.2, ,72.2, 
62,6/6/2022,157,0.23,R,0, ,669, ,16.6, ,81.8, ,56.7, ,66.4, ,100, ,46, ,75, ,58.3, ,2.5, ,59.8, ,72.4, 
62,6/7/2022,158,0.24,R,0.01, ,701, ,17.2, ,85.2, ,57.1, ,67.7, ,100, ,44, ,74, ,59.3, ,2.4, ,58.1, ,72.7, 
62,6/8/2022,159,0.23,R,0.01, ,670, ,17.1, ,85.8, ,55.9, ,67.0, ,100, ,45, ,76, ,59.1, ,2.2, ,53.7, ,73.0, 
62,6/9/2022,160,0.24,R,0.00, ,675, ,17.4, ,88.5, ,55.2, ,70.1, ,100, ,42, ,69, ,59.5, ,2.2, ,53.9, ,73.1, 
62,6/10/2022,161,0.23, ,0, ,630, ,17.5, ,89.7, ,60.9, ,74.1, ,97, ,42, ,61, ,59.7, ,3.6, ,86.3, ,73.8, 
62,6/11/2022,162,0.26, ,0, ,690, ,14.9, ,89.5, ,61.4, ,75.5, ,84, ,33, ,50, ,55.3, ,3.5, ,85.0, ,74.7, 
62,6/12/2022,163,0.26, ,0, ,726, ,13.3, ,85.0, ,57.5, ,70.9, ,100, ,27, ,52, ,52.2, ,3.0, ,71.2, ,75.1, 
62,6/13/2022,164,0.17,R,0, ,456, ,16.0, ,77.3, ,59.6, ,65.5, ,100, ,53, ,74, ,57.2, ,3.2, ,76.2, ,74.9, 
62,6/14/2022,165,0.24,R,0, ,699, ,15.4, ,84.5, ,56.9, ,67.8, ,100, ,40, ,66, ,56.2, ,2.5, ,61.0, ,73.5, 
62,6/15/2022,166,0.23, ,0, ,698, ,16.7, ,85.0, ,55.2, ,66.8, ,100, ,44, ,75, ,58.5, ,2.4, ,56.8, ,73.2, 
62,6/16/2022,167,0.24, ,0, ,708, ,17.1, ,86.8, ,56.6, ,67.9, ,100, ,40, ,73, ,59.1, ,2.5, ,61.0, ,73.2, 
62,6/17/2022,168,0.23, ,0, ,708, ,15.0, ,78.9, ,56.8, ,65.2, ,100, ,38, ,71, ,55.3, ,2.8, ,67.2, ,73.1, 
62,6/18/2022,169,0.23, ,0, ,725, ,12.2, ,77.5, ,54.8, ,64.1, ,100, ,21, ,60, ,49.8, ,2.8, ,67.4, ,73.2, 
62,6/19/2022,170,0.25, ,0, ,725, ,12.6, ,85.0, ,53.4, ,67.4, ,99, ,33, ,55, ,50.6, ,3.8, ,90.0, ,73.1, 
62,6/20/2022,171,0.28, ,0, ,740, ,10.2,Y,98.6, ,59.9, ,77.3, ,64, ,10, ,32,Y,45.2,Y,3.9, ,92.9, ,73.2, 
62,6/21/2022,172,0.26,R,0, ,727, ,10.7,Y,91.5, ,59.1, ,75.8, ,85, ,11, ,35,Y,46.3,Y,1.8, ,44.1, ,73.8, 
62,6/22/2022,173,0.22, ,0, ,561, ,11.9, ,95.9, ,61.3, ,78.7, ,58, ,23, ,35, ,49.1, ,1.8, ,42.8, ,74.1, 
62,6/23/2022,174,0.26, ,0, ,713, ,13.3, ,96.7, ,61.6, ,79.4, ,81, ,19, ,39, ,52.1, ,1.8, ,44.0, ,75.1, 
62,6/24/2022,175,0.27, ,0, ,744, ,11.0, ,98.9, ,57.8, ,80.1, ,62, ,16, ,31, ,47.0, ,1.9, ,46.7, ,75.2, 
62,6/25/2022,176,0.28, ,0, ,774,R,9.6,Y,96.5, ,66.9, ,80.4, ,61, ,13, ,27,Y,43.4,Y,1.8, ,43.8, ,76.5, 
62,6/26/2022,177,0.28, ,0, ,767,R,9.7,Y,97.3, ,65.0, ,79.2, ,70, ,14, ,28,Y,43.7,Y,2.2, ,53.7, ,77.4, 
62,6/27/2022,178,0.28, ,0, ,717, ,12.9, ,99.6, ,67.8,Y,83.0,Y,54, ,21, ,33,Y,51.2,Y,2.2, ,52.2, ,77.1, 
62,6/28/2022,179,0.27,R,0, ,717, ,11.4, ,96.2, ,61.5, ,80.4, ,80, ,21, ,32, ,48.0, ,1.9, ,44.5, ,76.8, 
62,6/29/2022,180,0.27, ,0, ,713, ,11.8, ,94.7, ,59.7, ,76.7, ,84, ,15, ,38, ,48.9, ,2.3, ,55.7, ,76.2, 
62,6/30/2022,181,0.26,R,0, ,714, ,14.0, ,91.9, ,57.2, ,74.1, ,98, ,16, ,49, ,53.6, ,2.3, ,55.5, ,75.5, 
