243,6/1/2022,152,0.25, ,0, ,594, ,10.1, ,90.3, ,47.6, ,71.0, ,84, ,16, ,39, ,44.8, ,4.2, ,100.8, ,70.1, 
243,6/2/2022,153,0.25, ,0, ,518, ,10.9, ,84.5, ,55.5, ,69.9, ,68, ,29, ,44, ,46.8, ,7.9, ,188.8, ,71.6, 
243,6/3/2022,154,0.21, ,0, ,474, ,14.5, ,78.6, ,57.8, ,67.0, ,78, ,52, ,64, ,54.6, ,9.8, ,236.3, ,71.5, 
243,6/4/2022,155,0.16, ,0, ,335, ,11.5, ,76.6, ,58.4, ,66.2, ,75, ,33, ,52, ,48.2, ,7.7, ,184.2, ,71.0, 
243,6/5/2022,156,0.11, ,0.04, ,318, ,18.3,Y,80.2, ,60.1, ,68.2, ,98, ,54, ,78,Y,60.9,Y,5.7, ,136.3, ,70.7, 
243,6/6/2022,157,0.23, ,0, ,585, ,14.1, ,85.3, ,56.5, ,69.8, ,91, ,32, ,57, ,53.8, ,6.7, ,160.6, ,71.5, 
243,6/7/2022,158,0.25, ,0, ,550, ,12.4, ,88.6, ,49.6, ,70.7, ,96, ,27, ,48, ,50.2, ,7.0, ,168.7, ,72.5, 
243,6/8/2022,159,0.24, ,0, ,518, ,12.9, ,86.2, ,52.1, ,70.7, ,80, ,39, ,50, ,51.3, ,6.8, ,163.3, ,72.8, 
243,6/9/2022,160,0.25, ,0, ,536, ,14.0, ,93.8, ,55.0, ,75.2, ,88, ,25, ,47, ,53.6, ,5.9, ,142.0, ,73.8,Y
243,6/10/2022,161,0.28, ,0, ,580, ,16.1, ,98.8, ,60.1, ,80.3, ,84, ,24, ,46, ,57.4, ,6.4, ,153.6, ,75.4,Y
243,6/11/2022,162,0.27, ,0, ,564, ,17.4,Y,93.4, ,59.6, ,77.7, ,83, ,30, ,54,Y,59.5,Y,8.2, ,196.7, ,77.1,R
243,6/12/2022,163,0.22, ,0, ,496, ,16.9, ,80.1, ,58.9, ,70.3, ,81, ,55, ,67, ,58.7, ,10.4, ,249.4, ,77.0,Y
243,6/13/2022,164,0.28, ,0, ,599, ,9.3, ,82.5, ,54.0, ,68.1, ,86, ,15, ,40, ,42.7, ,7.8, ,186.9, ,75.3,Y
243,6/14/2022,165,0.29, ,0, ,591, ,8.7, ,87.8, ,54.7, ,72.3, ,66, ,12, ,32, ,41.0, ,7.5, ,179.6, ,74.2, 
243,6/15/2022,166,0.30, ,0, ,587, ,9.9, ,92.3, ,55.2, ,73.3, ,85, ,15, ,35, ,44.3, ,7.9, ,189.5, ,74.7, 
243,6/16/2022,167,0.30, ,0, ,603, ,10.0, ,81.4, ,56.9, ,67.1, ,69, ,22, ,44, ,44.5, ,11.5, ,276.9, ,74.9, 
243,6/17/2022,168,0.23, ,0, ,539, ,10.4, ,70.8, ,54.8, ,61.4, ,82, ,40, ,56, ,45.7, ,11.6, ,277.2, ,73.1, 
243,6/18/2022,169,0.22, ,0, ,575, ,10.6, ,76.6, ,43.0,R,62.6, ,98, ,31, ,55, ,46.0, ,6.6, ,158.2, ,72.2, 
243,6/19/2022,170,0.25, ,0, ,581, ,11.2, ,85.2, ,48.5,Y,68.8, ,93, ,23, ,47, ,47.5, ,6.4, ,154.4, ,72.8, 
243,6/20/2022,171,0.27, ,0, ,578, ,11.0, ,90.5, ,53.5, ,73.6, ,80, ,19, ,39, ,47.0, ,6.1, ,147.2, ,73.8, 
243,6/21/2022,172,0.28, ,0, ,577, ,11.9, ,99.9, ,58.6, ,79.1, ,66, ,14, ,35, ,49.2, ,5.0, ,119.6, ,74.9, 
243,6/22/2022,173,0.23, ,0, ,462, ,13.3, ,95.1, ,60.5, ,79.5, ,70, ,24, ,39, ,52.2, ,4.7, ,112.6, ,76.5, 
243,6/23/2022,174,0.28, ,0, ,542, ,12.8, ,97.6, ,66.6, ,80.7, ,57, ,21, ,36, ,51.1, ,5.9, ,142.2, ,77.7,Y
243,6/24/2022,175,0.27, ,0, ,579, ,12.6, ,97.6, ,56.2, ,77.0, ,77, ,18, ,40, ,50.7, ,4.9, ,118.2, ,78.2,Y
243,6/25/2022,176,0.29, ,0, ,588, ,12.0, ,96.2, ,49.4,Y,73.5, ,95, ,15, ,43, ,49.4, ,6.5, ,154.9, ,77.7, 
243,6/26/2022,177,0.29, ,0, ,595, ,11.8, ,96.4, ,48.6,Y,74.7, ,93, ,14, ,40, ,48.9, ,7.0, ,168.6, ,76.9, 
243,6/27/2022,178,0.27, ,0, ,589, ,12.6, ,96.7, ,49.0,Y,73.2, ,93, ,19, ,45, ,50.7, ,6.0, ,142.9, ,76.8, 
243,6/28/2022,179,0.29, ,0, ,577, ,10.6, ,93.3, ,51.9, ,74.0, ,82, ,20, ,37, ,46.0, ,6.7, ,159.9, ,76.7, 
243,6/29/2022,180,0.27, ,0, ,585, ,12.4, ,88.0, ,56.5, ,69.9, ,81, ,28, ,49, ,50.2, ,9.2, ,220.9, ,76.2, 
243,6/30/2022,181,0.24, ,0, ,581, ,13.0, ,83.2, ,54.5, ,66.3, ,88, ,37, ,59, ,51.6, ,8.7, ,208.0, ,75.3, 
