146,6/1/2022,152,0.28, ,0, ,737, ,8.9, ,93.4, ,53.3, ,74.4, ,48, ,17, ,30, ,41.4, ,3.7, ,89.3, ,75.1, 
146,6/2/2022,153,0.26, ,0, ,668, ,10.6, ,91.5, ,57.6, ,77.0, ,45, ,20, ,33, ,46.1, ,3.5, ,82.9, ,76.7, 
146,6/3/2022,154,0.29, ,0, ,686, ,10.9, ,92.2, ,58.5, ,76.5, ,52, ,24, ,35, ,46.9, ,5.3, ,126.6, ,77.2, 
146,6/4/2022,155,0.27, ,0, ,702, ,12.2, ,87.7, ,60.8, ,73.7, ,68, ,26, ,43, ,49.9, ,4.5, ,107.7, ,77.2, 
146,6/5/2022,156,0.27, ,0, ,709, ,12.8, ,90.5, ,59.3, ,76.0, ,62, ,29, ,42, ,51.2, ,4.2, ,100.4, ,77.0, 
146,6/6/2022,157,0.26, ,0, ,706, ,15.6, ,89.8, ,62.9, ,75.7, ,74, ,30, ,51, ,56.5, ,4.1, ,99.6, ,78.2, 
146,6/7/2022,158,0.28, ,0, ,741, ,10.5, ,93.1, ,57.6, ,76.2, ,52, ,20, ,34, ,45.8, ,3.6, ,85.5, ,77.7, 
146,6/8/2022,159,0.28, ,0, ,723, ,11.6, ,93.8, ,56.1, ,77.5, ,64, ,20, ,36, ,48.5, ,3.5, ,83.2, ,77.4, 
146,6/9/2022,160,0.26, ,0, ,680, ,14.1, ,95.0, ,61.7, ,78.7, ,64, ,28, ,42, ,53.8, ,3.2, ,77.3, ,78.2, 
146,6/10/2022,161,0.29, ,0, ,716, ,15.7, ,102.1, ,65.1, ,83.9, ,59, ,23, ,40, ,56.7, ,3.2, ,77.7, ,79.4, 
146,6/11/2022,162,0.29, ,0, ,733, ,15.1, ,100.0, ,66.5, ,82.5, ,56, ,21, ,40, ,55.6, ,3.5, ,84.3, ,80.7, 
146,6/12/2022,163,0.32, ,0, ,713, ,16.4, ,99.4, ,63.5, ,82.2, ,70, ,28, ,44, ,58.0, ,6.8, ,163.9, ,80.2, 
146,6/13/2022,164,0.28, ,0, ,743, ,10.8, ,83.9, ,59.2, ,71.8, ,71, ,23, ,40, ,46.5, ,5.4, ,130.1, ,79.5, 
146,6/14/2022,165,0.28, ,0, ,742, ,8.4, ,87.5, ,51.6, ,71.6, ,46, ,23, ,32, ,39.9, ,4.3, ,103.2, ,75.8, 
146,6/15/2022,166,0.28, ,0, ,741, ,9.6, ,96.2, ,54.4, ,76.0, ,53, ,17, ,31, ,43.4, ,3.3, ,78.1, ,76.0, 
146,6/16/2022,167,0.31, ,0, ,741, ,8.0, ,93.9, ,58.8, ,77.3, ,45, ,11, ,25, ,38.8, ,5.1, ,122.1, ,75.8, 
146,6/17/2022,168,0.20, ,0, ,531, ,8.4, ,74.9,Y,53.4, ,63.9,Y,57, ,27, ,41,Y,40.1,Y,5.1, ,122.8, ,74.4, 
146,6/18/2022,169,0.25, ,0, ,727, ,9.3, ,79.8, ,48.8,Y,65.2,Y,69, ,26, ,44,Y,42.7,Y,4.1, ,97.9, ,73.0, 
146,6/19/2022,170,0.27, ,0, ,738, ,8.9, ,83.0, ,48.6,Y,68.2, ,65, ,26, ,38, ,41.5, ,4.2, ,99.8, ,73.2, 
146,6/20/2022,171,0.28, ,0, ,735, ,9.9, ,91.7, ,53.9, ,74.3, ,51, ,20, ,34, ,44.2, ,3.9, ,94.1, ,73.6, 
146,6/21/2022,172,0.30, ,0, ,730, ,10.8, ,98.0, ,57.7, ,79.7, ,46, ,19, ,31, ,46.7, ,4.1, ,98.4, ,75.0, 
146,6/22/2022,173,0.31, ,0, ,621, ,12.4, ,98.6, ,61.9, ,80.7, ,51, ,26, ,35, ,50.3, ,5.3, ,127.0, ,76.3, 
146,6/23/2022,174,0.30, ,0, ,710, ,13.7, ,99.3, ,63.9, ,82.7, ,53, ,23, ,36, ,53.0, ,4.1, ,99.2, ,77.7, 
146,6/24/2022,175,0.31, ,0, ,708, ,13.6, ,101.9, ,64.9, ,85.6, ,57, ,20, ,33, ,52.8, ,3.8, ,90.4, ,79.5, 
146,6/25/2022,176,0.31, ,0, ,719, ,12.9, ,103.7, ,64.8, ,85.5, ,60, ,18, ,31, ,51.4, ,3.9, ,94.5, ,80.5, 
146,6/26/2022,177,0.30, ,0, ,730, ,12.3, ,104.8, ,64.1, ,84.6, ,49, ,19, ,30, ,50.1, ,3.4, ,82.3, ,81.2, 
146,6/27/2022,178,0.30, ,0, ,725, ,13.3, ,103.5, ,63.8, ,84.7, ,55, ,17, ,33, ,52.1, ,3.5, ,83.4, ,82.1, 
146,6/28/2022,179,0.30, ,0, ,715, ,12.1, ,103.1, ,64.6, ,84.0, ,55, ,14, ,30, ,49.7, ,3.7, ,89.2, ,82.9, 
146,6/29/2022,180,0.32, ,0, ,723, ,9.6, ,102.8, ,63.5, ,83.5, ,53, ,14, ,24, ,43.4, ,4.7, ,113.1, ,81.9, 
146,6/30/2022,181,0.30, ,0, ,744, ,8.6, ,98.8, ,58.4, ,78.8, ,46, ,13, ,26, ,40.7, ,4.2, ,101.0, ,81.6, 
