252,6/1/2022,152,0.30, ,0, ,740, ,10.0, ,83.7, ,44.2, ,63.8, ,89, ,18, ,49, ,44.4, ,7.6, ,182.9, ,63.5, 
252,6/2/2022,153,0.31, ,0, ,680, ,11.3, ,83.8, ,48.5, ,64.8, ,92, ,28, ,54, ,47.8, ,10.7, ,256.2, ,64.0, 
252,6/3/2022,154,0.25, ,0, ,635, ,14.7, ,76.3, ,51.5, ,62.9, ,98, ,50, ,75, ,54.9, ,12.6,Y,303.1,Y,64.2, 
252,6/4/2022,155,0.24, ,0, ,536, ,12.8, ,77.9, ,53.6, ,63.9, ,97, ,35, ,63, ,51.1, ,9.7, ,233.8, ,64.4, 
252,6/5/2022,156,0.25, ,0, ,638, ,17.3,Y,84.3, ,55.5, ,68.9, ,92, ,50, ,72,Y,59.3,Y,9.4, ,224.5, ,64.9, 
252,6/6/2022,157,0.29, ,0, ,722, ,14.7, ,79.6, ,52.1, ,67.0, ,91, ,36, ,65, ,54.8, ,11.9, ,286.5, ,65.9, 
252,6/7/2022,158,0.30, ,0, ,717, ,11.2, ,81.8, ,46.4, ,62.2, ,98, ,29, ,59, ,47.6, ,9.5, ,229.0, ,65.7, 
252,6/8/2022,159,0.29, ,0, ,686, ,14.0, ,83.9, ,48.8, ,65.5, ,90, ,43, ,65, ,53.6, ,10.5, ,252.4, ,65.6, 
252,6/9/2022,160,0.28,R,0, ,636, ,13.3, ,89.0, ,50.8, ,68.2, ,96, ,30, ,57, ,52.2, ,8.8, ,212.0, ,65.9, 
252,6/10/2022,161,0.33,R,0, ,728, ,14.8, ,101.6,R,53.9, ,75.9,R,86,H,23,H,--,R,--,I,9.0, ,216.3, ,66.5, 
252,6/11/2022,162,0.36,R,0, ,750,R,15.6, ,95.5,Y,55.6, ,76.0,R,88,H,22,H,--,R,--,I,10.6, ,253.5, ,67.6, 
252,6/12/2022,163,0.30, ,0, ,704, ,17.7,Y,87.2, ,55.1, ,69.8, ,94, ,41, ,71,Y,60.0,Y,13.3,Y,318.1,Y,68.2, 
252,6/13/2022,164,0.31, ,0, ,755,R,11.2, ,77.2, ,50.5, ,62.7, ,89, ,33, ,58, ,47.5, ,12.0,Y,288.0,Y,67.6, 
252,6/14/2022,165,0.32, ,0, ,746, ,10.6, ,84.8, ,44.8, ,64.7, ,91, ,25, ,51, ,46.1, ,9.4, ,224.5, ,66.8, 
252,6/15/2022,166,0.31, ,0, ,752,R,11.4, ,82.3, ,47.0, ,64.3, ,92, ,26, ,56, ,48.1, ,9.3, ,223.8, ,66.8, 
252,6/16/2022,167,0.31, ,0, ,743, ,11.3, ,78.4, ,46.5, ,60.7, ,91, ,35, ,62, ,47.8, ,14.8,R,355.3,R,66.6, 
252,6/17/2022,168,0.27, ,0, ,664, ,10.9, ,71.5, ,53.1, ,60.1, ,84, ,40, ,62, ,46.9, ,14.1,R,338.6,R,66.0, 
252,6/18/2022,169,0.29, ,0, ,749,R,10.9, ,71.3, ,46.6, ,59.3, ,95, ,40, ,63, ,46.9, ,13.1,Y,314.7,Y,65.7, 
252,6/19/2022,170,0.30, ,0, ,743, ,10.6, ,81.8, ,44.8, ,62.9, ,91, ,29, ,54, ,46.0, ,9.3, ,223.7, ,65.6, 
252,6/20/2022,171,0.30, ,0, ,738, ,11.7, ,86.0, ,44.8, ,65.5, ,93, ,31, ,55, ,48.7, ,7.5, ,180.7, ,66.1, 
252,6/21/2022,172,0.33,R,0, ,733, ,10.7, ,100.3,Y,52.0, ,75.3,R,82,H,17,H,--,R,--,I,7.2, ,172.9, ,66.8, 
252,6/22/2022,173,0.30, ,0.17, ,675, ,13.5, ,88.3, ,51.9, ,69.4, ,87, ,26, ,55, ,52.6, ,8.1, ,193.8, ,67.8, 
252,6/23/2022,174,0.26, ,0, ,677, ,15.5, ,86.6, ,52.3, ,64.6, ,99, ,44, ,75, ,56.4, ,8.9, ,213.1, ,67.9, 
252,6/24/2022,175,0.28, ,0, ,703, ,13.9, ,84.2, ,52.0, ,64.7, ,100, ,35, ,67, ,53.4, ,8.8, ,210.1, ,67.6, 
252,6/25/2022,176,0.27, ,0, ,702, ,14.3, ,80.6, ,52.0, ,62.6, ,99, ,45, ,74, ,54.2, ,8.8, ,210.2, ,67.6, 
252,6/26/2022,177,0.26, ,0, ,699, ,14.2, ,82.7, ,51.9, ,62.7, ,98, ,40, ,73, ,54.0, ,9.0, ,215.8, ,67.7, 
252,6/27/2022,178,0.27, ,0, ,702, ,15.0, ,83.4, ,53.7, ,64.7, ,98, ,44, ,72, ,55.4, ,9.1, ,218.0, ,67.9, 
252,6/28/2022,179,0.29, ,0, ,682, ,13.4, ,82.8, ,51.5, ,65.4, ,99, ,30, ,63, ,52.4, ,8.7, ,209.2, ,68.1, 
252,6/29/2022,180,0.26, ,0, ,706, ,13.8, ,74.5, ,52.9, ,60.8, ,96, ,55, ,76, ,53.1, ,11.9,Y,285.1,Y,67.9, 
252,6/30/2022,181,0.24, ,0, ,684, ,13.2, ,72.5, ,53.3, ,59.7, ,91, ,55, ,75, ,51.9, ,10.5, ,251.9, ,67.6, 
