228,6/1/2022,152,0.28, ,0, ,750, ,7.5, ,85.8, ,57.3, ,72.2, ,45, ,18, ,28, ,37.1, ,3.2, ,77.4, ,72.5, 
228,6/2/2022,153,0.27, ,0, ,685, ,9.0, ,83.8, ,60.3, ,71.4, ,54, ,24, ,34, ,41.7, ,4.0, ,95.9, ,73.9, 
228,6/3/2022,154,0.21, ,0, ,590, ,11.7, ,77.0, ,58.0, ,66.3, ,79, ,35, ,53, ,48.6, ,3.8, ,90.8, ,74.0, 
228,6/4/2022,155,0.13, ,0, ,337, ,9.9, ,71.4, ,57.7, ,64.1, ,76, ,32, ,48, ,44.3, ,3.5, ,83.0, ,72.6, 
228,6/5/2022,156,0.09, ,0.19, ,308, ,15.9,Y,72.2, ,52.7, ,61.6, ,97, ,51, ,85,Y,57.1,Y,3.4, ,81.2, ,70.6, 
228,6/6/2022,157,0.25, ,0, ,752, ,13.3, ,80.9, ,55.8, ,68.2, ,93, ,29, ,56, ,52.1, ,3.5, ,83.2, ,70.8, 
228,6/7/2022,158,0.27, ,0, ,722, ,9.2, ,85.9, ,57.5, ,71.7, ,61, ,20, ,35, ,42.5, ,3.2, ,76.9, ,71.9, 
228,6/8/2022,159,0.25, ,0, ,641, ,11.5, ,84.4, ,61.9, ,72.5, ,68, ,24, ,42, ,48.2, ,3.2, ,76.9, ,73.2, 
228,6/9/2022,160,0.28, ,0, ,707, ,13.2, ,88.9, ,62.2, ,76.2, ,66, ,27, ,43, ,51.9, ,3.4, ,81.8, ,74.9, 
228,6/10/2022,161,0.29, ,0, ,758, ,12.3, ,94.9, ,67.1, ,81.1, ,59, ,18, ,34, ,50.1, ,3.3, ,78.4, ,76.9, 
228,6/11/2022,162,0.30, ,0, ,741, ,12.8, ,91.5, ,67.1, ,78.4, ,67, ,20, ,38, ,51.0, ,4.2, ,101.4, ,78.4, 
228,6/12/2022,163,0.10, ,0.00, ,286, ,15.6, ,76.3, ,55.2, ,66.2, ,85, ,57, ,71, ,56.5, ,4.6, ,110.9, ,76.5, 
228,6/13/2022,164,0.26, ,0, ,775,R,9.4, ,74.9, ,50.9, ,63.9, ,98, ,16, ,46, ,42.9, ,4.3, ,103.7, ,74.3, 
228,6/14/2022,165,0.28, ,0, ,780,R,6.1, ,81.4, ,52.3, ,68.8, ,49, ,11, ,25, ,32.0, ,3.8, ,90.6, ,74.5, 
228,6/15/2022,166,0.30, ,0, ,768,R,7.0, ,89.2, ,58.2, ,74.1, ,42, ,13, ,24, ,35.4, ,3.9, ,94.1, ,76.2, 
228,6/16/2022,167,0.27, ,0, ,691, ,7.2, ,81.3, ,52.2, ,67.0, ,54, ,21, ,32, ,35.9, ,4.3, ,103.8, ,76.7, 
228,6/17/2022,168,0.23, ,0, ,716, ,8.8, ,66.5, ,47.0, ,55.0,Y,88, ,38, ,59,Y,41.1,Y,6.1,R,146.7,R,75.8, 
228,6/18/2022,169,0.24, ,0, ,741, ,8.2, ,70.4, ,42.7,Y,57.4, ,92, ,29, ,51, ,39.3, ,3.7, ,88.3, ,74.3, 
228,6/19/2022,170,0.26, ,0, ,770,R,7.6, ,77.0, ,49.5, ,64.3, ,64, ,23, ,37, ,37.3, ,3.8, ,90.1, ,74.1, 
228,6/20/2022,171,0.28, ,0, ,727, ,8.2, ,85.5, ,56.3, ,71.9, ,53, ,18, ,31, ,39.4, ,3.6, ,86.1, ,75.5, 
228,6/21/2022,172,0.33, ,0, ,761, ,6.5, ,96.2, ,62.2, ,82.7, ,40, ,11, ,17, ,33.7, ,5.0,Y,120.0,Y,77.8, 
228,6/22/2022,173,0.27, ,0, ,571, ,8.4, ,91.1, ,70.4, ,81.5, ,40, ,14, ,23, ,40.2, ,4.1, ,98.7, ,79.5, 
228,6/23/2022,174,0.30, ,0, ,723, ,10.4, ,92.7, ,70.2, ,81.2, ,41, ,19, ,29, ,45.6, ,3.7, ,89.6, ,80.8,Y
228,6/24/2022,175,0.31, ,0, ,768,R,8.7, ,94.8, ,67.4, ,81.2, ,46, ,10, ,24, ,41.0, ,3.7, ,88.4, ,81.7,Y
228,6/25/2022,176,0.31, ,0, ,760, ,7.6, ,95.3, ,69.3, ,82.0, ,34, ,12, ,20, ,37.6, ,3.8, ,90.4, ,82.3,Y
228,6/26/2022,177,0.31, ,0, ,769,R,8.1, ,96.1, ,68.5, ,82.3, ,38, ,10, ,22, ,39.2, ,3.4, ,81.3, ,82.9,Y
228,6/27/2022,178,0.32, ,0, ,772,R,7.2, ,96.1, ,70.1, ,83.0, ,31, ,8, ,19, ,36.1, ,3.7, ,89.0, ,83.3,Y
228,6/28/2022,179,0.32, ,0, ,767,R,5.9,Y,96.2, ,67.7, ,81.1, ,30, ,10, ,16,Y,31.3,Y,3.9, ,93.2, ,83.4,Y
228,6/29/2022,180,0.30, ,0, ,769,R,6.8, ,89.1, ,63.0, ,76.8, ,43, ,14, ,22, ,34.6, ,3.9, ,92.9, ,83.6,Y
228,6/30/2022,181,0.29, ,0, ,780,R,9.2, ,85.2, ,59.3, ,72.9, ,63, ,21, ,33, ,42.5, ,3.7, ,89.0, ,83.1,Y
