44,6/1/2022,152,0.27, ,0, ,741, ,13.1, ,91.8, ,56.1, ,71.7, ,80, ,18, ,49, ,51.8, ,4.3, ,102.4, ,70.8, 
44,6/2/2022,153,0.26, ,0, ,719, ,14.6, ,88.1, ,55.9, ,70.1, ,90, ,30, ,58, ,54.6, ,4.1, ,98.6, ,71.7, 
44,6/3/2022,154,0.20, ,0, ,603, ,15.4, ,81.7, ,58.0, ,66.4, ,96, ,40, ,70, ,56.2, ,4.5, ,107.1, ,72.0, 
44,6/4/2022,155,0.20, ,0, ,627, ,15.5, ,78.0, ,58.8, ,66.0, ,91, ,48, ,71, ,56.3, ,4.9, ,117.3, ,71.5, 
44,6/5/2022,156,0.20, ,0, ,608, ,15.5, ,81.1, ,60.6, ,68.0, ,86, ,45, ,66, ,56.4, ,4.3, ,103.0, ,71.1, 
44,6/6/2022,157,0.25, ,0, ,722, ,15.9, ,84.8, ,59.4, ,71.2, ,80, ,42, ,61, ,57.0, ,4.0, ,96.4, ,72.1, 
44,6/7/2022,158,0.25, ,0, ,716, ,17.4, ,86.7, ,60.7, ,72.5, ,94, ,41, ,64, ,59.5, ,4.1, ,99.1, ,73.3, 
44,6/8/2022,159,0.25, ,0, ,700, ,16.9, ,89.2, ,60.2, ,72.9, ,97, ,34, ,61, ,58.8, ,3.8, ,90.8, ,73.9, 
44,6/9/2022,160,0.26, ,0, ,701, ,17.4, ,93.7, ,59.7, ,74.6, ,95, ,33, ,59, ,59.5, ,4.0, ,95.6, ,74.3, 
44,6/10/2022,161,0.27, ,0, ,699, ,16.6, ,93.6, ,63.8, ,78.2, ,84, ,29, ,50, ,58.2, ,4.1, ,98.3, ,75.1, 
44,6/11/2022,162,0.28, ,0, ,731, ,15.2, ,92.1, ,62.8, ,77.0, ,82, ,30, ,48, ,55.9, ,4.1, ,97.6, ,74.6, 
44,6/12/2022,163,0.27, ,0, ,748, ,14.9, ,89.4, ,62.0, ,74.2, ,77, ,30, ,52, ,55.3, ,4.4, ,106.0, ,73.4, 
44,6/13/2022,164,0.22, ,0, ,682, ,16.5, ,79.6, ,60.2, ,68.2, ,90, ,50, ,70, ,58.1, ,5.2, ,124.3, ,73.6, 
44,6/14/2022,165,0.25, ,0, ,716, ,16.2, ,86.1, ,62.3, ,71.5, ,84, ,38, ,61, ,57.6, ,4.6, ,109.6, ,74.1, 
44,6/15/2022,166,0.26, ,0, ,740, ,16.6, ,92.8, ,60.7, ,73.5, ,85, ,31, ,59, ,58.3, ,4.2, ,100.1, ,74.4, 
44,6/16/2022,167,0.26, ,0, ,736, ,17.1, ,90.2, ,60.4, ,72.3, ,90, ,34, ,63, ,59.1, ,4.5, ,109.1, ,74.7, 
44,6/17/2022,168,0.25, ,0, ,730, ,15.4, ,81.8, ,59.3, ,68.6, ,90, ,32, ,65, ,56.2, ,5.2, ,124.5, ,74.8, 
44,6/18/2022,169,0.25, ,0, ,753,R,12.1, ,78.2, ,57.8, ,66.6, ,78, ,35, ,54, ,49.6, ,5.1, ,121.7, ,72.5, 
44,6/19/2022,170,0.26, ,0, ,770,R,11.2, ,83.4, ,54.8, ,68.2, ,86, ,24, ,48, ,47.5, ,4.5, ,107.1, ,69.8, 
44,6/20/2022,171,0.30, ,0, ,769,R,8.4,Y,97.3, ,57.5, ,78.0, ,60, ,8, ,26,Y,39.9,Y,4.2, ,99.6, ,70.4, 
44,6/21/2022,172,0.29, ,0, ,725, ,11.0, ,95.6, ,62.8, ,77.6, ,53, ,18, ,34, ,47.1, ,4.0, ,96.4, ,71.9, 
44,6/22/2022,173,0.28, ,0.01, ,595, ,13.7, ,93.2, ,66.9, ,80.0, ,59, ,27, ,39, ,53.0, ,5.8,Y,139.6,Y,72.8, 
44,6/23/2022,174,0.30, ,0, ,729, ,12.7, ,94.1, ,66.7, ,80.0, ,64, ,21, ,36, ,50.9, ,4.6, ,110.0, ,73.6, 
44,6/24/2022,175,0.30, ,0, ,746, ,8.5,Y,95.8, ,63.0, ,79.8, ,40, ,17, ,24,Y,40.3,Y,4.4, ,105.8, ,73.4, 
44,6/25/2022,176,0.30, ,0, ,766,R,8.9,Y,96.5, ,60.5, ,78.6, ,54, ,10, ,27,Y,41.5,Y,4.1, ,98.1, ,71.4, 
44,6/26/2022,177,0.30,R,0, ,766,R,12.1, ,98.0, ,61.7, ,79.6, ,68, ,15, ,35, ,49.5, ,4.0, ,97.2, ,70.5, 
44,6/27/2022,178,0.31, ,0, ,714, ,13.2, ,101.3, ,68.0, ,83.8, ,60, ,15, ,33, ,52.0, ,4.3, ,104.2, ,72.5, 
44,6/28/2022,179,0.31, ,0, ,724, ,11.0, ,96.4, ,67.8, ,82.2, ,51, ,16, ,29, ,47.0, ,4.4, ,105.8, ,73.5, 
44,6/29/2022,180,0.29, ,0, ,724, ,13.0, ,95.7, ,65.5, ,80.1, ,67, ,17, ,37, ,51.5, ,4.0, ,95.6, ,73.8, 
44,6/30/2022,181,0.28, ,0, ,732, ,14.3, ,92.4, ,64.6, ,77.9, ,71, ,26, ,44, ,54.2, ,4.1, ,99.3, ,74.1, 
