264,6/1/2022,152,0.24, ,0, ,694, ,6.7, ,76.7, ,27.6,Y,55.1, ,96, ,22, ,45, ,34.3, ,3.7, ,88.6, ,54.8, 
264,6/2/2022,153,0.21, ,0, ,515, ,8.2, ,74.8, ,37.8, ,56.3, ,89, ,30, ,53, ,39.3, ,5.7, ,137.5, ,55.8, 
264,6/3/2022,154,0.24, ,0, ,594, ,9.0, ,70.1, ,38.4, ,56.4, ,93, ,37, ,58, ,41.7, ,7.0, ,169.1, ,55.9, 
264,6/4/2022,155,0.18, ,0, ,473, ,8.5, ,62.3, ,47.8, ,54.4, ,88, ,48, ,59, ,40.3, ,9.6,Y,229.9,Y,56.0, 
264,6/5/2022,156,0.19, ,0.02, ,526, ,10.7, ,66.7, ,38.7, ,54.8, ,93, ,44, ,73, ,46.3, ,8.7,Y,207.8,Y,56.0, 
264,6/6/2022,157,0.25, ,0, ,736, ,7.1, ,73.8, ,30.6, ,54.4, ,100, ,21, ,49, ,35.9, ,4.4, ,104.7, ,55.8, 
264,6/7/2022,158,0.24, ,0, ,688, ,7.4, ,80.3, ,29.0,Y,57.0, ,96, ,18, ,46, ,36.7, ,3.7, ,87.8, ,56.5, 
264,6/8/2022,159,0.24, ,0, ,633, ,9.9, ,78.9, ,37.9, ,59.7, ,90, ,26, ,56, ,44.2, ,4.7, ,113.4, ,57.8, 
264,6/9/2022,160,0.24, ,0, ,656, ,11.9, ,83.2, ,39.2, ,63.7, ,99, ,32, ,59, ,49.2, ,3.8, ,91.7, ,58.9, 
264,6/10/2022,161,0.28, ,0, ,699, ,10.3, ,84.2, ,41.1, ,65.0, ,98, ,21, ,49, ,45.4, ,5.2, ,124.0, ,60.0, 
264,6/11/2022,162,0.31, ,0, ,682, ,11.0, ,80.3, ,40.6, ,65.7, ,92, ,30, ,51, ,47.2, ,8.3, ,199.5, ,60.2, 
264,6/12/2022,163,0.18, ,0.05, ,458, ,12.2, ,68.2, ,45.8, ,59.2, ,88, ,51, ,71, ,49.9, ,10.9,R,262.6,R,60.3, 
264,6/13/2022,164,0.20, ,0, ,622, ,6.8, ,63.5, ,36.5, ,50.8, ,96, ,22, ,54, ,34.6, ,5.4, ,129.4, ,58.1, 
264,6/14/2022,165,0.24, ,0, ,733, ,5.3, ,72.6, ,25.6,Y,52.7, ,95, ,17, ,39, ,28.7, ,4.4, ,105.2, ,57.1, 
264,6/15/2022,166,0.28, ,0, ,727, ,6.7, ,82.1, ,28.6,Y,59.1, ,94, ,20, ,39, ,34.3, ,4.9, ,116.7, ,57.8, 
264,6/16/2022,167,0.32, ,0, ,662, ,6.1, ,75.9, ,42.4, ,62.5, ,67, ,21, ,32, ,32.0, ,10.2,R,244.3,R,58.4, 
264,6/17/2022,168,0.28, ,0, ,720, ,4.2, ,62.2,Y,35.9, ,50.9,Y,74, ,17, ,33,Y,22.7,Y,9.2,Y,221.2,Y,57.3, 
264,6/18/2022,169,0.19, ,0.03, ,655, ,6.1, ,58.7,Y,26.7,Y,45.4,Y,90, ,40, ,59,Y,31.8,Y,5.7, ,135.8, ,55.7,Y
264,6/19/2022,170,0.19,R,0, ,583, ,6.2, ,65.3, ,24.0,R,48.4,Y,98, ,31, ,54,Y,32.4,Y,4.3, ,103.2, ,55.0,Y
264,6/20/2022,171,0.24, ,0, ,630, ,6.1, ,73.4, ,27.1,Y,54.0, ,93, ,22, ,43, ,32.0, ,6.4, ,153.4, ,55.9,Y
264,6/21/2022,172,0.28, ,0, ,723, ,6.1, ,80.8, ,30.1,Y,59.9, ,89, ,14, ,35, ,31.8, ,5.6, ,133.8, ,57.4,Y
264,6/22/2022,173,0.27, ,0, ,708, ,7.6, ,86.1, ,33.1, ,63.6, ,93, ,13, ,38, ,37.3, ,4.2, ,101.3, ,58.5, 
264,6/23/2022,174,0.13, ,0.05, ,344, ,10.9, ,78.4, ,45.3, ,62.2, ,92, ,33, ,57, ,46.8, ,4.1, ,98.0, ,60.0, 
264,6/24/2022,175,0.26, ,0, ,684, ,9.2, ,84.3, ,37.8, ,63.4, ,99, ,22, ,46, ,42.4, ,3.7, ,88.4, ,59.4, 
264,6/25/2022,176,0.24, ,0, ,533, ,9.6, ,87.2, ,39.5, ,63.0, ,96, ,19, ,49, ,43.5, ,6.2, ,148.8, ,60.2, 
264,6/26/2022,177,0.26, ,0, ,653, ,9.7, ,88.2, ,39.2, ,65.7, ,99, ,20, ,45, ,43.8, ,4.5, ,109.0, ,60.5, 
264,6/27/2022,178,0.31, ,0, ,721, ,7.3, ,87.1, ,36.3, ,64.9, ,94, ,16, ,35, ,36.4, ,6.4, ,154.7, ,60.8, 
264,6/28/2022,179,0.32, ,0, ,719, ,7.4, ,83.7, ,32.3,Y,63.0, ,86, ,22, ,37, ,36.7, ,7.2, ,172.0, ,60.8, 
264,6/29/2022,180,0.31, ,0, ,721, ,7.2, ,82.9, ,36.7, ,63.8, ,81, ,19, ,36, ,36.2, ,6.8, ,162.1, ,60.7, 
264,6/30/2022,181,0.30, ,0, ,727, ,6.6, ,80.7, ,33.1,Y,60.2, ,93, ,16, ,37, ,34.1, ,6.4, ,153.9, ,60.6, 
