88,6/1/2022,152,0.31, ,0, ,745, ,5.3, ,90.8, ,47.5, ,70.6, ,49, ,10, ,21, ,28.4, ,6.1, ,147.3, ,79.1, 
88,6/2/2022,153,0.30, ,0, ,697, ,6.3, ,90.9, ,51.4, ,73.4, ,47, ,9, ,22, ,32.7, ,5.8, ,139.1, ,80.7, 
88,6/3/2022,154,0.30, ,0, ,715, ,8.6, ,88.0, ,53.4, ,69.8, ,78, ,18, ,34, ,40.6, ,6.1, ,146.4, ,81.7, 
88,6/4/2022,155,0.29, ,0, ,712, ,8.5, ,86.1, ,48.3, ,67.5, ,76, ,16, ,37, ,40.3, ,5.4, ,130.7, ,81.5, 
88,6/5/2022,156,0.28, ,0, ,709, ,9.4, ,87.3, ,50.0, ,69.9, ,74, ,21, ,38, ,42.9, ,5.5, ,132.5, ,81.5, 
88,6/6/2022,157,0.26, ,0, ,664, ,13.0, ,85.6, ,57.9, ,71.5, ,78, ,30, ,49, ,51.5, ,6.2, ,148.0, ,82.3, 
88,6/7/2022,158,0.31, ,0, ,753, ,5.7, ,90.4, ,51.0, ,72.9, ,55, ,8, ,21, ,30.2, ,5.5, ,132.2, ,82.6, 
88,6/8/2022,159,0.32, ,0, ,741, ,5.8, ,91.6, ,53.5, ,75.5, ,50, ,9, ,19, ,30.7, ,5.9, ,140.6, ,83.2, 
88,6/9/2022,160,0.32, ,0, ,710, ,10.7, ,93.0, ,62.5,Y,77.6, ,64, ,19, ,33, ,46.4, ,6.5, ,155.8, ,84.7, 
88,6/10/2022,161,0.32, ,0, ,723, ,11.2, ,97.3, ,58.5, ,79.9, ,61, ,18, ,32, ,47.5, ,6.3, ,151.2, ,85.8, 
88,6/11/2022,162,0.34, ,0, ,737, ,9.3, ,97.5, ,65.5,Y,82.4,Y,47, ,13, ,25,Y,42.7,Y,6.2, ,149.8, ,87.5, 
88,6/12/2022,163,0.33, ,0, ,738, ,11.9, ,96.2, ,61.0, ,77.5, ,83, ,15, ,37, ,49.1, ,7.7,Y,185.3,Y,87.7, 
88,6/13/2022,164,0.29, ,0, ,751, ,9.2, ,80.5, ,59.5, ,68.3, ,87, ,17, ,39, ,42.4, ,7.0, ,167.2, ,86.5, 
88,6/14/2022,165,0.31, ,0, ,759, ,4.9,Y,85.4, ,55.0, ,70.4, ,31, ,11, ,19,Y,26.7,Y,7.0, ,167.5, ,84.3, 
88,6/15/2022,166,0.31, ,0, ,750, ,5.8, ,93.5, ,50.8, ,73.9, ,46, ,10, ,20, ,30.7, ,5.5, ,131.6, ,84.5, 
88,6/16/2022,167,0.32, ,0, ,762,R,5.2, ,96.3, ,53.2, ,74.4, ,41, ,7, ,18, ,27.9, ,6.5, ,156.9, ,85.5, 
88,6/17/2022,168,0.22, ,0, ,618, ,6.3, ,73.2, ,44.7, ,59.4, ,78, ,23, ,37, ,32.9, ,5.5, ,133.0, ,83.2, 
88,6/18/2022,169,0.26, ,0, ,746, ,6.8, ,75.6, ,41.3, ,59.7, ,64, ,23, ,39, ,34.7, ,5.4, ,129.8, ,80.8, 
88,6/19/2022,170,0.29, ,0, ,762,R,6.2, ,77.9, ,47.3, ,64.0, ,54, ,17, ,31, ,32.5, ,6.6, ,158.3, ,80.9, 
88,6/20/2022,171,0.30, ,0, ,748, ,7.0, ,87.4, ,47.4, ,69.9, ,55, ,16, ,28, ,35.4, ,5.6, ,134.7, ,81.3, 
88,6/21/2022,172,0.32, ,0, ,739, ,7.1, ,97.1, ,53.7, ,75.1, ,56, ,9, ,24, ,35.7, ,5.8, ,140.3, ,83.4, 
88,6/22/2022,173,0.31, ,0, ,679, ,7.1, ,93.9, ,52.1, ,74.9, ,39, ,11, ,24, ,35.9, ,6.1, ,146.9, ,84.1, 
88,6/23/2022,174,0.32, ,0, ,741, ,9.0, ,97.1, ,58.8, ,78.1, ,58, ,15, ,28, ,41.9, ,6.2, ,148.4, ,85.6, 
88,6/24/2022,175,0.33, ,0, ,727, ,8.7, ,97.5, ,58.3, ,79.4, ,47, ,14, ,25, ,40.8, ,6.0, ,145.1, ,87.0, 
88,6/25/2022,176,0.33, ,0, ,732, ,8.0, ,100.2, ,60.3, ,80.7, ,49, ,10, ,22, ,38.7, ,5.7, ,136.6, ,87.9, 
88,6/26/2022,177,0.34, ,0, ,745, ,7.0, ,99.8, ,59.2, ,81.8, ,42, ,10, ,19, ,35.4, ,5.7, ,136.4, ,88.5, 
88,6/27/2022,178,0.34, ,0, ,740, ,6.8, ,100.3, ,60.4, ,82.5, ,40, ,9, ,18, ,34.7, ,5.8, ,138.1, ,89.0, 
88,6/28/2022,179,0.33, ,0, ,734, ,5.9, ,101.0, ,58.7, ,82.9, ,48, ,7, ,15, ,31.1, ,5.4, ,130.8, ,89.7, 
88,6/29/2022,180,0.34, ,0, ,729, ,6.6, ,100.5, ,61.9, ,80.7, ,36, ,8, ,18, ,33.9, ,6.4, ,152.4, ,89.9, 
88,6/30/2022,181,0.32, ,0, ,724, ,4.6,Y,96.8, ,56.1, ,77.8, ,39, ,5, ,14,Y,25.0,Y,5.5, ,131.2, ,89.3, 
