259,6/1/2022,152,0.12, ,0, ,491, ,13.9, ,60.7, ,50.9, ,53.8, ,99, ,88, ,98, ,53.3, ,4.9, ,116.5, ,62.6, 
259,6/2/2022,153,0.19, ,0, ,666, ,13.2, ,66.5, ,50.8, ,56.7, ,100, ,53, ,84, ,51.9, ,3.7, ,88.0, ,63.6, 
259,6/3/2022,154,0.06, ,0,R,288, ,14.8, ,61.5, ,54.3, ,57.4, ,100, ,83, ,92, ,55.0, ,4.0, ,95.9, ,63.5, 
259,6/4/2022,155,0.11, ,0.56, ,327, ,15.3, ,72.6, ,54.8, ,61.0, ,99, ,52, ,83, ,55.9, ,8.9, ,214.3, ,62.5, 
259,6/5/2022,156,0.18, ,0.09, ,570, ,16.8, ,69.9, ,54.8, ,61.9, ,99, ,56, ,89, ,58.5, ,7.4, ,177.1, ,63.3, 
259,6/6/2022,157,0.16, ,0.01, ,582, ,14.0, ,61.9, ,46.7, ,55.6, ,99, ,72, ,92, ,53.5, ,6.1, ,146.0, ,63.8, 
259,6/7/2022,158,0.15, ,0, ,532, ,14.1, ,65.5, ,47.2, ,56.0, ,100, ,75, ,92, ,53.8, ,4.3, ,102.6, ,63.3, 
259,6/8/2022,159,0.15, ,0, ,532, ,14.9, ,64.4, ,46.4, ,57.3, ,99, ,71, ,93, ,55.3, ,5.2, ,124.5, ,64.4, 
259,6/9/2022,160,0.20, ,0, ,620, ,13.3, ,75.6, ,43.5, ,60.3, ,100, ,41, ,74, ,52.1, ,4.1, ,98.4, ,64.9, 
259,6/10/2022,161,0.20, ,0, ,631, ,18.9,Y,73.3, ,55.9, ,64.3,Y,99, ,72, ,92,Y,61.9,Y,5.0, ,119.1, ,67.2, 
259,6/11/2022,162,0.10, ,0.30, ,365, ,20.2,R,74.0, ,58.6,Y,64.1,Y,100, ,89, ,--,R,--,I,5.3, ,126.2, ,67.0, 
259,6/12/2022,163,0.08, ,0.37, ,339, ,15.4, ,62.4, ,53.3, ,57.5, ,100, ,85, ,95, ,56.2, ,8.9, ,213.5, ,65.3, 
259,6/13/2022,164,0.20, ,0, ,664, ,12.7, ,61.6, ,52.8, ,56.1, ,99, ,63, ,83, ,51.0, ,10.0, ,240.7, ,64.0, 
259,6/14/2022,165,0.20, ,0, ,681, ,12.9, ,61.7, ,45.4, ,54.8, ,99, ,72, ,88, ,51.3, ,8.8, ,210.6, ,63.7, 
259,6/15/2022,166,0.14, ,0, ,515, ,13.8, ,66.0, ,44.5, ,55.3, ,100, ,76, ,92, ,53.1, ,3.8, ,90.6, ,62.8, 
259,6/16/2022,167,0.07, ,0.06, ,276, ,13.2, ,61.2, ,46.2, ,55.2, ,99, ,65, ,89, ,51.9, ,4.1, ,98.3, ,62.8, 
259,6/17/2022,168,0.19, ,0, ,651, ,12.2, ,62.9, ,42.9, ,54.3, ,100, ,65, ,84, ,49.7, ,5.1, ,122.9, ,61.9, 
259,6/18/2022,169,0.19, ,0, ,691, ,12.9, ,63.4, ,42.0,Y,54.6, ,100, ,70, ,89, ,51.3, ,5.8, ,139.1, ,62.1, 
259,6/19/2022,170,0.17, ,0, ,544, ,13.3, ,62.9, ,52.3, ,57.2, ,99, ,70, ,83, ,52.1, ,7.5, ,180.0, ,62.5, 
259,6/20/2022,171,0.20, ,0, ,659, ,12.2, ,65.0, ,48.9, ,57.1, ,85, ,68, ,77, ,49.9, ,5.9, ,141.9, ,63.2, 
259,6/21/2022,172,0.21, ,0, ,709, ,12.9, ,66.1, ,45.3, ,57.5, ,88, ,71, ,80, ,51.4, ,4.3, ,104.2, ,63.5, 
259,6/22/2022,173,0.20, ,0, ,898,R,14.3, ,63.9, ,53.3, ,58.6, ,89, ,79, ,85, ,54.1, ,7.9, ,188.6, ,64.8, 
259,6/23/2022,174,0.16, ,0, ,609, ,12.5, ,61.0, ,44.8, ,54.4, ,91, ,74, ,86, ,50.4, ,4.9, ,118.1, ,64.3, 
259,6/24/2022,175,0.19, ,0.17, ,710, ,11.5, ,60.6, ,41.3,Y,52.3, ,90, ,75, ,86, ,48.3, ,4.0, ,95.2, ,63.5, 
259,6/25/2022,176,0.20, ,0.13, ,725, ,13.0, ,65.2, ,43.9, ,55.8, ,91, ,77, ,86, ,51.6, ,4.8, ,114.2, ,64.3, 
259,6/26/2022,177,0.19, ,0, ,669, ,13.9, ,68.0, ,51.6, ,58.3, ,90, ,73, ,84, ,53.4, ,4.8, ,115.9, ,66.9, 
259,6/27/2022,178,0.13, ,0, ,472, ,13.9, ,62.6, ,53.4, ,56.7, ,90, ,85, ,88, ,53.3, ,4.4, ,106.5, ,67.3, 
259,6/28/2022,179,0.18, ,0, ,619, ,13.6, ,66.6, ,48.7, ,58.2, ,89, ,70, ,82, ,52.7, ,5.7, ,136.8, ,67.2, 
259,6/29/2022,180,0.07, ,0, ,282, ,13.1, ,58.5, ,53.4, ,55.7, ,89, ,81, ,86, ,51.7, ,7.6, ,182.5, ,66.1, 
259,6/30/2022,181,0.08, ,0.00, ,297, ,12.7, ,59.4, ,52.6, ,55.3, ,89, ,79, ,85, ,50.9, ,6.0, ,145.1, ,64.6, 
