104,6/1/2022,152,0.23, ,0, ,731, ,10.6, ,81.9, ,44.8, ,59.1, ,92, ,22, ,62, ,46.2, ,2.5, ,59.6, ,76.1, 
104,6/2/2022,153,0.21, ,0, ,680, ,12.0, ,75.7, ,49.0, ,60.1, ,94, ,40, ,67, ,49.3, ,2.4, ,56.4, ,76.9, 
104,6/3/2022,154,0.19, ,0.00, ,620, ,14.1, ,76.7, ,48.1, ,60.0, ,96, ,55, ,80, ,53.8, ,2.5, ,59.3, ,77.3, 
104,6/4/2022,155,0.14, ,0, ,471, ,13.3, ,69.4, ,54.1, ,59.8, ,98, ,48, ,76, ,52.2, ,2.8, ,66.1, ,77.2, 
104,6/5/2022,156,0.10, ,0.16, ,360, ,17.3,Y,71.0, ,56.6, ,61.9, ,97, ,77, ,91,Y,59.4,Y,2.0, ,48.0, ,75.8, 
104,6/6/2022,157,0.23, ,0, ,737, ,14.2, ,79.9, ,50.2, ,64.0, ,97, ,39, ,70, ,54.0, ,2.6, ,63.0, ,76.1, 
104,6/7/2022,158,0.22, ,0.00, ,722, ,12.3, ,75.3, ,46.1, ,58.8, ,98, ,42, ,73, ,50.1, ,2.6, ,61.9, ,76.5, 
104,6/8/2022,159,0.22, ,0, ,679, ,12.8, ,81.6, ,49.9, ,62.5, ,94, ,41, ,66, ,51.1, ,2.8, ,66.7, ,77.1, 
104,6/9/2022,160,0.22, ,0, ,895,R,13.2, ,84.4, ,56.3, ,69.7,Y,98, ,36, ,53,Y,52.0,Y,2.8, ,66.6, ,79.0, 
104,6/10/2022,161,0.26,R,0, ,731, ,14.4, ,94.7,Y,55.6, ,72.3,R,86,H,29,H,--,R,--,I,3.2, ,76.8, ,79.7, 
104,6/11/2022,162,0.25,R,0.01, ,729, ,15.3, ,89.2, ,58.9,Y,71.9,R,89,H,32,H,--,R,--,I,3.3, ,79.7, ,81.6, 
104,6/12/2022,163,0.17, ,0.01, ,533, ,15.5, ,75.5, ,55.9, ,64.4, ,94, ,57, ,75, ,56.4, ,3.4, ,81.9, ,81.4, 
104,6/13/2022,164,0.23, ,0, ,749, ,11.1, ,80.1, ,47.9, ,61.5, ,91, ,30, ,59, ,47.2, ,2.9, ,69.8, ,79.9, 
104,6/14/2022,165,0.24, ,0, ,738, ,11.4, ,85.3, ,46.4, ,61.4, ,92, ,25, ,62, ,48.1, ,2.8, ,67.0, ,80.4, 
104,6/15/2022,166,0.23, ,0.00, ,739, ,12.0, ,78.9, ,47.8, ,60.7, ,94, ,32, ,66, ,49.3, ,2.5, ,59.2, ,80.7, 
104,6/16/2022,167,0.24, ,0, ,735, ,10.7, ,81.1, ,46.9, ,60.3, ,95, ,33, ,60, ,46.4, ,3.7, ,87.6, ,80.8, 
104,6/17/2022,168,0.19, ,0, ,628, ,10.8, ,67.5, ,49.6, ,57.6, ,85, ,47, ,67, ,46.7, ,3.4, ,80.8, ,80.2, 
104,6/18/2022,169,0.23, ,0, ,741, ,10.1, ,74.0, ,44.9, ,57.9, ,94, ,32, ,61, ,44.7, ,3.8,Y,92.1,Y,79.5, 
104,6/19/2022,170,0.23, ,0, ,739, ,10.9, ,81.9, ,44.4, ,59.5, ,92, ,31, ,63, ,46.9, ,3.2, ,76.7, ,79.8, 
104,6/20/2022,171,0.24, ,0, ,730, ,12.0, ,84.9, ,46.2, ,61.7, ,94, ,32, ,64, ,49.4, ,2.7, ,64.6, ,80.6, 
104,6/21/2022,172,0.24,R,0, ,738, ,10.5, ,100.8,R,53.5, ,72.6,R,85,H,24,H,--,R,--,I,3.3, ,78.8, ,82.1, 
104,6/22/2022,173,0.18,R,0, ,527, ,12.3, ,78.6, ,53.5, ,62.4, ,90, ,30, ,64, ,50.1, ,3.9,Y,93.0,Y,82.7, 
104,6/23/2022,174,0.21, ,0, ,714, ,13.6, ,73.9, ,51.9, ,59.0, ,97, ,51, ,80, ,52.7, ,2.6, ,61.8, ,81.7, 
104,6/24/2022,175,0.21, ,0, ,721, ,13.6, ,68.4, ,51.1, ,57.6, ,99, ,63, ,84, ,52.8, ,2.5, ,59.9, ,82.5, 
104,6/25/2022,176,0.21, ,0, ,725, ,13.6, ,72.4, ,49.1, ,57.9, ,99, ,54, ,83, ,52.8, ,2.6, ,61.2, ,83.0, 
104,6/26/2022,177,0.21, ,0, ,702, ,13.9, ,74.1, ,50.3, ,58.9, ,99, ,53, ,82, ,53.4, ,2.2, ,54.0, ,83.6, 
104,6/27/2022,178,0.22, ,0, ,719, ,14.0, ,78.8, ,49.8, ,60.4, ,99, ,45, ,78, ,53.6, ,2.5, ,60.1, ,84.1, 
104,6/28/2022,179,0.23, ,0.01, ,725, ,13.2, ,81.6, ,49.5, ,62.3, ,98, ,32, ,69, ,51.9, ,2.5, ,58.8, ,84.4, 
104,6/29/2022,180,0.22, ,0.00, ,746, ,13.0, ,75.1, ,49.5, ,59.8, ,95, ,45, ,74, ,51.6, ,2.6, ,61.2, ,84.1, 
104,6/30/2022,181,0.21, ,0, ,697, ,12.8, ,72.1, ,52.3, ,59.6, ,94, ,52, ,73, ,51.1, ,2.6, ,63.4, ,84.2, 
