204,6/1/2022,152,0.31, ,0, ,719, ,8.2, ,95.3, ,56.3, ,76.7, ,59, ,9, ,26, ,39.4, ,5.0, ,121.1, ,65.8, 
204,6/2/2022,153,0.27, ,0, ,681, ,11.7, ,89.0, ,55.8, ,72.6, ,78, ,28, ,43, ,48.6, ,4.2, ,101.6, ,65.7, 
204,6/3/2022,154,0.20, ,0, ,569, ,14.6, ,81.5, ,53.2, ,65.2, ,95, ,42, ,69, ,54.7, ,4.5, ,107.3, ,66.9, 
204,6/4/2022,155,0.21, ,0, ,615, ,14.7, ,77.7, ,56.2, ,65.3, ,91, ,48, ,69, ,54.8, ,5.1, ,121.4, ,67.3, 
204,6/5/2022,156,0.26, ,0, ,690, ,14.6, ,87.6, ,55.8, ,71.3, ,89, ,34, ,56, ,54.6, ,4.6, ,110.1, ,66.9, 
204,6/6/2022,157,0.27, ,0, ,700, ,15.8, ,89.3, ,59.7, ,73.9, ,85, ,34, ,55, ,56.9, ,5.0, ,119.6, ,68.3, 
204,6/7/2022,158,0.28, ,0, ,704, ,15.0, ,90.3, ,56.9, ,74.0, ,83, ,34, ,52, ,55.4, ,5.1, ,121.8, ,68.3, 
204,6/8/2022,159,0.29, ,0, ,718, ,12.8, ,95.3, ,56.7, ,77.0, ,76, ,19, ,40, ,51.2, ,3.9, ,92.5, ,69.1, 
204,6/9/2022,160,0.29, ,0, ,720, ,12.7, ,97.5, ,57.9, ,78.4, ,66, ,16, ,38, ,51.0, ,4.0, ,96.7, ,68.6, 
204,6/10/2022,161,0.30, ,0, ,694, ,14.2, ,100.6, ,64.2, ,81.8, ,71, ,22, ,38, ,54.0, ,4.4, ,105.0, ,70.0, 
204,6/11/2022,162,0.29, ,0, ,700, ,14.1, ,98.6, ,63.8, ,80.2, ,71, ,24, ,40, ,53.7, ,4.1, ,99.3, ,70.9, 
204,6/12/2022,163,0.30, ,0, ,712, ,13.1, ,88.6, ,61.3, ,74.9, ,74, ,29, ,44, ,51.7, ,6.0, ,143.7, ,69.7, 
204,6/13/2022,164,0.29, ,0, ,716, ,12.8, ,85.9, ,59.5, ,72.8, ,87, ,14, ,47, ,51.1, ,6.7, ,160.3, ,70.1, 
204,6/14/2022,165,0.30, ,0, ,711, ,9.1, ,93.8, ,57.8, ,76.0, ,49, ,11, ,30, ,42.2, ,5.0, ,120.9, ,68.3, 
204,6/15/2022,166,0.30, ,0, ,709, ,10.9, ,100.8, ,61.7, ,79.7, ,69, ,12, ,31, ,46.8, ,4.6, ,110.8, ,69.3, 
204,6/16/2022,167,0.28, ,0, ,709, ,15.0, ,95.0, ,58.7, ,74.9, ,89, ,28, ,51, ,55.5, ,4.8, ,115.4, ,69.5, 
204,6/17/2022,168,0.21, ,0, ,580, ,14.1, ,79.9, ,57.1, ,66.4, ,88, ,42, ,64, ,53.7, ,6.1, ,145.2, ,69.7, 
204,6/18/2022,169,0.25, ,0, ,704, ,10.7, ,78.0, ,52.5, ,64.9, ,77, ,31, ,51, ,46.3, ,5.0, ,119.8, ,68.7, 
204,6/19/2022,170,0.29, ,0, ,732, ,6.4,Y,88.9, ,53.9, ,71.3, ,61, ,11, ,25,Y,33.2,Y,5.5, ,131.1, ,67.5, 
204,6/20/2022,171,0.34, ,0, ,728, ,4.9,Y,97.8, ,56.1, ,79.4, ,30, ,7, ,14,Y,26.4,Y,5.5, ,132.3, ,67.5, 
204,6/21/2022,172,0.34, ,0, ,720, ,8.0, ,91.8, ,62.5, ,77.6, ,44, ,18, ,25, ,38.6, ,6.4, ,153.5, ,67.4, 
204,6/22/2022,173,0.28, ,0, ,500, ,12.6, ,94.7, ,63.4, ,77.9, ,63, ,26, ,39, ,50.7, ,7.6, ,182.4, ,68.1, 
204,6/23/2022,174,0.31, ,0, ,697, ,11.8, ,97.5, ,67.2, ,82.3, ,58, ,15, ,31, ,48.9, ,4.9, ,116.7, ,68.5, 
204,6/24/2022,175,0.31, ,0, ,728, ,7.3, ,99.7, ,64.1, ,80.9, ,40, ,8, ,20, ,36.6, ,4.2, ,100.5, ,68.7, 
204,6/25/2022,176,0.33, ,0, ,723, ,6.9, ,97.9, ,62.3, ,80.6, ,40, ,8, ,19, ,34.9, ,4.9, ,117.7, ,69.2, 
204,6/26/2022,177,0.32, ,0, ,721, ,9.6, ,102.0, ,63.8, ,82.6, ,41, ,11, ,25, ,43.5, ,4.4, ,104.5, ,68.8, 
204,6/27/2022,178,0.32, ,0, ,700, ,9.6, ,101.5, ,64.2, ,84.1, ,47, ,7, ,24, ,43.4, ,4.7, ,113.7, ,69.5, 
204,6/28/2022,179,0.33, ,0, ,697, ,8.8, ,99.4, ,69.6,Y,83.9, ,44, ,14, ,22, ,41.1, ,5.5, ,131.4, ,69.4, 
204,6/29/2022,180,0.33, ,0, ,695, ,9.4, ,95.0, ,66.0, ,80.5, ,46, ,14, ,26, ,42.9, ,6.1, ,146.9, ,69.5, 
204,6/30/2022,181,0.29, ,0, ,694, ,10.7, ,94.6, ,63.5, ,77.6, ,50, ,18, ,33, ,46.3, ,4.7, ,112.9, ,69.0, 
