223,6/1/2022,152,0.24, ,0, ,708, ,16.4, ,86.2, ,54.8, ,69.7, ,100, ,40, ,66, ,57.9, ,2.7,Y,65.0,Y,71.0, 
223,6/2/2022,153,0.22, ,0, ,676, ,18.3, ,81.8, ,58.7, ,68.6, ,100, ,50, ,77, ,61.0, ,2.9, ,68.9, ,71.8, 
223,6/3/2022,154,0.17, ,0, ,530, ,17.8, ,77.7, ,62.0, ,67.2, ,96, ,59, ,78, ,60.2, ,3.1, ,73.7, ,72.2, 
223,6/4/2022,155,0.15, ,0, ,485, ,17.2, ,76.5, ,61.1, ,66.9, ,90, ,61, ,76, ,59.2, ,2.8,Y,67.0,Y,72.0, 
223,6/5/2022,156,0.21, ,0, ,637, ,17.6, ,79.5, ,58.3, ,68.1, ,99, ,53, ,75, ,59.9, ,2.8,Y,66.1,Y,72.1, 
223,6/6/2022,157,0.22, ,0, ,677, ,19.0, ,81.1, ,62.0, ,70.6, ,100, ,56, ,74, ,62.0, ,2.7,Y,65.2,Y,73.1, 
223,6/7/2022,158,0.22, ,0, ,651, ,19.1, ,82.1, ,61.9, ,70.5, ,99, ,55, ,75, ,62.3, ,2.7,Y,64.8,Y,73.8, 
223,6/8/2022,159,0.23, ,0, ,702, ,19.3,Y,82.7, ,63.1, ,70.6, ,99, ,54, ,76,Y,62.4,Y,3.1, ,73.7, ,74.4, 
223,6/9/2022,160,0.22, ,0, ,657, ,19.8,Y,85.8, ,63.3, ,71.7, ,100, ,49, ,75,Y,63.3,Y,2.6,Y,63.2,Y,74.8, 
223,6/10/2022,161,0.24, ,0, ,684, ,19.7,Y,90.4, ,61.6, ,73.1, ,100, ,40, ,71,Y,63.0,Y,2.9,Y,69.4,Y,74.9, 
223,6/11/2022,162,0.25, ,0, ,690, ,17.7, ,86.6, ,62.7, ,73.6, ,98, ,40, ,62, ,60.0, ,2.5,R,59.8,R,75.4, 
223,6/12/2022,163,0.24, ,0, ,702, ,18.1, ,82.1, ,61.2, ,70.7, ,97, ,46, ,71, ,60.7, ,3.1, ,74.5, ,75.2, 
223,6/13/2022,164,0.21, ,0, ,641, ,18.3, ,79.5, ,63.2, ,69.9, ,95, ,58, ,73, ,61.0, ,3.1, ,73.8, ,75.1, 
223,6/14/2022,165,0.22, ,0, ,641, ,18.3, ,83.2, ,62.1, ,70.6, ,95, ,50, ,71, ,60.9, ,2.7,Y,64.6,Y,74.7, 
223,6/15/2022,166,0.22, ,0.00, ,646, ,19.7,Y,86.1, ,60.2, ,70.8, ,100, ,49, ,77,Y,63.0,Y,2.8,Y,66.0,Y,74.5, 
223,6/16/2022,167,0.23, ,0, ,672, ,20.1,Y,84.3, ,63.7, ,70.9, ,100, ,53, ,78,Y,63.7,Y,3.0, ,73.1, ,75.2, 
223,6/17/2022,168,0.17, ,0, ,519, ,17.0, ,77.3, ,60.9, ,67.4, ,95, ,55, ,74, ,58.9, ,3.0,Y,70.9,Y,74.8, 
223,6/18/2022,169,0.22, ,0, ,657, ,13.7, ,77.6, ,55.5, ,66.6, ,91, ,43, ,62, ,53.0, ,2.5,R,60.7,R,73.4, 
223,6/19/2022,170,0.24, ,0, ,714, ,13.7, ,82.2, ,55.3, ,68.8, ,87, ,29, ,57, ,53.0, ,2.6,Y,63.6,Y,73.0, 
223,6/20/2022,171,0.28, ,0, ,732, ,11.7, ,99.6,Y,55.8, ,79.1,Y,94, ,10, ,34,Y,48.7,Y,2.2,R,54.0,R,73.2, 
223,6/21/2022,172,0.27, ,0, ,712, ,15.6, ,88.7, ,62.5, ,76.3, ,78, ,31, ,50, ,56.6, ,2.7,Y,63.8,Y,74.4, 
223,6/22/2022,173,0.19, ,0.01, ,482, ,18.1, ,92.0, ,64.2, ,77.8, ,99, ,34, ,55, ,60.6, ,2.1,R,51.6,R,74.7, 
223,6/23/2022,174,0.26,R,0, ,690, ,17.6, ,94.5, ,64.9, ,78.6, ,96, ,23, ,53, ,59.8, ,2.1,R,51.4,R,75.1, 
223,6/24/2022,175,0.27, ,0, ,723, ,16.7, ,93.5, ,61.3, ,77.3, ,100, ,19, ,52, ,58.4, ,2.3,R,56.2,R,74.9, 
223,6/25/2022,176,0.27, ,0, ,730, ,17.4, ,93.1, ,61.7, ,76.8, ,100, ,24, ,55, ,59.5, ,2.4,R,57.4,R,74.8, 
223,6/26/2022,177,0.27, ,0, ,708, ,18.0, ,93.4, ,63.4, ,78.4, ,90, ,30, ,54, ,60.5, ,2.6,R,61.5,R,75.5, 
223,6/27/2022,178,0.27,R,0, ,688, ,17.7, ,99.0, ,62.5, ,82.5,Y,99, ,18, ,47,Y,60.0,Y,2.3,R,54.2,R,76.0, 
223,6/28/2022,179,0.27,R,0, ,691, ,16.9, ,97.1, ,68.3,Y,81.9,Y,77,H,24,H,45,Y,58.7,Y,2.6,R,61.6,R,76.8, 
223,6/29/2022,180,0.26, ,0, ,684, ,19.4, ,91.8, ,65.9, ,78.5, ,89, ,33, ,58, ,62.6, ,2.9,Y,70.8,Y,76.5, 
223,6/30/2022,181,0.25, ,0, ,679, ,20.6,Y,91.5, ,65.8, ,76.6, ,100, ,38, ,66,Y,64.4,Y,2.7,R,64.9,R,76.4, 
